Datum Zeit,Freiberg PM10
,µg/m³
30-04-15,20
29-04-15,20
28-04-15,11
27-04-15,14
26-04-15,10
25-04-15,20
24-04-15,28
23-04-15,30
22-04-15,20
21-04-15,20
20-04-15,16
19-04-15,15
18-04-15,11
17-04-15,16
16-04-15,22
15-04-15,21
14-04-15,21
13-04-15,12
12-04-15,10
11-04-15,24
10-04-15,37
09-04-15,28
08-04-15,30
07-04-15,20
06-04-15,16
05-04-15,20
04-04-15,14
03-04-15,11
02-04-15,5
01-04-15,8

