Datum Zeit,Leipzig-West PM2.5
,µg/m³
30-04-15,7.67
29-04-15,10.75
28-04-15,7.02
27-04-15,7.22
26-04-15,7.30
25-04-15,12.48
24-04-15,14.77
23-04-15,16.53
22-04-15,8.48
21-04-15,6.91
20-04-15,10.64
19-04-15,10.69
18-04-15,6.44
17-04-15,5.90
16-04-15,11.16
15-04-15,9.72
14-04-15,13.83
13-04-15,5.41
12-04-15,5.27
11-04-15,13.05
10-04-15,20.93
09-04-15,21.51
08-04-15,16.98
07-04-15,13.79
06-04-15,12.30
05-04-15,26.02
04-04-15,9.86
03-04-15,5.46
02-04-15,2.84
01-04-15,2.83

