Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-04-15,16
29-04-15,15
28-04-15,9
27-04-15,11
26-04-15,9
25-04-15,18
24-04-15,24
23-04-15,25
22-04-15,16
21-04-15,16
20-04-15,12
19-04-15,13
18-04-15,11
17-04-15,12
16-04-15,20
15-04-15,20
14-04-15,19
13-04-15,9
12-04-15,10
11-04-15,22
10-04-15,30
09-04-15,23
08-04-15,32
07-04-15,16
06-04-15,14
05-04-15,15
04-04-15,12
03-04-15,11
02-04-15,5
01-04-15,5

