Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-04-15,11.96
29-04-15,11.31
28-04-15,7.78
27-04-15,8.54
26-04-15,7.23
25-04-15,13.53
24-04-15,16.78
23-04-15,17.30
22-04-15,10.65
21-04-15,8.59
20-04-15,9.25
19-04-15,12.11
18-04-15,9.08
17-04-15,7.54
16-04-15,12.85
15-04-15,10.48
14-04-15,13.61
13-04-15,6.22
12-04-15,5.44
11-04-15,14.95
10-04-15,19.74
09-04-15,16.56
08-04-15,21.14
07-04-15,14.00
06-04-15,12.86
05-04-15,16.50
04-04-15,9.96
03-04-15,6.35
02-04-15,4.03
01-04-15,3.95

