Datum Zeit,Klingenthal PM10
,µg/m³
30-04-15,12
29-04-15,11
28-04-15,5
27-04-15,9
26-04-15,10
25-04-15,16
24-04-15,18
23-04-15,17
22-04-15,17
21-04-15,15
20-04-15,16
19-04-15,12
18-04-15,10
17-04-15,17
16-04-15,25
15-04-15,16
14-04-15,16
13-04-15,10
12-04-15,8
11-04-15,17
10-04-15,20
09-04-15,19
08-04-15,22
07-04-15,14
06-04-15,13
05-04-15,13
04-04-15,12
03-04-15,8
02-04-15,4
01-04-15,5

