Datum Zeit,Niesky O3
,µg/m³
01-05-15 00:00,64
30-04-15 23:00,68
30-04-15 22:00,64
30-04-15 21:00,73
30-04-15 20:00,83
30-04-15 19:00,78
30-04-15 18:00,87
30-04-15 17:00,91
30-04-15 16:00,82
30-04-15 15:00,79
30-04-15 14:00,93
30-04-15 13:00,96
30-04-15 12:00,85
30-04-15 11:00,79
30-04-15 10:00,83
30-04-15 09:00,74
30-04-15 08:00,73
30-04-15 07:00,68
30-04-15 06:00,66
30-04-15 05:00,66
30-04-15 04:00,65
30-04-15 03:00,57
30-04-15 02:00,54
30-04-15 01:00,53
30-04-15 00:00,59
29-04-15 23:00,73
29-04-15 22:00,81
29-04-15 21:00,74
29-04-15 20:00,74
29-04-15 19:00,92
29-04-15 18:00,96
29-04-15 17:00,95
29-04-15 16:00,94
29-04-15 15:00,93
29-04-15 14:00,91
29-04-15 13:00,87
29-04-15 12:00,85
29-04-15 11:00,81
29-04-15 10:00,76
29-04-15 09:00,66
29-04-15 08:00,56
29-04-15 07:00,46
29-04-15 06:00,43
29-04-15 05:00,44
29-04-15 04:00,48
29-04-15 03:00,45
29-04-15 02:00,40
29-04-15 01:00,35
29-04-15 00:00,33
28-04-15 23:00,34
28-04-15 22:00,39
28-04-15 21:00,44
28-04-15 20:00,51
28-04-15 19:00,55
28-04-15 18:00,57
28-04-15 17:00,56
28-04-15 16:00,62
28-04-15 15:00,57
28-04-15 14:00,53
28-04-15 13:00,52
28-04-15 12:00,55
28-04-15 11:00,47
28-04-15 10:00,55
28-04-15 09:00,53
28-04-15 08:00,46
28-04-15 07:00,41
28-04-15 06:00,51
28-04-15 05:00,61
28-04-15 04:00,57
28-04-15 03:00,49
28-04-15 02:00,51
28-04-15 01:00,48
28-04-15 00:00,48
27-04-15 23:00,47
27-04-15 22:00,43
27-04-15 21:00,34
27-04-15 20:00,24
27-04-15 19:00,32
27-04-15 18:00,100
27-04-15 17:00,122
27-04-15 16:00,124
27-04-15 15:00,121
27-04-15 14:00,116
27-04-15 13:00,104
27-04-15 12:00,105
27-04-15 11:00,102
27-04-15 10:00,95
27-04-15 09:00,84
27-04-15 08:00,71
27-04-15 07:00,53
27-04-15 06:00,41
27-04-15 05:00,69
27-04-15 04:00,72
27-04-15 03:00,74
27-04-15 02:00,75
27-04-15 01:00,73
27-04-15 00:00,71
26-04-15 23:00,67
26-04-15 22:00,58
26-04-15 21:00,61
26-04-15 20:00,61
26-04-15 19:00,87
26-04-15 18:00,95
26-04-15 17:00,98
26-04-15 16:00,98
26-04-15 15:00,101
26-04-15 14:00,102
26-04-15 13:00,98
26-04-15 12:00,94
26-04-15 11:00,87
26-04-15 10:00,84
26-04-15 09:00,80
26-04-15 08:00,78
26-04-15 07:00,74
26-04-15 06:00,78
26-04-15 05:00,85
26-04-15 04:00,90
26-04-15 03:00,91
26-04-15 02:00,93
26-04-15 01:00,99
26-04-15 00:00,98
25-04-15 23:00,101
25-04-15 22:00,104
25-04-15 21:00,105
25-04-15 20:00,109
25-04-15 19:00,125
25-04-15 18:00,130
25-04-15 17:00,134
25-04-15 16:00,143
25-04-15 15:00,147
25-04-15 14:00,143
25-04-15 13:00,142
25-04-15 12:00,137
25-04-15 11:00,117
25-04-15 10:00,103
25-04-15 09:00,94
25-04-15 08:00,85
25-04-15 07:00,81
25-04-15 06:00,83
25-04-15 05:00,84
25-04-15 04:00,77
25-04-15 03:00,81
25-04-15 02:00,87
25-04-15 01:00,91
25-04-15 00:00,88
24-04-15 23:00,73
24-04-15 22:00,78
24-04-15 21:00,81
24-04-15 20:00,83
24-04-15 19:00,117
24-04-15 18:00,134
