Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2008-03-01,,,,,,,12,,,
2008-03-01,01:00,,,2,13,,,,,
2008-03-01,02:00,,,1,11,,,,,
2008-03-01,03:00,,,2,10,,,,,
2008-03-01,04:00,,,2,11,,,,,
2008-03-01,05:00,,,2,10,,,,,
2008-03-01,06:00,,,1,9,,,,,
2008-03-01,07:00,,,1,9,,,,,
2008-03-01,08:00,,,1,9,,,,,
2008-03-01,09:00,,,6,15,,,,,
2008-03-01,10:00,,,10,21,,,,,
2008-03-01,11:00,,,11,23,,,,,
2008-03-01,12:00,,,19,29,,,,,
2008-03-01,13:00,,,9,18,,,,,
2008-03-01,14:00,,,13,21,,,,,
2008-03-01,15:00,,,12,19,,,,,
2008-03-01,16:00,,,11,19,,,,,
2008-03-01,17:00,,,9,19,,,,,
2008-03-01,18:00,,,22,26,,,,,
2008-03-01,19:00,,,8,18,,,,,
2008-03-01,20:00,,,8,19,,,,,
2008-03-01,21:00,,,8,20,,,,,
2008-03-01,22:00,,,6,18,,,,,
2008-03-01,23:00,,,8,22,,,,,
2008-03-02,,,,,,,14,,,
2008-03-02,00:00,,,6,16,,,,,
2008-03-02,01:00,,,6,16,,,,,
2008-03-02,02:00,,,4,13,,,,,
2008-03-02,03:00,,,3,13,,,,,
2008-03-02,04:00,,,1,10,,,,,
2008-03-02,05:00,,,2,11,,,,,
2008-03-02,06:00,,,3,10,,,,,
2008-03-02,07:00,,,1,8,,,,,
2008-03-02,08:00,,,1,6,,,,,
2008-03-02,09:00,,,1,8,,,,,
2008-03-02,10:00,,,3,11,,,,,
2008-03-02,11:00,,,5,15,,,,,
2008-03-02,12:00,,,7,17,,,,,
2008-03-02,13:00,,,5,13,,,,,
2008-03-02,14:00,,,6,16,,,,,
2008-03-02,15:00,,,4,13,,,,,
2008-03-02,16:00,,,5,15,,,,,
2008-03-02,17:00,,,9,22,,,,,
2008-03-02,18:00,,,16,39,,,,,
2008-03-02,19:00,,,16,43,,,,,
2008-03-02,20:00,,,9,43,,,,,
2008-03-02,21:00,,,9,37,,,,,
2008-03-02,22:00,,,4,30,,,,,
2008-03-02,23:00,,,15,46,,,,,
2008-03-03,,,,,,,28,,,
2008-03-03,00:00,,,2,20,,,,,
2008-03-03,01:00,,,4,20,,,,,
2008-03-03,02:00,,,5,42,,,,,
2008-03-03,03:00,,,7,42,,,,,
2008-03-03,04:00,,,19,51,,,,,
2008-03-03,05:00,,,36,69,,,,,
2008-03-03,06:00,,,158,88,,,,,
2008-03-03,07:00,,,178,92,,,,,
2008-03-03,08:00,,,148,100,,,,,
2008-03-03,09:00,,,67,88,,,,,
2008-03-03,10:00,,,62,81,,,,,
2008-03-03,11:00,,,79,80,,,,,
2008-03-03,12:00,,,68,71,,,,,
2008-03-03,13:00,,,38,56,,,,,
2008-03-03,14:00,,,32,50,,,,,
2008-03-03,15:00,,,32,49,,,,,
2008-03-03,16:00,,,58,72,,,,,
2008-03-03,17:00,,,50,67,,,,,
2008-03-03,18:00,,,28,54,,,,,
2008-03-03,19:00,,,18,39,,,,,
2008-03-03,20:00,,,22,45,,,,,
2008-03-03,21:00,,,15,40,,,,,
2008-03-03,22:00,,,18,44,,,,,
2008-03-03,23:00,,,10,40,,,,,
2008-03-04,,,,,,,28,,,
2008-03-04,00:00,,,5,30,,,,,
2008-03-04,01:00,,,2,23,,,,,
2008-03-04,02:00,,,8,26,,,,,
2008-03-04,03:00,,,2,16,,,,,
2008-03-04,04:00,,,7,20,,,,,
2008-03-04,05:00,,,9,26,,,,,
2008-03-04,06:00,,,40,56,,,,,
2008-03-04,07:00,,,49,61,,,,,
2008-03-04,08:00,,,72,68,,,,,
2008-03-04,09:00,,,60,54,,,,,
2008-03-04,10:00,,,46,44,,,,,
2008-03-04,11:00,,,46,42,,,,,
2008-03-04,12:00,,,32,32,,,,,
2008-03-04,13:00,,,29,34,,,,,
2008-03-04,14:00,,,31,35,,,,,
2008-03-04,15:00,,,26,37,,,,,
2008-03-04,16:00,,,57,63,,,,,
2008-03-04,17:00,,,39,51,,,,,
2008-03-04,18:00,,,48,59,,,,,
2008-03-04,19:00,,,42,65,,,,,
2008-03-04,20:00,,,21,40,,,,,
2008-03-04,21:00,,,24,51,,,,,
2008-03-04,22:00,,,18,61,,,,,
2008-03-04,23:00,,,13,42,,,,,
2008-03-05,,,,,,,25,,,
2008-03-05,00:00,,,3,20,,,,,
2008-03-05,01:00,,,5,20,,,,,
2008-03-05,02:00,,,1,12,,,,,
2008-03-05,03:00,,,1,10,,,,,
2008-03-05,04:00,,,6,14,,,,,
2008-03-05,05:00,,,3,15,,,,,
2008-03-05,06:00,,,17,32,,,,,
2008-03-05,07:00,,,73,75,,,,,
2008-03-05,08:00,,,86,79,,,,,
2008-03-05,09:00,,,56,59,,,,,
2008-03-05,10:00,,,25,34,,,,,
2008-03-05,11:00,,,28,34,,,,,
2008-03-05,12:00,,,27,36,,,,,
2008-03-05,13:00,,,21,27,,,,,
2008-03-05,14:00,,,35,38,,,,,
2008-03-05,15:00,,,31,35,,,,,
2008-03-05,16:00,,,16,29,,,,,
2008-03-05,17:00,,,30,41,,,,,
2008-03-05,18:00,,,17,39,,,,,
2008-03-05,19:00,,,30,58,,,,,
2008-03-05,20:00,,,31,69,,,,,
2008-03-05,21:00,,,61,86,,,,,
2008-03-05,22:00,,,54,77,,,,,
2008-03-05,23:00,,,48,71,,,,,
2008-03-06,,,,,,,23,,,
2008-03-06,00:00,,,32,64,,,,,
2008-03-06,01:00,,,26,60,,,,,
2008-03-06,02:00,,,16,54,,,,,
2008-03-06,03:00,,,11,43,,,,,
2008-03-06,04:00,,,24,52,,,,,
2008-03-06,05:00,,,31,55,,,,,
2008-03-06,06:00,,,49,66,,,,,
2008-03-06,07:00,,,37,55,,,,,
2008-03-06,08:00,,,35,45,,,,,
2008-03-06,09:00,,,26,36,,,,,
2008-03-06,10:00,,,25,31,,,,,
2008-03-06,11:00,,,25,28,,,,,
2008-03-06,12:00,,,27,27,,,,,
2008-03-06,13:00,,,21,27,,,,,
2008-03-06,14:00,,,23,29,,,,,
2008-03-06,15:00,,,30,36,,,,,
2008-03-06,16:00,,,31,40,,,,,
2008-03-06,17:00,,,24,42,,,,,
2008-03-06,18:00,,,23,45,,,,,
