Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-07-15,13.13
30-07-15,8.21
29-07-15,6.69
28-07-15,6.53
27-07-15,7.28
26-07-15,5.60
25-07-15,8.10
24-07-15,14.52
23-07-15,12.96
22-07-15,14.79
21-07-15,9.15
20-07-15,9.22
19-07-15,12.61
18-07-15,15.07
17-07-15,16.48
16-07-15,14.19
15-07-15,10.77
14-07-15,7.63
13-07-15,8.61
12-07-15,12.34
11-07-15,12.18
10-07-15,7.18
09-07-15,6.32
08-07-15,8.95
07-07-15,16.69
06-07-15,13.78
05-07-15,20.94
04-07-15,22.62
03-07-15,20.52
02-07-15,13.36
01-07-15,12.98

