Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-07-15,8.44
30-07-15,5.44
29-07-15,4.40
28-07-15,4.31
27-07-15,4.46
26-07-15,3.99
25-07-15,6.17
24-07-15,11.41
23-07-15,8.46
22-07-15,8.78
21-07-15,6.49
20-07-15,6.21
19-07-15,9.49
18-07-15,13.27
17-07-15,12.72
16-07-15,10.85
15-07-15,8.03
14-07-15,4.11
13-07-15,5.36
12-07-15,9.95
11-07-15,8.81
10-07-15,4.45
09-07-15,3.66
08-07-15,5.25
07-07-15,13.41
06-07-15,9.97
05-07-15,18.70
04-07-15,19.78
03-07-15,17.65
02-07-15,12.56
01-07-15,9.51

