Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-07-15,14
30-07-15,10
29-07-15,9
28-07-15,8
27-07-15,7
26-07-15,9
25-07-15,11
24-07-15,17
23-07-15,16
22-07-15,16
21-07-15,10
20-07-15,11
19-07-15,15
18-07-15,19
17-07-15,18
16-07-15,14
15-07-15,12
14-07-15,8
13-07-15,10
12-07-15,14
11-07-15,13
10-07-15,12
09-07-15,9
08-07-15,12
07-07-15,19
06-07-15,15
05-07-15,25
04-07-15,26
03-07-15,24
02-07-15,21
01-07-15,15

