Datum Zeit,Brockau PM10
,µg/m³
31-07-15,11
30-07-15,10
29-07-15,8
28-07-15,8
27-07-15,6
26-07-15,8
25-07-15,11
24-07-15,20
23-07-15,16
22-07-15,13
21-07-15,10
20-07-15,10
19-07-15,14
18-07-15,16
17-07-15,18
16-07-15,10
15-07-15,9
14-07-15,7
13-07-15,10
12-07-15,14
11-07-15,10
10-07-15,9
09-07-15,7
08-07-15,11
07-07-15,18
06-07-15,12
05-07-15,26
04-07-15,26
03-07-15,24
02-07-15,23
01-07-15,17

