Datum Zeit,Radebeul-Wahnsdorf PM2.5
,µg/m³
31-07-15,
30-07-15,
29-07-15,
28-07-15,
27-07-15,
26-07-15,
25-07-15,
24-07-15,
23-07-15,
22-07-15,
21-07-15,
20-07-15,
19-07-15,
18-07-15,
17-07-15,
16-07-15,
15-07-15,
14-07-15,
13-07-15,
12-07-15,
11-07-15,
10-07-15,
09-07-15,
08-07-15,
07-07-15,
06-07-15,
05-07-15,
04-07-15,
03-07-15,
02-07-15,
01-07-15,

