Datum Zeit,Niesky PM10
,µg/m³
31-07-15,10
30-07-15,8
29-07-15,8
28-07-15,7
27-07-15,7
26-07-15,8
25-07-15,13
24-07-15,17
23-07-15,12
22-07-15,16
21-07-15,8
20-07-15,11
19-07-15,14
18-07-15,17
17-07-15,17
16-07-15,12
15-07-15,10
14-07-15,8
13-07-15,10
12-07-15,14
11-07-15,13
10-07-15,10
09-07-15,7
08-07-15,11
07-07-15,18
06-07-15,17
05-07-15,27
04-07-15,24
03-07-15,22
02-07-15,19
01-07-15,16

