Datum Zeit,Borna PM10
,µg/m³
31-07-15,19
30-07-15,15
29-07-15,15
28-07-15,11
27-07-15,11
26-07-15,15
25-07-15,19
24-07-15,22
23-07-15,20
22-07-15,18
21-07-15,15
20-07-15,15
19-07-15,18
18-07-15,24
17-07-15,25
16-07-15,17
15-07-15,14
14-07-15,13
13-07-15,12
12-07-15,18
11-07-15,17
10-07-15,16
09-07-15,11
08-07-15,20
07-07-15,22
06-07-15,15
05-07-15,31
04-07-15,31
03-07-15,29
02-07-15,26
01-07-15,16

