Datum Zeit,Leipzig-West PM10
,µg/m³
31-07-15,11
30-07-15,9
29-07-15,10
28-07-15,8
27-07-15,8
26-07-15,9
25-07-15,13
24-07-15,17
23-07-15,15
22-07-15,16
21-07-15,13
20-07-15,12
19-07-15,15
18-07-15,21
17-07-15,21
16-07-15,14
15-07-15,12
14-07-15,11
13-07-15,12
12-07-15,17
11-07-15,14
10-07-15,10
09-07-15,8
08-07-15,12
07-07-15,17
06-07-15,12
05-07-15,24
04-07-15,29
03-07-15,28
02-07-15,21
01-07-15,14

