Datum Zeit,Plauen-Sued PM10
,µg/m³
31-07-15,14
30-07-15,11
29-07-15,10
28-07-15,10
27-07-15,9
26-07-15,13
25-07-15,12
24-07-15,22
23-07-15,17
22-07-15,14
21-07-15,11
20-07-15,12
19-07-15,14
18-07-15,18
17-07-15,21
16-07-15,13
15-07-15,11
14-07-15,9
13-07-15,13
12-07-15,15
11-07-15,13
10-07-15,11
09-07-15,8
08-07-15,12
07-07-15,21
06-07-15,14
05-07-15,26
04-07-15,28
03-07-15,26
02-07-15,26
01-07-15,21

