Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-07-15,19
30-07-15,15
29-07-15,17
28-07-15,14
27-07-15,13
26-07-15,11
25-07-15,15
24-07-15,22
23-07-15,23
22-07-15,20
21-07-15,16
20-07-15,17
19-07-15,17
18-07-15,24
17-07-15,29
16-07-15,17
15-07-15,15
14-07-15,15
13-07-15,16
12-07-15,19
11-07-15,18
10-07-15,16
09-07-15,14
08-07-15,19
07-07-15,26
06-07-15,20
05-07-15,30
04-07-15,34
03-07-15,33
02-07-15,26
01-07-15,19

