Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-07-15,9.26
30-07-15,7.02
29-07-15,6.31
28-07-15,5.60
27-07-15,5.60
26-07-15,4.47
25-07-15,6.57
24-07-15,13.59
23-07-15,10.30
22-07-15,9.72
21-07-15,7.99
20-07-15,8.32
19-07-15,9.16
18-07-15,13.27
17-07-15,15.14
16-07-15,10.31
15-07-15,9.33
14-07-15,6.43
13-07-15,7.95
12-07-15,11.33
11-07-15,8.50
10-07-15,6.46
09-07-15,5.55
08-07-15,7.19
07-07-15,15.10
06-07-15,10.30
05-07-15,18.26
04-07-15,22.77
03-07-15,20.93
02-07-15,15.40
01-07-15,11.82

