Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-07-15,20
30-07-15,16
29-07-15,17
28-07-15,12
27-07-15,14
26-07-15,13
25-07-15,20
24-07-15,21
23-07-15,25
22-07-15,23
21-07-15,19
20-07-15,19
19-07-15,20
18-07-15,31
17-07-15,32
16-07-15,20
15-07-15,19
14-07-15,16
13-07-15,19
12-07-15,21
11-07-15,22
10-07-15,19
09-07-15,15
08-07-15,19
07-07-15,24
06-07-15,19
05-07-15,30
04-07-15,33
03-07-15,39
02-07-15,25
01-07-15,20

