Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2002-07-01,,,,,,,18,,,
2002-07-01,01:00,,,1,12,89,,,,1.3
2002-07-01,02:00,,,1,13,90,,,,1.6
2002-07-01,03:00,,,1,11,96,,,,1.0
2002-07-01,04:00,,,1,12,98,,,,1.4
2002-07-01,05:00,,,1,14,95,,,,1.3
2002-07-01,06:00,,,1,18,85,,,,1.3
2002-07-01,07:00,,,1,15,89,,,,1.4
2002-07-01,08:00,,,1,15,88,,,,1.1
2002-07-01,09:00,,,1,16,89,,,,1.5
2002-07-01,10:00,,,1,10,97,,,,1.1
2002-07-01,11:00,,,1,11,109,,,,1.2
2002-07-01,12:00,,,1,11,106,,,,1.1
2002-07-01,13:00,,,1,8,112,,,,1.0
2002-07-01,14:00,,,1,7,118,,,,1.0
2002-07-01,15:00,,,1,8,119,,,,1.0
2002-07-01,16:00,,,1,7,118,,,,1.0
2002-07-01,17:00,,,1,8,106,,,,1.3
2002-07-01,18:00,,,1,9,102,,,,1.8
2002-07-01,19:00,,,1,11,95,,,,1.3
2002-07-01,20:00,,,1,15,86,,,,1.5
2002-07-01,21:00,,,1,16,88,,,,1.5
2002-07-01,22:00,,,1,16,85,,,,1.3
2002-07-01,23:00,,,1,18,77,,,,1.8
2002-07-02,,,,,,,13,,,
2002-07-02,00:00,,,1,18,71,,,,2.9
2002-07-02,01:00,,,1,13,81,,,,1.4
2002-07-02,02:00,,,1,13,73,,,,1.0
2002-07-02,03:00,,,1,16,75,,,,1.0
2002-07-02,04:00,,,1,22,55,,,,1.0
2002-07-02,05:00,,,1,21,57,,,,1.0
2002-07-02,06:00,,,1,25,55,,,,1.5
2002-07-02,07:00,,,2,25,48,,,,1.1
2002-07-02,08:00,,,6,43,41,,,,1.0
2002-07-02,09:00,,,2,25,56,,,,1.0
