Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
28-02-14,51
27-02-14,65
26-02-14,48
25-02-14,44
24-02-14,27
23-02-14,20
22-02-14,19
21-02-14,22
20-02-14,34
19-02-14,33
18-02-14,29
17-02-14,23
16-02-14,10
15-02-14,17
14-02-14,20
13-02-14,26
12-02-14,28
11-02-14,22
10-02-14,15
09-02-14,16
08-02-14,18
07-02-14,31
06-02-14,38
05-02-14,35
04-02-14,32
03-02-14,24
02-02-14,33
01-02-14,33

