Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
28-02-14,40
27-02-14,54
26-02-14,43
25-02-14,38
24-02-14,21
23-02-14,16
22-02-14,9
21-02-14,12
20-02-14,18
19-02-14,21
18-02-14,24
17-02-14,12
16-02-14,6
15-02-14,13
14-02-14,9
13-02-14,16
12-02-14,16
11-02-14,11
10-02-14,11
09-02-14,8
08-02-14,12
07-02-14,21
06-02-14,24
05-02-14,31
04-02-14,29
03-02-14,21
02-02-14,31
01-02-14,29

