Datum Zeit,Plauen-Sued PM10
,µg/m³
28-02-14,25
27-02-14,35
26-02-14,44
25-02-14,35
24-02-14,30
23-02-14,13
22-02-14,14
21-02-14,17
20-02-14,18
19-02-14,19
18-02-14,22
17-02-14,
16-02-14,
15-02-14,9
14-02-14,10
13-02-14,13
12-02-14,15
11-02-14,11
10-02-14,13
09-02-14,6
08-02-14,8
07-02-14,11
06-02-14,16
05-02-14,
04-02-14,33
03-02-14,27
02-02-14,33
01-02-14,27

