Datum Zeit,Glauchau PM10
,µg/m³
28-02-14,20
27-02-14,38
26-02-14,49
25-02-14,45
24-02-14,35
23-02-14,19
22-02-14,13
21-02-14,15
20-02-14,19
19-02-14,19
18-02-14,37
17-02-14,18
16-02-14,4
15-02-14,7
14-02-14,10
13-02-14,13
12-02-14,15
11-02-14,16
10-02-14,15
09-02-14,6
08-02-14,10
07-02-14,14
06-02-14,18
05-02-14,42
04-02-14,44
03-02-14,
02-02-14,
01-02-14,

