Datum Zeit,Leipzig-West PM10
,µg/m³
28-02-14,23
27-02-14,39
26-02-14,44
25-02-14,31
24-02-14,23
23-02-14,12
22-02-14,8
21-02-14,13
20-02-14,14
19-02-14,17
18-02-14,21
17-02-14,11
16-02-14,4
15-02-14,5
14-02-14,9
13-02-14,11
12-02-14,10
11-02-14,12
10-02-14,10
09-02-14,5
08-02-14,7
07-02-14,8
06-02-14,15
05-02-14,31
04-02-14,30
03-02-14,27
02-02-14,29
01-02-14,27

