Datum Zeit,Brockau PM10
,µg/m³
28-02-14,17
27-02-14,30
26-02-14,39
25-02-14,28
24-02-14,19
23-02-14,9
22-02-14,8
21-02-14,15
20-02-14,15
19-02-14,15
18-02-14,13
17-02-14,8
16-02-14,4
15-02-14,5
14-02-14,6
13-02-14,10
12-02-14,8
11-02-14,8
10-02-14,9
09-02-14,4
08-02-14,6
07-02-14,6
06-02-14,11
05-02-14,23
04-02-14,24
03-02-14,24
02-02-14,29
01-02-14,22

