Datum Zeit,Freiberg PM10
,µg/m³
28-02-14,37
27-02-14,51
26-02-14,41
25-02-14,45
24-02-14,30
23-02-14,16
22-02-14,14
21-02-14,15
20-02-14,20
19-02-14,17
18-02-14,24
17-02-14,17
16-02-14,6
15-02-14,11
14-02-14,12
13-02-14,19
12-02-14,18
11-02-14,19
10-02-14,16
09-02-14,11
08-02-14,16
07-02-14,20
06-02-14,18
05-02-14,29
04-02-14,30
03-02-14,21
02-02-14,30
01-02-14,28

