Datum Zeit,Leipzig-Mitte PM10
,µg/m³
30-06-11,12
29-06-11,21
28-06-11,18
27-06-11,16
26-06-11,12
25-06-11,14
24-06-11,15
23-06-11,16
22-06-11,25
21-06-11,14
20-06-11,16
19-06-11,9
18-06-11,9
17-06-11,19
16-06-11,33
15-06-11,25
14-06-11,25
13-06-11,14
12-06-11,13
11-06-11,19
10-06-11,30
09-06-11,38
08-06-11,32
07-06-11,20
06-06-11,31
05-06-11,23
04-06-11,22
03-06-11,15
02-06-11,12
01-06-11,16

