Datum Zeit,Klingenthal PM10
,µg/m³
30-06-11,7
29-06-11,12
28-06-11,13
27-06-11,7
26-06-11,4
25-06-11,8
24-06-11,4
23-06-11,6
22-06-11,8
21-06-11,5
20-06-11,6
19-06-11,3
18-06-11,6
17-06-11,7
16-06-11,9
15-06-11,7
14-06-11,6
13-06-11,8
12-06-11,6
11-06-11,11
10-06-11,11
09-06-11,18
08-06-11,9
07-06-11,7
06-06-11,10
05-06-11,11
04-06-11,15
03-06-11,12
02-06-11,5
01-06-11,3

