Datum Zeit,Brockau PM10
,µg/m³
30-06-11,8
29-06-11,16
28-06-11,14
27-06-11,11
26-06-11,6
25-06-11,8
24-06-11,7
23-06-11,8
22-06-11,8
21-06-11,7
20-06-11,7
19-06-11,5
18-06-11,7
17-06-11,9
16-06-11,10
15-06-11,11
14-06-11,9
13-06-11,11
12-06-11,9
11-06-11,16
10-06-11,16
09-06-11,17
08-06-11,15
07-06-11,10
06-06-11,11
05-06-11,17
04-06-11,23
03-06-11,15
02-06-11,9
01-06-11,8

