Datum Zeit,Glauchau PM10
,µg/m³
30-06-11,8
29-06-11,14
28-06-11,14
27-06-11,8
26-06-11,6
25-06-11,8
24-06-11,9
23-06-11,7
22-06-11,8
21-06-11,5
20-06-11,7
19-06-11,4
18-06-11,6
17-06-11,8
16-06-11,11
15-06-11,10
14-06-11,9
13-06-11,9
12-06-11,11
11-06-11,14
10-06-11,16
09-06-11,19
08-06-11,14
07-06-11,10
06-06-11,11
05-06-11,14
04-06-11,18
03-06-11,15
02-06-11,8
01-06-11,9

