Datum Zeit,Schwartenberg PM10
,µg/m³
30-06-11,6
29-06-11,14
28-06-11,11
27-06-11,10
26-06-11,7
25-06-11,8
24-06-11,6
23-06-11,8
22-06-11,9
21-06-11,5
20-06-11,7
19-06-11,4
18-06-11,7
17-06-11,9
16-06-11,9
15-06-11,9
14-06-11,7
13-06-11,13
12-06-11,12
11-06-11,17
10-06-11,16
09-06-11,21
08-06-11,16
07-06-11,12
06-06-11,25
05-06-11,19
04-06-11,19
03-06-11,12
02-06-11,8
01-06-11,4

