Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-06-11,12
29-06-11,15
28-06-11,12
27-06-11,14
26-06-11,9
25-06-11,9
24-06-11,9
23-06-11,10
22-06-11,11
21-06-11,6
20-06-11,10
19-06-11,6
18-06-11,8
17-06-11,11
16-06-11,13
15-06-11,14
14-06-11,10
13-06-11,11
12-06-11,10
11-06-11,17
10-06-11,15
09-06-11,18
08-06-11,19
07-06-11,12
06-06-11,20
05-06-11,22
04-06-11,22
03-06-11,14
02-06-11,11
01-06-11,11

