Datum Zeit,Bautzen PM10
,µg/m³
30-06-11,14
29-06-11,18
28-06-11,16
27-06-11,16
26-06-11,8
25-06-11,12
24-06-11,11
23-06-11,10
22-06-11,11
21-06-11,7
20-06-11,11
19-06-11,8
18-06-11,10
17-06-11,11
16-06-11,15
15-06-11,17
14-06-11,11
13-06-11,12
12-06-11,13
11-06-11,18
10-06-11,19
09-06-11,23
08-06-11,20
07-06-11,11
06-06-11,18
05-06-11,19
04-06-11,22
03-06-11,18
02-06-11,11
01-06-11,14

