Datum Zeit,Plauen-Sued WINDRI
12-09-18 14:00,272
12-09-18 13:00,282
12-09-18 12:00,268
12-09-18 11:00,230
12-09-18 10:00,210
12-09-18 09:00,294
12-09-18 08:00,314
12-09-18 07:00,295
12-09-18 06:00,273
12-09-18 05:00,203
12-09-18 04:00,159
12-09-18 03:00,141
12-09-18 02:00,134
12-09-18 01:00,157
12-09-18 00:00,148
11-09-18 23:00,163
11-09-18 22:00,189
11-09-18 21:00,180
11-09-18 20:00,200
11-09-18 19:00,177
11-09-18 18:00,205
11-09-18 17:00,207
11-09-18 16:00,266
11-09-18 15:00,241
11-09-18 14:00,266
11-09-18 13:00,208
11-09-18 12:00,265
11-09-18 11:00,262
11-09-18 10:00,252
11-09-18 09:00,184
11-09-18 08:00,224
11-09-18 07:00,325
11-09-18 06:00,322
11-09-18 05:00,180
11-09-18 04:00,183
11-09-18 03:00,187
11-09-18 02:00,190
11-09-18 01:00,180
11-09-18 00:00,182
10-09-18 23:00,318
10-09-18 22:00,157
10-09-18 21:00,187
10-09-18 20:00,183
10-09-18 19:00,193
10-09-18 18:00,189
10-09-18 17:00,238
10-09-18 16:00,260
10-09-18 15:00,272
10-09-18 14:00,255
10-09-18 13:00,271
10-09-18 12:00,273
10-09-18 11:00,289
10-09-18 10:00,180
10-09-18 09:00,308
10-09-18 08:00,291
10-09-18 07:00,306
10-09-18 06:00,7
10-09-18 05:00,120
10-09-18 04:00,144
10-09-18 03:00,151
10-09-18 02:00,143
10-09-18 01:00,158
10-09-18 00:00,150
09-09-18 23:00,173
09-09-18 22:00,188
09-09-18 21:00,183
09-09-18 20:00,185
09-09-18 19:00,188
09-09-18 18:00,297
09-09-18 17:00,278
09-09-18 16:00,302
09-09-18 15:00,304
09-09-18 14:00,275
09-09-18 13:00,286
09-09-18 12:00,285
09-09-18 11:00,299
09-09-18 10:00,208
09-09-18 09:00,233
09-09-18 08:00,279
09-09-18 07:00,345
09-09-18 06:00,14
09-09-18 05:00,313
09-09-18 04:00,293
09-09-18 03:00,145
09-09-18 02:00,129
09-09-18 01:00,180
09-09-18 00:00,182
08-09-18 23:00,156
08-09-18 22:00,190
08-09-18 21:00,187
08-09-18 20:00,184
08-09-18 19:00,185
08-09-18 18:00,206
08-09-18 17:00,256
08-09-18 16:00,208
08-09-18 15:00,210
08-09-18 14:00,201
08-09-18 13:00,220
08-09-18 12:00,304
08-09-18 11:00,307
08-09-18 10:00,307
08-09-18 09:00,292
08-09-18 08:00,291
08-09-18 07:00,256
08-09-18 06:00,191
08-09-18 05:00,177
08-09-18 04:00,152
08-09-18 03:00,187
08-09-18 02:00,197
08-09-18 01:00,103
08-09-18 00:00,177
07-09-18 23:00,192
07-09-18 22:00,187
07-09-18 21:00,201
07-09-18 20:00,184
07-09-18 19:00,307
07-09-18 18:00,299
07-09-18 17:00,178
07-09-18 16:00,149
07-09-18 15:00,262
07-09-18 14:00,295
07-09-18 13:00,314
07-09-18 12:00,311
07-09-18 11:00,326
07-09-18 10:00,305
07-09-18 09:00,298
07-09-18 08:00,182
07-09-18 07:00,243
07-09-18 06:00,103
07-09-18 05:00,179
07-09-18 04:00,158
07-09-18 03:00,191
07-09-18 02:00,181
07-09-18 01:00,171
07-09-18 00:00,177
06-09-18 23:00,174
06-09-18 22:00,188
06-09-18 21:00,192
06-09-18 20:00,186
06-09-18 19:00,173
06-09-18 18:00,152
06-09-18 17:00,158
06-09-18 16:00,187
06-09-18 15:00,160
06-09-18 14:00,159
06-09-18 13:00,154
06-09-18 12:00,172
06-09-18 11:00,170
06-09-18 10:00,295
06-09-18 09:00,300
06-09-18 08:00,298
06-09-18 07:00,285
06-09-18 06:00,182
06-09-18 05:00,157
06-09-18 04:00,178
06-09-18 03:00,184
06-09-18 02:00,165
06-09-18 01:00,185
06-09-18 00:00,184
05-09-18 23:00,186
05-09-18 22:00,187
05-09-18 21:00,188
05-09-18 20:00,159
05-09-18 19:00,12
05-09-18 18:00,358
05-09-18 17:00,357
05-09-18 16:00,359
05-09-18 15:00,358
05-09-18 14:00,29
05-09-18 13:00,326
05-09-18 12:00,5
05-09-18 11:00,25
05-09-18 10:00,330
05-09-18 09:00,309
05-09-18 08:00,299
05-09-18 07:00,314
05-09-18 06:00,176
05-09-18 05:00,155
05-09-18 04:00,133
05-09-18 03:00,163
05-09-18 02:00,148
05-09-18 01:00,161
05-09-18 00:00,186
04-09-18 23:00,167
04-09-18 22:00,187
04-09-18 21:00,186
04-09-18 20:00,187
04-09-18 19:00,328
04-09-18 18:00,346
04-09-18 17:00,6
04-09-18 16:00,353
04-09-18 15:00,353
04-09-18 14:00,355
04-09-18 13:00,348
04-09-18 12:00,327
04-09-18 11:00,333
04-09-18 10:00,356
04-09-18 09:00,358
04-09-18 08:00,8
04-09-18 07:00,354
04-09-18 06:00,347
04-09-18 05:00,347
04-09-18 04:00,2
04-09-18 03:00,342
04-09-18 02:00,123
04-09-18 01:00,271
04-09-18 00:00,316
03-09-18 23:00,173
03-09-18 22:00,164
03-09-18 21:00,183
03-09-18 20:00,179
03-09-18 19:00,100
03-09-18 18:00,354
03-09-18 17:00,350
03-09-18 16:00,346
03-09-18 15:00,351
03-09-18 14:00,356
03-09-18 13:00,343
03-09-18 12:00,356
03-09-18 11:00,7
03-09-18 10:00,0
03-09-18 09:00,360
03-09-18 08:00,20
03-09-18 07:00,349
03-09-18 06:00,349
03-09-18 05:00,349
03-09-18 04:00,336
03-09-18 03:00,351
03-09-18 02:00,349
03-09-18 01:00,349
03-09-18 00:00,339
02-09-18 23:00,335
02-09-18 22:00,348
02-09-18 21:00,5
02-09-18 20:00,4
02-09-18 19:00,7
02-09-18 18:00,6
02-09-18 17:00,4
02-09-18 16:00,359
02-09-18 15:00,357
02-09-18 14:00,357
02-09-18 13:00,1
02-09-18 12:00,353
02-09-18 11:00,359
02-09-18 10:00,3
02-09-18 09:00,359
02-09-18 08:00,343
02-09-18 07:00,351
02-09-18 06:00,0
02-09-18 05:00,2
02-09-18 04:00,2
02-09-18 03:00,353
02-09-18 02:00,348
02-09-18 01:00,360
02-09-18 00:00,5
01-09-18 23:00,360
01-09-18 22:00,349
01-09-18 21:00,357
01-09-18 20:00,9
01-09-18 19:00,359
01-09-18 18:00,3
01-09-18 17:00,9
01-09-18 16:00,7
01-09-18 15:00,6
01-09-18 14:00,12
01-09-18 13:00,2
01-09-18 12:00,13
01-09-18 11:00,10
01-09-18 10:00,2
01-09-18 09:00,352
01-09-18 08:00,355
01-09-18 07:00,18
01-09-18 06:00,21
01-09-18 05:00,353
01-09-18 04:00,356
01-09-18 03:00,30
01-09-18 02:00,68
01-09-18 01:00,105

