Datum Zeit,Dresden-Winckelmannstr. WINDRI
,GRAD
01-10-18 00:00,
30-09-18 23:00,
30-09-18 22:00,
30-09-18 21:00,
30-09-18 20:00,
30-09-18 19:00,
30-09-18 18:00,
30-09-18 17:00,
30-09-18 16:00,
30-09-18 15:00,
30-09-18 14:00,
30-09-18 13:00,
30-09-18 12:00,
30-09-18 11:00,
30-09-18 10:00,102
30-09-18 09:00,117
30-09-18 08:00,95
30-09-18 07:00,1
30-09-18 06:00,340
30-09-18 05:00,346
30-09-18 04:00,345
30-09-18 03:00,250
30-09-18 02:00,209
30-09-18 01:00,198
30-09-18 00:00,180
29-09-18 23:00,179
29-09-18 22:00,200
29-09-18 21:00,195
29-09-18 20:00,199
29-09-18 19:00,196
29-09-18 18:00,204
29-09-18 17:00,159
29-09-18 16:00,321
29-09-18 15:00,338
29-09-18 14:00,332
29-09-18 13:00,338
29-09-18 12:00,358
29-09-18 11:00,264
29-09-18 10:00,18
29-09-18 09:00,42
29-09-18 08:00,56
29-09-18 07:00,136
29-09-18 06:00,146
29-09-18 05:00,151
29-09-18 04:00,166
29-09-18 03:00,194
29-09-18 02:00,268
29-09-18 01:00,246
29-09-18 00:00,200
28-09-18 23:00,206
28-09-18 22:00,255
28-09-18 21:00,299
28-09-18 20:00,306
28-09-18 19:00,310
28-09-18 18:00,312
28-09-18 17:00,316
28-09-18 16:00,245
28-09-18 15:00,222
28-09-18 14:00,292
28-09-18 13:00,312
28-09-18 12:00,320
28-09-18 11:00,326
28-09-18 10:00,327
28-09-18 09:00,19
28-09-18 08:00,77
28-09-18 07:00,190
28-09-18 06:00,206
28-09-18 05:00,222
28-09-18 04:00,200
28-09-18 03:00,205
28-09-18 02:00,203
28-09-18 01:00,189
28-09-18 00:00,163
27-09-18 23:00,162
27-09-18 22:00,163
27-09-18 21:00,187
27-09-18 20:00,178
27-09-18 19:00,192
27-09-18 18:00,190
27-09-18 17:00,4
27-09-18 16:00,35
27-09-18 15:00,242
27-09-18 14:00,302
27-09-18 13:00,248
27-09-18 12:00,136
27-09-18 11:00,8
27-09-18 10:00,72
27-09-18 09:00,33
27-09-18 08:00,22
27-09-18 07:00,319
27-09-18 06:00,337
27-09-18 05:00,274
27-09-18 04:00,219
27-09-18 03:00,289
27-09-18 02:00,98
27-09-18 01:00,88
27-09-18 00:00,86
26-09-18 23:00,98
26-09-18 22:00,93
26-09-18 21:00,106
26-09-18 20:00,176
26-09-18 19:00,173
26-09-18 18:00,204
26-09-18 17:00,255
26-09-18 16:00,259
26-09-18 15:00,260
26-09-18 14:00,167
26-09-18 13:00,198
26-09-18 12:00,194
26-09-18 11:00,213
26-09-18 10:00,104
26-09-18 09:00,121
26-09-18 08:00,162
26-09-18 07:00,157
26-09-18 06:00,180
26-09-18 05:00,179
26-09-18 04:00,167
26-09-18 03:00,195
26-09-18 02:00,188
26-09-18 01:00,175
26-09-18 00:00,170
25-09-18 23:00,160
25-09-18 22:00,74
25-09-18 21:00,5
25-09-18 20:00,275
25-09-18 19:00,191
25-09-18 18:00,299
25-09-18 17:00,320
25-09-18 16:00,327
25-09-18 15:00,328
25-09-18 14:00,294
25-09-18 13:00,313
25-09-18 12:00,323
25-09-18 11:00,309
25-09-18 10:00,314
25-09-18 09:00,313
25-09-18 08:00,315
25-09-18 07:00,293
25-09-18 06:00,295
25-09-18 05:00,292
25-09-18 04:00,247
25-09-18 03:00,274
25-09-18 02:00,271
25-09-18 01:00,280
25-09-18 00:00,279
24-09-18 23:00,272
24-09-18 22:00,268
24-09-18 21:00,258
24-09-18 20:00,280
24-09-18 19:00,274
24-09-18 18:00,250
24-09-18 17:00,281
24-09-18 16:00,302
24-09-18 15:00,301
24-09-18 14:00,301
24-09-18 13:00,303
24-09-18 12:00,307
24-09-18 11:00,306
24-09-18 10:00,298
24-09-18 09:00,303
24-09-18 08:00,286
24-09-18 07:00,299
24-09-18 06:00,291
24-09-18 05:00,295
24-09-18 04:00,299
24-09-18 03:00,271
24-09-18 02:00,273
24-09-18 01:00,297
24-09-18 00:00,301
23-09-18 23:00,309
23-09-18 22:00,318
23-09-18 21:00,319
23-09-18 20:00,318
23-09-18 19:00,204
23-09-18 18:00,352
23-09-18 17:00,355
23-09-18 16:00,113
23-09-18 15:00,149
23-09-18 14:00,125
23-09-18 13:00,179
23-09-18 12:00,147
23-09-18 11:00,105
23-09-18 10:00,85
23-09-18 09:00,199
23-09-18 08:00,189
23-09-18 07:00,115
23-09-18 06:00,200
23-09-18 05:00,219
23-09-18 04:00,200
23-09-18 03:00,210
23-09-18 02:00,210
23-09-18 01:00,218
23-09-18 00:00,207
22-09-18 23:00,213
22-09-18 22:00,208
22-09-18 21:00,203
22-09-18 20:00,170
22-09-18 19:00,184
22-09-18 18:00,189
22-09-18 17:00,242
22-09-18 16:00,261
22-09-18 15:00,246
22-09-18 14:00,243
22-09-18 13:00,239
22-09-18 12:00,220
22-09-18 11:00,217
22-09-18 10:00,231
22-09-18 09:00,235
22-09-18 08:00,218
22-09-18 07:00,210
22-09-18 06:00,202
22-09-18 05:00,197
22-09-18 04:00,208
22-09-18 03:00,203
22-09-18 02:00,210
22-09-18 01:00,219
22-09-18 00:00,232
21-09-18 23:00,222
21-09-18 22:00,230
21-09-18 21:00,220
21-09-18 20:00,318
21-09-18 19:00,315
21-09-18 18:00,262
21-09-18 17:00,208
21-09-18 16:00,206
21-09-18 15:00,206
21-09-18 14:00,190
21-09-18 13:00,187
21-09-18 12:00,185
21-09-18 11:00,189
21-09-18 10:00,133
21-09-18 09:00,138
21-09-18 08:00,171
21-09-18 07:00,182
21-09-18 06:00,186
21-09-18 05:00,186
21-09-18 04:00,167
21-09-18 03:00,84
21-09-18 02:00,155
21-09-18 01:00,171
21-09-18 00:00,188
20-09-18 23:00,169
20-09-18 22:00,176
20-09-18 21:00,140
20-09-18 20:00,167
20-09-18 19:00,189
20-09-18 18:00,194
20-09-18 17:00,201
20-09-18 16:00,211
20-09-18 15:00,214
20-09-18 14:00,120
20-09-18 13:00,7
20-09-18 12:00,84
20-09-18 11:00,110
20-09-18 10:00,136
20-09-18 09:00,112
20-09-18 08:00,167
20-09-18 07:00,152
20-09-18 06:00,163
20-09-18 05:00,153
20-09-18 04:00,151
20-09-18 03:00,156
20-09-18 02:00,126
20-09-18 01:00,96
20-09-18 00:00,148
19-09-18 23:00,170
19-09-18 22:00,184
19-09-18 21:00,207
19-09-18 20:00,186
19-09-18 19:00,193
19-09-18 18:00,177
19-09-18 17:00,150
19-09-18 16:00,149
19-09-18 15:00,17
19-09-18 14:00,109
19-09-18 13:00,68
19-09-18 12:00,358
19-09-18 11:00,350
19-09-18 10:00,350
19-09-18 09:00,117
19-09-18 08:00,120
19-09-18 07:00,200
19-09-18 06:00,184
19-09-18 05:00,156
19-09-18 04:00,146
19-09-18 03:00,169
19-09-18 02:00,155
19-09-18 01:00,167
19-09-18 00:00,220
18-09-18 23:00,195
18-09-18 22:00,188
18-09-18 21:00,203
18-09-18 20:00,28
18-09-18 19:00,168
18-09-18 18:00,164
18-09-18 17:00,134
18-09-18 16:00,164
18-09-18 15:00,89
18-09-18 14:00,77
18-09-18 13:00,56
18-09-18 12:00,117
18-09-18 11:00,116
18-09-18 10:00,109
18-09-18 09:00,169
18-09-18 08:00,165
18-09-18 07:00,176
18-09-18 06:00,180
18-09-18 05:00,182
18-09-18 04:00,175
18-09-18 03:00,277
18-09-18 02:00,316
18-09-18 01:00,315
18-09-18 00:00,290
17-09-18 23:00,267
17-09-18 22:00,288
17-09-18 21:00,286
17-09-18 20:00,149
17-09-18 19:00,205
17-09-18 18:00,193
17-09-18 17:00,128
17-09-18 16:00,41
17-09-18 15:00,307
17-09-18 14:00,271
17-09-18 13:00,216
17-09-18 12:00,357
17-09-18 11:00,72
17-09-18 10:00,88
17-09-18 09:00,152
17-09-18 08:00,173
17-09-18 07:00,175
17-09-18 06:00,180
17-09-18 05:00,186
17-09-18 04:00,187
17-09-18 03:00,185
17-09-18 02:00,150
17-09-18 01:00,206
17-09-18 00:00,107
16-09-18 23:00,199
16-09-18 22:00,316
16-09-18 21:00,147
16-09-18 20:00,87
16-09-18 19:00,170
16-09-18 18:00,188
16-09-18 17:00,158
16-09-18 16:00,133
16-09-18 15:00,133
16-09-18 14:00,208
16-09-18 13:00,202
16-09-18 12:00,116
16-09-18 11:00,116
16-09-18 10:00,93
16-09-18 09:00,60
16-09-18 08:00,148
16-09-18 07:00,137
16-09-18 06:00,145
16-09-18 05:00,164
16-09-18 04:00,160
16-09-18 03:00,137
16-09-18 02:00,126
16-09-18 01:00,162
16-09-18 00:00,159
15-09-18 23:00,151
15-09-18 22:00,215
15-09-18 21:00,12
15-09-18 20:00,259
15-09-18 19:00,193
15-09-18 18:00,206
15-09-18 17:00,226
15-09-18 16:00,232
15-09-18 15:00,269
15-09-18 14:00,295
15-09-18 13:00,304
15-09-18 12:00,279
15-09-18 11:00,298
15-09-18 10:00,315
15-09-18 09:00,295
15-09-18 08:00,356
15-09-18 07:00,104
15-09-18 06:00,161
15-09-18 05:00,202
15-09-18 04:00,199
15-09-18 03:00,160
15-09-18 02:00,155
15-09-18 01:00,170
15-09-18 00:00,190
14-09-18 23:00,159
14-09-18 22:00,189
14-09-18 21:00,178
14-09-18 20:00,210
14-09-18 19:00,183
14-09-18 18:00,157
14-09-18 17:00,125
14-09-18 16:00,111
14-09-18 15:00,22
14-09-18 14:00,355
14-09-18 13:00,126
14-09-18 12:00,40
14-09-18 11:00,318
14-09-18 10:00,310
14-09-18 09:00,321
14-09-18 08:00,326
14-09-18 07:00,323
14-09-18 06:00,324
14-09-18 05:00,321
14-09-18 04:00,309
14-09-18 03:00,320
14-09-18 02:00,310
14-09-18 01:00,299
14-09-18 00:00,309
13-09-18 23:00,316
13-09-18 22:00,328
13-09-18 21:00,303
13-09-18 20:00,329
13-09-18 19:00,277
13-09-18 18:00,309
13-09-18 17:00,301
13-09-18 16:00,326
13-09-18 15:00,250
13-09-18 14:00,248
13-09-18 13:00,25
13-09-18 12:00,355
13-09-18 11:00,348
13-09-18 10:00,357
13-09-18 09:00,355
13-09-18 08:00,121
13-09-18 07:00,3
13-09-18 06:00,338
13-09-18 05:00,347
13-09-18 04:00,340
13-09-18 03:00,312
13-09-18 02:00,322
13-09-18 01:00,326
13-09-18 00:00,299
12-09-18 23:00,316
12-09-18 22:00,313
12-09-18 21:00,343
12-09-18 20:00,204
12-09-18 19:00,198
12-09-18 18:00,321
12-09-18 17:00,312
12-09-18 16:00,311
12-09-18 15:00,277
