Datum Zeit,Schkeuditz WINDRI
,GRAD
01-10-18 00:00,
30-09-18 23:00,
30-09-18 22:00,
30-09-18 21:00,
30-09-18 20:00,
30-09-18 19:00,
30-09-18 18:00,
30-09-18 17:00,
30-09-18 16:00,
30-09-18 15:00,
30-09-18 14:00,
30-09-18 13:00,
30-09-18 12:00,
30-09-18 11:00,
30-09-18 10:00,
30-09-18 09:00,
30-09-18 08:00,
30-09-18 07:00,
30-09-18 06:00,
30-09-18 05:00,
30-09-18 04:00,
30-09-18 03:00,
30-09-18 02:00,
30-09-18 01:00,
30-09-18 00:00,
29-09-18 23:00,
29-09-18 22:00,
29-09-18 21:00,
29-09-18 20:00,
29-09-18 19:00,
29-09-18 18:00,
29-09-18 17:00,
29-09-18 16:00,
29-09-18 15:00,
29-09-18 14:00,
29-09-18 13:00,
29-09-18 12:00,
29-09-18 11:00,
29-09-18 10:00,
29-09-18 09:00,
29-09-18 08:00,
29-09-18 07:00,
29-09-18 06:00,
29-09-18 05:00,
29-09-18 04:00,
29-09-18 03:00,
29-09-18 02:00,
29-09-18 01:00,
29-09-18 00:00,
28-09-18 23:00,
28-09-18 22:00,
28-09-18 21:00,
28-09-18 20:00,
28-09-18 19:00,
28-09-18 18:00,
28-09-18 17:00,
28-09-18 16:00,
28-09-18 15:00,
28-09-18 14:00,
28-09-18 13:00,
28-09-18 12:00,
28-09-18 11:00,
28-09-18 10:00,320
28-09-18 09:00,267
28-09-18 08:00,253
28-09-18 07:00,251
28-09-18 06:00,225
28-09-18 05:00,207
28-09-18 04:00,233
28-09-18 03:00,209
28-09-18 02:00,212
28-09-18 01:00,213
28-09-18 00:00,206
27-09-18 23:00,202
27-09-18 22:00,218
27-09-18 21:00,208
27-09-18 20:00,152
27-09-18 19:00,141
27-09-18 18:00,192
27-09-18 17:00,201
27-09-18 16:00,207
27-09-18 15:00,199
27-09-18 14:00,194
27-09-18 13:00,214
27-09-18 12:00,234
27-09-18 11:00,247
27-09-18 10:00,247
27-09-18 09:00,232
27-09-18 08:00,219
27-09-18 07:00,218
27-09-18 06:00,209
27-09-18 05:00,198
27-09-18 04:00,220
27-09-18 03:00,219
27-09-18 02:00,223
27-09-18 01:00,206
27-09-18 00:00,193
26-09-18 23:00,207
26-09-18 22:00,230
26-09-18 21:00,226
26-09-18 20:00,222
26-09-18 19:00,224
26-09-18 18:00,234
26-09-18 17:00,236
26-09-18 16:00,239
26-09-18 15:00,242
26-09-18 14:00,239
26-09-18 13:00,224
26-09-18 12:00,223
26-09-18 11:00,223
26-09-18 10:00,211
26-09-18 09:00,201
26-09-18 08:00,158
26-09-18 07:00,152
26-09-18 06:00,147
26-09-18 05:00,126
26-09-18 04:00,125
26-09-18 03:00,124
26-09-18 02:00,150
26-09-18 01:00,151
26-09-18 00:00,141
25-09-18 23:00,162
25-09-18 22:00,245
25-09-18 21:00,168
25-09-18 20:00,170
25-09-18 19:00,305
25-09-18 18:00,314
25-09-18 17:00,309
25-09-18 16:00,309
25-09-18 15:00,313
25-09-18 14:00,303
25-09-18 13:00,309
25-09-18 12:00,310
25-09-18 11:00,310
25-09-18 10:00,292
25-09-18 09:00,276
25-09-18 08:00,262
25-09-18 07:00,257
25-09-18 06:00,258
25-09-18 05:00,257
25-09-18 04:00,270
25-09-18 03:00,273
25-09-18 02:00,275
25-09-18 01:00,277
25-09-18 00:00,266
24-09-18 23:00,274
24-09-18 22:00,276
24-09-18 21:00,281
24-09-18 20:00,278
24-09-18 19:00,272
24-09-18 18:00,266
24-09-18 17:00,269
24-09-18 16:00,272
24-09-18 15:00,274
24-09-18 14:00,277
24-09-18 13:00,296
24-09-18 12:00,287
24-09-18 11:00,284
24-09-18 10:00,280
24-09-18 09:00,272
24-09-18 08:00,274
24-09-18 07:00,267
24-09-18 06:00,263
24-09-18 05:00,258
24-09-18 04:00,252
24-09-18 03:00,262
24-09-18 02:00,272
24-09-18 01:00,277
24-09-18 00:00,283
23-09-18 23:00,296
23-09-18 22:00,315
23-09-18 21:00,329
23-09-18 20:00,332
23-09-18 19:00,338
23-09-18 18:00,21
23-09-18 17:00,29
23-09-18 16:00,51
23-09-18 15:00,46
23-09-18 14:00,114
23-09-18 13:00,124
23-09-18 12:00,133
23-09-18 11:00,151
23-09-18 10:00,162
23-09-18 09:00,193
23-09-18 08:00,190
23-09-18 07:00,185
23-09-18 06:00,203
23-09-18 05:00,211
23-09-18 04:00,233
23-09-18 03:00,232
23-09-18 02:00,235
23-09-18 01:00,240
23-09-18 00:00,241
22-09-18 23:00,246
22-09-18 22:00,247
22-09-18 21:00,250
22-09-18 20:00,236
22-09-18 19:00,234
22-09-18 18:00,241
22-09-18 17:00,244
22-09-18 16:00,252
22-09-18 15:00,246
22-09-18 14:00,242
22-09-18 13:00,239
22-09-18 12:00,243
22-09-18 11:00,247
22-09-18 10:00,250
22-09-18 09:00,240
22-09-18 08:00,233
22-09-18 07:00,231
22-09-18 06:00,232
22-09-18 05:00,231
22-09-18 04:00,235
22-09-18 03:00,239
22-09-18 02:00,233
22-09-18 01:00,228
22-09-18 00:00,228
21-09-18 23:00,237
21-09-18 22:00,245
21-09-18 21:00,239
21-09-18 20:00,239
21-09-18 19:00,251
21-09-18 18:00,277
21-09-18 17:00,302
21-09-18 16:00,245
21-09-18 15:00,239
21-09-18 14:00,224
21-09-18 13:00,222
21-09-18 12:00,218
21-09-18 11:00,183
21-09-18 10:00,175
21-09-18 09:00,169
21-09-18 08:00,167
21-09-18 07:00,165
21-09-18 06:00,167
21-09-18 05:00,160
21-09-18 04:00,159
21-09-18 03:00,155
21-09-18 02:00,172
21-09-18 01:00,162
21-09-18 00:00,122
20-09-18 23:00,110
20-09-18 22:00,135
20-09-18 21:00,132
20-09-18 20:00,183
20-09-18 19:00,177
20-09-18 18:00,233
20-09-18 17:00,241
20-09-18 16:00,233
20-09-18 15:00,224
20-09-18 14:00,209
20-09-18 13:00,221
20-09-18 12:00,200
20-09-18 11:00,189
20-09-18 10:00,160
20-09-18 09:00,159
20-09-18 08:00,177
20-09-18 07:00,128
20-09-18 06:00,107
20-09-18 05:00,193
20-09-18 04:00,199
20-09-18 03:00,194
20-09-18 02:00,204
20-09-18 01:00,167
20-09-18 00:00,146
19-09-18 23:00,178
19-09-18 22:00,200
19-09-18 21:00,182
19-09-18 20:00,168
19-09-18 19:00,216
19-09-18 18:00,228
19-09-18 17:00,229
19-09-18 16:00,226
19-09-18 15:00,213
19-09-18 14:00,211
19-09-18 13:00,183
19-09-18 12:00,169
19-09-18 11:00,145
19-09-18 10:00,155
19-09-18 09:00,180
19-09-18 08:00,212
19-09-18 07:00,240
19-09-18 06:00,218
19-09-18 05:00,247
19-09-18 04:00,258
19-09-18 03:00,264
19-09-18 02:00,230
19-09-18 01:00,165
19-09-18 00:00,163
18-09-18 23:00,151
18-09-18 22:00,186
18-09-18 21:00,143
18-09-18 20:00,138
18-09-18 19:00,189
18-09-18 18:00,216
18-09-18 17:00,216
18-09-18 16:00,221
18-09-18 15:00,204
18-09-18 14:00,223
18-09-18 13:00,214
18-09-18 12:00,212
18-09-18 11:00,187
18-09-18 10:00,159
18-09-18 09:00,157
18-09-18 08:00,142
18-09-18 07:00,138
18-09-18 06:00,130
18-09-18 05:00,135
18-09-18 04:00,121
18-09-18 03:00,130
18-09-18 02:00,123
18-09-18 01:00,115
18-09-18 00:00,92
17-09-18 23:00,76
17-09-18 22:00,70
17-09-18 21:00,65
17-09-18 20:00,56
17-09-18 19:00,67
17-09-18 18:00,83
17-09-18 17:00,210
17-09-18 16:00,252
17-09-18 15:00,266
17-09-18 14:00,246
17-09-18 13:00,240
17-09-18 12:00,215
17-09-18 11:00,230
17-09-18 10:00,209
17-09-18 09:00,195
17-09-18 08:00,178
17-09-18 07:00,163
17-09-18 06:00,162
17-09-18 05:00,158
17-09-18 04:00,160
17-09-18 03:00,164
17-09-18 02:00,134
17-09-18 01:00,103
17-09-18 00:00,252
16-09-18 23:00,103
16-09-18 22:00,89
16-09-18 21:00,73
16-09-18 20:00,70
16-09-18 19:00,69
16-09-18 18:00,74
16-09-18 17:00,178
16-09-18 16:00,151
16-09-18 15:00,152
16-09-18 14:00,163
16-09-18 13:00,163
16-09-18 12:00,186
16-09-18 11:00,144
16-09-18 10:00,148
16-09-18 09:00,158
16-09-18 08:00,184
16-09-18 07:00,149
16-09-18 06:00,137
16-09-18 05:00,143
16-09-18 04:00,130
16-09-18 03:00,182
16-09-18 02:00,138
16-09-18 01:00,213
16-09-18 00:00,212
15-09-18 23:00,270
15-09-18 22:00,158
15-09-18 21:00,291
15-09-18 20:00,305
15-09-18 19:00,274
15-09-18 18:00,243
15-09-18 17:00,231
15-09-18 16:00,297
15-09-18 15:00,307
15-09-18 14:00,270
15-09-18 13:00,261
15-09-18 12:00,267
15-09-18 11:00,258
15-09-18 10:00,262
15-09-18 09:00,245
15-09-18 08:00,247
15-09-18 07:00,249
15-09-18 06:00,240
15-09-18 05:00,224
15-09-18 04:00,240
15-09-18 03:00,282
15-09-18 02:00,266
15-09-18 01:00,271
15-09-18 00:00,160
14-09-18 23:00,112
14-09-18 22:00,128
14-09-18 21:00,109
14-09-18 20:00,125
14-09-18 19:00,115
14-09-18 18:00,116
14-09-18 17:00,152
14-09-18 16:00,93
14-09-18 15:00,135
14-09-18 14:00,154
14-09-18 13:00,191
14-09-18 12:00,212
14-09-18 11:00,218
14-09-18 10:00,330
14-09-18 09:00,332
14-09-18 08:00,333
14-09-18 07:00,347
14-09-18 06:00,334
14-09-18 05:00,350
14-09-18 04:00,327
14-09-18 03:00,330
14-09-18 02:00,336
14-09-18 01:00,358
14-09-18 00:00,353
13-09-18 23:00,351
13-09-18 22:00,346
13-09-18 21:00,345
13-09-18 20:00,9
13-09-18 19:00,13
13-09-18 18:00,27
13-09-18 17:00,25
13-09-18 16:00,26
13-09-18 15:00,12
13-09-18 14:00,13
13-09-18 13:00,40
13-09-18 12:00,62
13-09-18 11:00,43
13-09-18 10:00,54
13-09-18 09:00,59
13-09-18 08:00,77
13-09-18 07:00,57
13-09-18 06:00,36
13-09-18 05:00,27
13-09-18 04:00,4
13-09-18 03:00,359
13-09-18 02:00,343
13-09-18 01:00,329
13-09-18 00:00,325
12-09-18 23:00,337
12-09-18 22:00,335
12-09-18 21:00,335
12-09-18 20:00,339
12-09-18 19:00,328
12-09-18 18:00,302
12-09-18 17:00,263
12-09-18 16:00,251
12-09-18 15:00,250
12-09-18 14:00,237
12-09-18 13:00,244
12-09-18 12:00,250
12-09-18 11:00,249
12-09-18 10:00,235
