Datum Zeit,Zittau-Ost FEUCHT
27-09-18 09:00,53.8
27-09-18 08:00,55.0
27-09-18 07:00,55.2
27-09-18 06:00,53.0
27-09-18 05:00,52.3
27-09-18 04:00,50.2
27-09-18 03:00,49.1
27-09-18 02:00,50.2
27-09-18 01:00,49.4
27-09-18 00:00,49.4
26-09-18 23:00,49.4
26-09-18 22:00,51.0
26-09-18 21:00,52.6
26-09-18 20:00,50.4
26-09-18 19:00,49.2
26-09-18 18:00,44.2
26-09-18 17:00,43.3
26-09-18 16:00,41.3
26-09-18 15:00,38.0
26-09-18 14:00,37.3
26-09-18 13:00,40.9
26-09-18 12:00,45.5
26-09-18 11:00,53.3
26-09-18 10:00,56.8
26-09-18 09:00,63.8
26-09-18 08:00,80.7
26-09-18 07:00,89.9
26-09-18 06:00,88.5
26-09-18 05:00,87.4
26-09-18 04:00,87.3
26-09-18 03:00,86.3
26-09-18 02:00,86.6
26-09-18 01:00,87.2
26-09-18 00:00,86.0
25-09-18 23:00,86.6
25-09-18 22:00,84.9
25-09-18 21:00,81.3
25-09-18 20:00,69.8
25-09-18 19:00,55.5
25-09-18 18:00,46.4
25-09-18 17:00,46.9
25-09-18 16:00,44.5
25-09-18 15:00,45.7
25-09-18 14:00,44.3
25-09-18 13:00,50.7
25-09-18 12:00,56.0
25-09-18 11:00,66.1
25-09-18 10:00,70.7
25-09-18 09:00,75.8
25-09-18 08:00,79.3
25-09-18 07:00,79.7
25-09-18 06:00,79.2
25-09-18 05:00,79.0
25-09-18 04:00,77.9
25-09-18 03:00,78.0
25-09-18 02:00,76.6
25-09-18 01:00,76.3
25-09-18 00:00,75.3
24-09-18 23:00,74.8
24-09-18 22:00,76.5
24-09-18 21:00,75.0
24-09-18 20:00,72.4
24-09-18 19:00,72.7
24-09-18 18:00,61.4
24-09-18 17:00,51.0
24-09-18 16:00,49.9
24-09-18 15:00,52.4
24-09-18 14:00,73.2
24-09-18 13:00,57.8
24-09-18 12:00,71.2
24-09-18 11:00,63.9
24-09-18 10:00,69.0
24-09-18 09:00,74.7
24-09-18 08:00,79.3
24-09-18 07:00,80.0
24-09-18 06:00,80.7
24-09-18 05:00,82.1
24-09-18 04:00,83.2
24-09-18 03:00,85.5
24-09-18 02:00,89.2
24-09-18 01:00,91.2
24-09-18 00:00,91.7
23-09-18 23:00,92.3
23-09-18 22:00,93.9
23-09-18 21:00,96.2
23-09-18 20:00,96.1
23-09-18 19:00,92.0
23-09-18 18:00,88.8
23-09-18 17:00,88.4
23-09-18 16:00,86.6
23-09-18 15:00,83.0
23-09-18 14:00,81.7
23-09-18 13:00,76.3
23-09-18 12:00,71.6
23-09-18 11:00,69.2
23-09-18 10:00,67.3
23-09-18 09:00,67.9
23-09-18 08:00,70.3
23-09-18 07:00,70.6
23-09-18 06:00,70.8
23-09-18 05:00,69.9
23-09-18 04:00,67.4
23-09-18 03:00,65.1
23-09-18 02:00,64.4
23-09-18 01:00,62.8
23-09-18 00:00,62.1
22-09-18 23:00,71.2
22-09-18 22:00,71.3
22-09-18 21:00,69.7
22-09-18 20:00,66.1
22-09-18 19:00,63.3
22-09-18 18:00,53.1
22-09-18 17:00,48.8
22-09-18 16:00,48.0
22-09-18 15:00,46.3
22-09-18 14:00,47.5
22-09-18 13:00,49.9
22-09-18 12:00,55.0
22-09-18 11:00,57.8
22-09-18 10:00,60.5
22-09-18 09:00,64.5
22-09-18 08:00,70.6
22-09-18 07:00,80.4
22-09-18 06:00,81.2
22-09-18 05:00,76.0
22-09-18 04:00,74.7
22-09-18 03:00,75.8
22-09-18 02:00,80.1
22-09-18 01:00,82.0
22-09-18 00:00,85.3
21-09-18 23:00,87.0
21-09-18 22:00,86.2
21-09-18 21:00,88.0
21-09-18 20:00,92.5
21-09-18 19:00,55.3
21-09-18 18:00,39.8
21-09-18 17:00,37.8
21-09-18 16:00,34.2
21-09-18 15:00,35.1
21-09-18 14:00,38.3
21-09-18 13:00,43.0
21-09-18 12:00,47.7
21-09-18 11:00,52.1
21-09-18 10:00,55.7
21-09-18 09:00,59.9
21-09-18 08:00,62.5
21-09-18 07:00,65.1
21-09-18 06:00,66.2
21-09-18 05:00,72.1
21-09-18 04:00,63.5
21-09-18 03:00,60.9
21-09-18 02:00,56.6
21-09-18 01:00,56.5
21-09-18 00:00,60.2
20-09-18 23:00,68.9
20-09-18 22:00,68.1
20-09-18 21:00,67.8
20-09-18 20:00,62.2
20-09-18 19:00,52.1
20-09-18 18:00,40.7
20-09-18 17:00,37.7
20-09-18 16:00,37.1
20-09-18 15:00,37.4
20-09-18 14:00,39.8
20-09-18 13:00,42.2
20-09-18 12:00,45.7
20-09-18 11:00,52.9
20-09-18 10:00,58.2
20-09-18 09:00,63.5
20-09-18 08:00,73.0
20-09-18 07:00,81.2
20-09-18 06:00,88.2
20-09-18 05:00,86.9
20-09-18 04:00,86.2
20-09-18 03:00,85.8
20-09-18 02:00,85.7
20-09-18 01:00,84.3
20-09-18 00:00,82.3
19-09-18 23:00,82.1
19-09-18 22:00,80.4
19-09-18 21:00,76.2
19-09-18 20:00,68.7
19-09-18 19:00,58.4
19-09-18 18:00,43.2
19-09-18 17:00,38.2
19-09-18 16:00,40.3
19-09-18 15:00,40.1
19-09-18 14:00,42.1
19-09-18 13:00,44.3
19-09-18 12:00,49.5
19-09-18 11:00,53.9
19-09-18 10:00,55.9
19-09-18 09:00,55.6
19-09-18 08:00,58.4
19-09-18 07:00,62.3
19-09-18 06:00,63.7
19-09-18 05:00,69.2
19-09-18 04:00,69.0
19-09-18 03:00,61.4
19-09-18 02:00,58.5
19-09-18 01:00,58.7
19-09-18 00:00,57.2
18-09-18 23:00,56.9
18-09-18 22:00,72.6
18-09-18 21:00,72.1
18-09-18 20:00,65.5
18-09-18 19:00,54.5
18-09-18 18:00,39.8
18-09-18 17:00,39.1
18-09-18 16:00,41.7
18-09-18 15:00,42.7
18-09-18 14:00,43.8
18-09-18 13:00,46.0
18-09-18 12:00,49.0
18-09-18 11:00,55.6
18-09-18 10:00,61.3
18-09-18 09:00,72.7
18-09-18 08:00,78.6
18-09-18 07:00,83.2
18-09-18 06:00,85.5
18-09-18 05:00,86.1
18-09-18 04:00,84.3
18-09-18 03:00,85.0
18-09-18 02:00,85.8
18-09-18 01:00,84.9
18-09-18 00:00,84.8
17-09-18 23:00,82.8
17-09-18 22:00,79.9
17-09-18 21:00,74.5
17-09-18 20:00,66.5
17-09-18 19:00,58.3
17-09-18 18:00,40.9
17-09-18 17:00,35.3
17-09-18 16:00,35.3
17-09-18 15:00,35.7
17-09-18 14:00,39.6
17-09-18 13:00,43.1
17-09-18 12:00,48.5
17-09-18 11:00,55.4
17-09-18 10:00,58.3
17-09-18 09:00,63.0
17-09-18 08:00,80.5
17-09-18 07:00,87.6
17-09-18 06:00,88.4
17-09-18 05:00,87.2
17-09-18 04:00,86.5
17-09-18 03:00,85.5
17-09-18 02:00,84.4
17-09-18 01:00,82.5
17-09-18 00:00,81.2
16-09-18 23:00,79.6
16-09-18 22:00,74.8
16-09-18 21:00,72.4
16-09-18 20:00,64.1
16-09-18 19:00,51.8
16-09-18 18:00,38.2
16-09-18 17:00,35.0
16-09-18 16:00,35.7
16-09-18 15:00,34.7
16-09-18 14:00,35.5
16-09-18 13:00,36.3
16-09-18 12:00,40.6
16-09-18 11:00,49.0
16-09-18 10:00,61.6
16-09-18 09:00,74.1
16-09-18 08:00,82.9
16-09-18 07:00,88.7
16-09-18 06:00,88.3
16-09-18 05:00,87.7
16-09-18 04:00,86.9
16-09-18 03:00,86.6
16-09-18 02:00,85.2
16-09-18 01:00,85.2
16-09-18 00:00,84.8
15-09-18 23:00,84.6
15-09-18 22:00,83.6
15-09-18 21:00,79.4
15-09-18 20:00,70.5
15-09-18 19:00,56.5
15-09-18 18:00,44.5
15-09-18 17:00,42.3
15-09-18 16:00,44.0
15-09-18 15:00,46.2
15-09-18 14:00,49.9
15-09-18 13:00,50.8
15-09-18 12:00,54.2
15-09-18 11:00,58.5
15-09-18 10:00,65.1
15-09-18 09:00,77.2
15-09-18 08:00,90.7
15-09-18 07:00,93.0
15-09-18 06:00,91.7
15-09-18 05:00,90.8
15-09-18 04:00,91.7
15-09-18 03:00,92.7
15-09-18 02:00,91.2
15-09-18 01:00,92.0
15-09-18 00:00,92.4
14-09-18 23:00,91.6
14-09-18 22:00,91.0
14-09-18 21:00,90.1
14-09-18 20:00,86.7
14-09-18 19:00,84.7
14-09-18 18:00,82.9
14-09-18 17:00,81.3
14-09-18 16:00,81.4
14-09-18 15:00,85.0
14-09-18 14:00,83.6
14-09-18 13:00,87.1
14-09-18 12:00,87.1
14-09-18 11:00,86.9
14-09-18 10:00,88.5
14-09-18 09:00,89.6
14-09-18 08:00,88.6
14-09-18 07:00,89.7
14-09-18 06:00,89.9
14-09-18 05:00,90.5
14-09-18 04:00,90.6
14-09-18 03:00,89.7
14-09-18 02:00,88.3
14-09-18 01:00,88.2
14-09-18 00:00,87.9
13-09-18 23:00,88.9
13-09-18 22:00,89.3
13-09-18 21:00,89.3
13-09-18 20:00,90.1
13-09-18 19:00,90.0
13-09-18 18:00,88.4
13-09-18 17:00,87.5
13-09-18 16:00,80.1
13-09-18 15:00,72.4
13-09-18 14:00,72.9
13-09-18 13:00,72.4
13-09-18 12:00,75.6
13-09-18 11:00,81.0
13-09-18 10:00,82.0
13-09-18 09:00,82.5
13-09-18 08:00,84.1
13-09-18 07:00,83.8
13-09-18 06:00,82.6
13-09-18 05:00,82.7
13-09-18 04:00,81.0
13-09-18 03:00,79.0
13-09-18 02:00,76.8
13-09-18 01:00,72.8
13-09-18 00:00,69.7
12-09-18 23:00,65.4
12-09-18 22:00,69.7
12-09-18 21:00,64.0
12-09-18 20:00,52.8
12-09-18 19:00,37.4
12-09-18 18:00,29.0
12-09-18 17:00,28.1
12-09-18 16:00,30.4
12-09-18 15:00,31.1
12-09-18 14:00,31.8
12-09-18 13:00,32.2
12-09-18 12:00,35.7
12-09-18 11:00,41.7
12-09-18 10:00,46.3
12-09-18 09:00,48.8
12-09-18 08:00,59.5
12-09-18 07:00,79.7
12-09-18 06:00,84.9
12-09-18 05:00,83.8
12-09-18 04:00,82.9
12-09-18 03:00,81.3
12-09-18 02:00,79.0
12-09-18 01:00,77.5
12-09-18 00:00,72.9
11-09-18 23:00,69.1
11-09-18 22:00,67.5
11-09-18 21:00,62.1
11-09-18 20:00,51.8
11-09-18 19:00,41.2
11-09-18 18:00,32.2
11-09-18 17:00,30.3
11-09-18 16:00,32.4
11-09-18 15:00,34.3
11-09-18 14:00,36.8
11-09-18 13:00,39.3
11-09-18 12:00,43.0
11-09-18 11:00,50.5
11-09-18 10:00,55.2
11-09-18 09:00,62.6
11-09-18 08:00,71.6
11-09-18 07:00,74.6
11-09-18 06:00,73.7
11-09-18 05:00,72.3
11-09-18 04:00,74.3
11-09-18 03:00,75.2
11-09-18 02:00,72.3
11-09-18 01:00,67.2
11-09-18 00:00,66.0
10-09-18 23:00,65.8
10-09-18 22:00,67.1
10-09-18 21:00,64.8
10-09-18 20:00,55.5
10-09-18 19:00,44.2
10-09-18 18:00,40.5
10-09-18 17:00,35.5
10-09-18 16:00,34.8
10-09-18 15:00,35.3
10-09-18 14:00,35.2
10-09-18 13:00,32.6
10-09-18 12:00,32.3
10-09-18 11:00,40.6
10-09-18 10:00,49.0
10-09-18 09:00,64.7
10-09-18 08:00,77.8
10-09-18 07:00,86.4
10-09-18 06:00,87.6
10-09-18 05:00,88.7
10-09-18 04:00,89.8
10-09-18 03:00,87.0
10-09-18 02:00,83.6
10-09-18 01:00,78.5
10-09-18 00:00,81.0
09-09-18 23:00,81.2
09-09-18 22:00,79.9
09-09-18 21:00,76.0
09-09-18 20:00,71.5
09-09-18 19:00,59.0
09-09-18 18:00,48.0
09-09-18 17:00,40.2
09-09-18 16:00,40.4
09-09-18 15:00,39.2
09-09-18 14:00,37.8
09-09-18 13:00,41.3
09-09-18 12:00,45.2
09-09-18 11:00,52.8
09-09-18 10:00,58.1
09-09-18 09:00,64.6
09-09-18 08:00,78.8
09-09-18 07:00,85.8
09-09-18 06:00,85.8
09-09-18 05:00,85.1
09-09-18 04:00,86.6
09-09-18 03:00,85.5
09-09-18 02:00,84.0
09-09-18 01:00,83.5
09-09-18 00:00,83.4
08-09-18 23:00,82.3
08-09-18 22:00,79.4
08-09-18 21:00,75.2
08-09-18 20:00,62.4
08-09-18 19:00,48.5
08-09-18 18:00,40.6
08-09-18 17:00,38.7
08-09-18 16:00,42.3
08-09-18 15:00,43.3
08-09-18 14:00,44.8
08-09-18 13:00,46.2
08-09-18 12:00,51.9
08-09-18 11:00,61.4
08-09-18 10:00,68.5
08-09-18 09:00,79.5
08-09-18 08:00,88.0
08-09-18 07:00,91.7
08-09-18 06:00,91.2
08-09-18 05:00,90.9
08-09-18 04:00,89.8
08-09-18 03:00,89.0
08-09-18 02:00,88.2
08-09-18 01:00,84.4
08-09-18 00:00,80.7
07-09-18 23:00,81.8
07-09-18 22:00,78.3
07-09-18 21:00,77.8
07-09-18 20:00,74.4
07-09-18 19:00,69.3
07-09-18 18:00,67.5
07-09-18 17:00,63.4
07-09-18 16:00,64.1
07-09-18 15:00,57.4
07-09-18 14:00,59.1
07-09-18 13:00,58.0
07-09-18 12:00,56.9
07-09-18 11:00,55.6
07-09-18 10:00,55.5
07-09-18 09:00,57.8
07-09-18 08:00,63.0
07-09-18 07:00,64.4
07-09-18 06:00,68.7
07-09-18 05:00,68.5
07-09-18 04:00,71.3
07-09-18 03:00,77.0
07-09-18 02:00,79.4
07-09-18 01:00,80.0
07-09-18 00:00,83.6
06-09-18 23:00,80.9
06-09-18 22:00,77.2
06-09-18 21:00,71.1
06-09-18 20:00,65.7
06-09-18 19:00,52.6
06-09-18 18:00,38.8
06-09-18 17:00,34.3
06-09-18 16:00,35.5
06-09-18 15:00,34.5
06-09-18 14:00,35.1
06-09-18 13:00,34.1
06-09-18 12:00,37.0
06-09-18 11:00,47.6
06-09-18 10:00,64.2
06-09-18 09:00,74.5
06-09-18 08:00,82.5
06-09-18 07:00,88.5
06-09-18 06:00,89.1
06-09-18 05:00,89.0
06-09-18 04:00,89.6
06-09-18 03:00,89.5
06-09-18 02:00,89.4
06-09-18 01:00,88.3
06-09-18 00:00,87.6
05-09-18 23:00,86.0
05-09-18 22:00,83.0
05-09-18 21:00,78.0
05-09-18 20:00,67.6
05-09-18 19:00,55.2
05-09-18 18:00,47.0
05-09-18 17:00,43.8
05-09-18 16:00,38.2
05-09-18 15:00,38.4
05-09-18 14:00,39.0
05-09-18 13:00,38.1
05-09-18 12:00,43.1
05-09-18 11:00,54.5
05-09-18 10:00,66.0
05-09-18 09:00,76.1
05-09-18 08:00,85.2
05-09-18 07:00,89.1
05-09-18 06:00,90.0
05-09-18 05:00,90.3
05-09-18 04:00,89.5
05-09-18 03:00,89.0
05-09-18 02:00,88.7
05-09-18 01:00,87.9
05-09-18 00:00,85.6
04-09-18 23:00,83.4
04-09-18 22:00,80.0
04-09-18 21:00,78.8
04-09-18 20:00,70.2
04-09-18 19:00,55.0
04-09-18 18:00,49.1
04-09-18 17:00,46.6
04-09-18 16:00,45.6
04-09-18 15:00,46.2
04-09-18 14:00,50.7
04-09-18 13:00,52.9
04-09-18 12:00,58.9
04-09-18 11:00,71.6
04-09-18 10:00,80.2
04-09-18 09:00,86.2
04-09-18 08:00,91.3
04-09-18 07:00,90.8
04-09-18 06:00,90.5
04-09-18 05:00,90.4
04-09-18 04:00,90.2
04-09-18 03:00,90.3
04-09-18 02:00,90.3
04-09-18 01:00,90.1
04-09-18 00:00,90.7
03-09-18 23:00,90.6
03-09-18 22:00,90.1
03-09-18 21:00,87.8
03-09-18 20:00,84.9
03-09-18 19:00,77.0
03-09-18 18:00,68.3
03-09-18 17:00,69.4
03-09-18 16:00,71.7
03-09-18 15:00,78.0
03-09-18 14:00,57.8
03-09-18 13:00,58.5
03-09-18 12:00,57.3
03-09-18 11:00,64.6
03-09-18 10:00,73.9
03-09-18 09:00,80.8
03-09-18 08:00,87.6
03-09-18 07:00,92.4
03-09-18 06:00,92.8
03-09-18 05:00,91.3
03-09-18 04:00,91.0
03-09-18 03:00,91.3
03-09-18 02:00,90.5
03-09-18 01:00,90.6
03-09-18 00:00,90.0
02-09-18 23:00,89.3
02-09-18 22:00,87.2
02-09-18 21:00,85.0
02-09-18 20:00,80.5
02-09-18 19:00,75.4
02-09-18 18:00,70.1
02-09-18 17:00,73.2
02-09-18 16:00,74.9
02-09-18 15:00,77.0
02-09-18 14:00,77.7
02-09-18 13:00,82.1
02-09-18 12:00,82.6
02-09-18 11:00,85.7
02-09-18 10:00,90.2
02-09-18 09:00,91.0
02-09-18 08:00,92.1
02-09-18 07:00,92.3
02-09-18 06:00,93.0
02-09-18 05:00,93.1
02-09-18 04:00,92.4
02-09-18 03:00,92.6
02-09-18 02:00,93.1
02-09-18 01:00,92.9
02-09-18 00:00,93.5
01-09-18 23:00,94.3
01-09-18 22:00,94.3
01-09-18 21:00,93.8
01-09-18 20:00,93.7
01-09-18 19:00,91.6
01-09-18 18:00,90.5
01-09-18 17:00,88.6
01-09-18 16:00,87.6
01-09-18 15:00,86.6
01-09-18 14:00,87.2
01-09-18 13:00,87.7
01-09-18 12:00,86.6
01-09-18 11:00,87.9
01-09-18 10:00,87.8
01-09-18 09:00,86.8
01-09-18 08:00,83.2
01-09-18 07:00,73.9
01-09-18 06:00,72.2
01-09-18 05:00,78.8
01-09-18 04:00,77.7
01-09-18 03:00,79.6
01-09-18 02:00,78.7
01-09-18 01:00,75.4

