Datum Zeit,Niesky FEUCHT
27-09-18 00:00,40.4
26-09-18 23:00,41.8
26-09-18 22:00,57.2
26-09-18 21:00,52.0
26-09-18 20:00,52.2
26-09-18 19:00,51.2
26-09-18 18:00,46.7
26-09-18 17:00,37.8
26-09-18 16:00,34.7
26-09-18 15:00,36.4
26-09-18 14:00,39.1
26-09-18 13:00,37.8
26-09-18 12:00,39.4
26-09-18 11:00,42.5
26-09-18 10:00,47.8
26-09-18 09:00,52.0
26-09-18 08:00,62.4
26-09-18 07:00,74.4
26-09-18 06:00,78.8
26-09-18 05:00,84.0
26-09-18 04:00,81.8
26-09-18 03:00,80.9
26-09-18 02:00,81.4
26-09-18 01:00,88.9
26-09-18 00:00,91.7
25-09-18 23:00,89.4
25-09-18 22:00,88.0
25-09-18 21:00,85.4
25-09-18 20:00,79.3
25-09-18 19:00,67.2
25-09-18 18:00,51.9
25-09-18 17:00,39.8
25-09-18 16:00,42.0
25-09-18 15:00,42.8
25-09-18 14:00,46.8
25-09-18 13:00,49.2
25-09-18 12:00,58.1
25-09-18 11:00,68.9
25-09-18 10:00,73.1
25-09-18 09:00,75.8
25-09-18 08:00,87.1
25-09-18 07:00,93.2
25-09-18 06:00,92.7
25-09-18 05:00,91.3
25-09-18 04:00,89.8
25-09-18 03:00,88.4
25-09-18 02:00,86.6
25-09-18 01:00,84.3
25-09-18 00:00,83.6
24-09-18 23:00,83.2
24-09-18 22:00,80.9
24-09-18 21:00,77.3
24-09-18 20:00,73.2
24-09-18 19:00,81.0
24-09-18 18:00,79.6
24-09-18 17:00,75.3
24-09-18 16:00,55.8
24-09-18 15:00,50.6
24-09-18 14:00,58.0
24-09-18 13:00,57.4
24-09-18 12:00,58.4
24-09-18 11:00,63.7
24-09-18 10:00,70.5
24-09-18 09:00,77.8
24-09-18 08:00,83.6
24-09-18 07:00,87.2
24-09-18 06:00,89.5
24-09-18 05:00,91.7
24-09-18 04:00,94.3
24-09-18 03:00,96.1
24-09-18 02:00,97.9
24-09-18 01:00,97.8
24-09-18 00:00,97.9
23-09-18 23:00,98.2
23-09-18 22:00,98.6
23-09-18 21:00,99.6
23-09-18 20:00,99.2
23-09-18 19:00,99.3
23-09-18 18:00,97.4
23-09-18 17:00,95.8
23-09-18 16:00,91.2
23-09-18 15:00,85.8
23-09-18 14:00,73.5
23-09-18 13:00,69.7
23-09-18 12:00,65.7
23-09-18 11:00,65.0
23-09-18 10:00,64.1
23-09-18 09:00,66.2
23-09-18 08:00,69.6
23-09-18 07:00,70.9
23-09-18 06:00,69.0
23-09-18 05:00,67.3
23-09-18 04:00,67.8
23-09-18 03:00,67.1
23-09-18 02:00,62.7
23-09-18 01:00,57.9
23-09-18 00:00,54.6
22-09-18 23:00,56.3
22-09-18 22:00,62.0
22-09-18 21:00,59.6
22-09-18 20:00,58.1
22-09-18 19:00,55.5
22-09-18 18:00,50.7
22-09-18 17:00,47.0
22-09-18 16:00,47.1
22-09-18 15:00,46.9
22-09-18 14:00,47.5
22-09-18 13:00,50.7
22-09-18 12:00,51.1
22-09-18 11:00,54.1
22-09-18 10:00,56.1
22-09-18 09:00,58.7
22-09-18 08:00,63.1
22-09-18 07:00,65.8
22-09-18 06:00,67.7
22-09-18 05:00,68.9
22-09-18 04:00,71.6
22-09-18 03:00,79.5
22-09-18 02:00,84.9
22-09-18 01:00,86.3
22-09-18 00:00,90.4
21-09-18 23:00,91.3
21-09-18 22:00,92.6
21-09-18 21:00,89.2
21-09-18 20:00,92.3
21-09-18 19:00,89.6
21-09-18 18:00,46.9
21-09-18 17:00,35.1
21-09-18 16:00,34.4
21-09-18 15:00,35.1
21-09-18 14:00,39.5
21-09-18 13:00,38.7
21-09-18 12:00,42.7
21-09-18 11:00,45.8
21-09-18 10:00,49.0
21-09-18 09:00,52.3
21-09-18 08:00,58.2
21-09-18 07:00,65.3
21-09-18 06:00,66.1
21-09-18 05:00,64.8
21-09-18 04:00,63.6
21-09-18 03:00,63.2
21-09-18 02:00,63.2
21-09-18 01:00,62.1
21-09-18 00:00,60.5
20-09-18 23:00,59.3
20-09-18 22:00,59.7
20-09-18 21:00,58.0
20-09-18 20:00,57.5
20-09-18 19:00,53.9
20-09-18 18:00,42.2
20-09-18 17:00,37.2
20-09-18 16:00,37.5
20-09-18 15:00,36.3
20-09-18 14:00,34.6
20-09-18 13:00,35.0
20-09-18 12:00,37.9
20-09-18 11:00,40.7
20-09-18 10:00,43.3
20-09-18 09:00,48.7
20-09-18 08:00,58.0
20-09-18 07:00,69.2
20-09-18 06:00,70.3
20-09-18 05:00,69.8
20-09-18 04:00,71.9
20-09-18 03:00,67.8
20-09-18 02:00,65.8
20-09-18 01:00,63.9
20-09-18 00:00,65.3
19-09-18 23:00,68.2
19-09-18 22:00,70.7
19-09-18 21:00,76.1
19-09-18 20:00,71.1
19-09-18 19:00,69.5
19-09-18 18:00,42.4
19-09-18 17:00,33.2
19-09-18 16:00,36.1
19-09-18 15:00,41.8
19-09-18 14:00,44.5
19-09-18 13:00,43.8
19-09-18 12:00,45.2
19-09-18 11:00,50.7
19-09-18 10:00,50.5
19-09-18 09:00,50.0
19-09-18 08:00,55.4
19-09-18 07:00,62.3
19-09-18 06:00,62.7
19-09-18 05:00,62.5
19-09-18 04:00,61.5
19-09-18 03:00,61.8
19-09-18 02:00,60.4
19-09-18 01:00,61.7
19-09-18 00:00,60.2
18-09-18 23:00,60.4
18-09-18 22:00,66.8
18-09-18 21:00,67.6
18-09-18 20:00,62.7
18-09-18 19:00,48.2
18-09-18 18:00,35.0
18-09-18 17:00,31.3
18-09-18 16:00,38.0
18-09-18 15:00,40.2
18-09-18 14:00,42.7
18-09-18 13:00,43.1
18-09-18 12:00,43.8
18-09-18 11:00,48.0
18-09-18 10:00,50.9
18-09-18 09:00,54.7
18-09-18 08:00,68.2
18-09-18 07:00,74.4
18-09-18 06:00,74.9
18-09-18 05:00,72.9
18-09-18 04:00,68.7
18-09-18 03:00,65.8
18-09-18 02:00,73.1
18-09-18 01:00,72.0
18-09-18 00:00,73.9
17-09-18 23:00,70.3
17-09-18 22:00,72.4
17-09-18 21:00,75.0
17-09-18 20:00,71.7
17-09-18 19:00,62.8
17-09-18 18:00,41.5
17-09-18 17:00,30.3
17-09-18 16:00,31.4
17-09-18 15:00,32.0
17-09-18 14:00,34.0
17-09-18 13:00,32.3
17-09-18 12:00,33.8
17-09-18 11:00,38.4
17-09-18 10:00,43.2
17-09-18 09:00,46.5
17-09-18 08:00,60.2
17-09-18 07:00,70.8
17-09-18 06:00,70.6
17-09-18 05:00,66.8
17-09-18 04:00,65.4
17-09-18 03:00,63.5
17-09-18 02:00,71.8
17-09-18 01:00,71.0
17-09-18 00:00,73.3
16-09-18 23:00,70.4
16-09-18 22:00,70.0
16-09-18 21:00,72.1
16-09-18 20:00,68.8
16-09-18 19:00,63.0
16-09-18 18:00,42.8
16-09-18 17:00,35.3
16-09-18 16:00,37.5
16-09-18 15:00,40.9
16-09-18 14:00,44.8
16-09-18 13:00,42.7
16-09-18 12:00,42.1
16-09-18 11:00,45.1
16-09-18 10:00,48.2
16-09-18 09:00,53.7
16-09-18 08:00,73.2
16-09-18 07:00,87.4
16-09-18 06:00,91.7
16-09-18 05:00,91.6
16-09-18 04:00,90.9
16-09-18 03:00,88.5
16-09-18 02:00,89.2
16-09-18 01:00,87.1
16-09-18 00:00,87.3
15-09-18 23:00,85.6
15-09-18 22:00,82.1
15-09-18 21:00,77.4
15-09-18 20:00,69.0
15-09-18 19:00,58.3
15-09-18 18:00,47.7
15-09-18 17:00,44.1
15-09-18 16:00,42.2
15-09-18 15:00,42.4
15-09-18 14:00,45.8
15-09-18 13:00,48.0
15-09-18 12:00,52.5
15-09-18 11:00,56.8
15-09-18 10:00,68.7
15-09-18 09:00,75.9
15-09-18 08:00,82.1
15-09-18 07:00,90.4
15-09-18 06:00,93.0
15-09-18 05:00,90.5
15-09-18 04:00,90.5
15-09-18 03:00,86.8
15-09-18 02:00,89.4
15-09-18 01:00,92.3
15-09-18 00:00,94.6
14-09-18 23:00,94.6
14-09-18 22:00,93.2
14-09-18 21:00,89.9
14-09-18 20:00,90.8
14-09-18 19:00,86.4
14-09-18 18:00,83.3
14-09-18 17:00,82.8
14-09-18 16:00,86.3
14-09-18 15:00,87.2
14-09-18 14:00,88.8
14-09-18 13:00,88.9
14-09-18 12:00,90.6
14-09-18 11:00,87.9
14-09-18 10:00,91.4
14-09-18 09:00,94.7
14-09-18 08:00,96.1
14-09-18 07:00,98.5
14-09-18 06:00,96.9
14-09-18 05:00,94.7
14-09-18 04:00,93.8
14-09-18 03:00,93.4
14-09-18 02:00,95.2
14-09-18 01:00,94.2
14-09-18 00:00,94.3
13-09-18 23:00,93.6
13-09-18 22:00,92.7
13-09-18 21:00,91.2
13-09-18 20:00,90.0
13-09-18 19:00,92.5
13-09-18 18:00,89.6
13-09-18 17:00,87.3
13-09-18 16:00,87.8
13-09-18 15:00,70.9
13-09-18 14:00,66.4
13-09-18 13:00,62.8
13-09-18 12:00,66.4
13-09-18 11:00,67.4
13-09-18 10:00,68.1
13-09-18 09:00,70.6
13-09-18 08:00,77.5
13-09-18 07:00,89.1
13-09-18 06:00,92.1
13-09-18 05:00,91.4
13-09-18 04:00,89.6
13-09-18 03:00,88.6
13-09-18 02:00,86.0
13-09-18 01:00,82.7
13-09-18 00:00,77.7
12-09-18 23:00,69.8
12-09-18 22:00,63.2
12-09-18 21:00,67.2
12-09-18 20:00,62.2
12-09-18 19:00,43.0
12-09-18 18:00,30.6
12-09-18 17:00,26.7
12-09-18 16:00,27.3
12-09-18 15:00,28.7
12-09-18 14:00,29.1
12-09-18 13:00,29.3
12-09-18 12:00,32.8
12-09-18 11:00,34.9
12-09-18 10:00,35.0
12-09-18 09:00,37.2
12-09-18 08:00,47.4
12-09-18 07:00,56.4
12-09-18 06:00,64.1
12-09-18 05:00,64.1
12-09-18 04:00,63.8
12-09-18 03:00,54.2
12-09-18 02:00,49.3
12-09-18 01:00,48.9
12-09-18 00:00,52.1
11-09-18 23:00,58.3
11-09-18 22:00,66.9
11-09-18 21:00,57.6
11-09-18 20:00,40.6
11-09-18 19:00,36.2
11-09-18 18:00,28.0
11-09-18 17:00,29.3
11-09-18 16:00,30.0
11-09-18 15:00,32.1
11-09-18 14:00,35.0
11-09-18 13:00,39.7
11-09-18 12:00,43.4
11-09-18 11:00,46.9
11-09-18 10:00,49.5
11-09-18 09:00,57.2
11-09-18 08:00,62.4
11-09-18 07:00,64.2
11-09-18 06:00,64.0
11-09-18 05:00,62.6
11-09-18 04:00,60.7
11-09-18 03:00,58.5
11-09-18 02:00,53.6
11-09-18 01:00,50.4
11-09-18 00:00,58.9
10-09-18 23:00,63.7
10-09-18 22:00,60.5
10-09-18 21:00,64.4
10-09-18 20:00,64.6
10-09-18 19:00,50.9
10-09-18 18:00,38.8
10-09-18 17:00,33.0
10-09-18 16:00,31.4
10-09-18 15:00,31.1
10-09-18 14:00,32.0
10-09-18 13:00,31.5
10-09-18 12:00,31.8
10-09-18 11:00,34.5
10-09-18 10:00,36.9
10-09-18 09:00,51.5
10-09-18 08:00,71.9
10-09-18 07:00,79.7
10-09-18 06:00,83.6
10-09-18 05:00,84.4
10-09-18 04:00,82.5
10-09-18 03:00,81.1
10-09-18 02:00,78.4
10-09-18 01:00,74.9
10-09-18 00:00,78.2
09-09-18 23:00,75.4
09-09-18 22:00,78.6
09-09-18 21:00,72.9
09-09-18 20:00,63.6
09-09-18 19:00,50.8
09-09-18 18:00,32.9
09-09-18 17:00,31.2
09-09-18 16:00,35.3
09-09-18 15:00,35.7
09-09-18 14:00,36.2
09-09-18 13:00,34.2
09-09-18 12:00,35.2
09-09-18 11:00,43.0
09-09-18 10:00,49.8
09-09-18 09:00,59.3
09-09-18 08:00,72.1
09-09-18 07:00,78.8
09-09-18 06:00,81.8
09-09-18 05:00,83.6
09-09-18 04:00,81.7
09-09-18 03:00,81.8
09-09-18 02:00,82.3
09-09-18 01:00,85.4
09-09-18 00:00,82.4
08-09-18 23:00,78.7
08-09-18 22:00,77.4
08-09-18 21:00,77.6
08-09-18 20:00,69.4
08-09-18 19:00,55.8
08-09-18 18:00,38.6
08-09-18 17:00,35.7
08-09-18 16:00,36.2
08-09-18 15:00,40.2
08-09-18 14:00,43.4
08-09-18 13:00,46.3
08-09-18 12:00,46.3
08-09-18 11:00,48.2
08-09-18 10:00,47.1
08-09-18 09:00,62.3
08-09-18 08:00,86.0
08-09-18 07:00,90.6
08-09-18 06:00,92.4
08-09-18 05:00,91.4
08-09-18 04:00,90.9
08-09-18 03:00,86.0
08-09-18 02:00,82.0
08-09-18 01:00,82.7
08-09-18 00:00,84.0
07-09-18 23:00,85.7
07-09-18 22:00,89.7
07-09-18 21:00,90.4
07-09-18 20:00,89.6
07-09-18 19:00,82.8
07-09-18 18:00,79.5
07-09-18 17:00,81.3
07-09-18 16:00,80.9
07-09-18 15:00,71.1
07-09-18 14:00,69.9
07-09-18 13:00,74.3
07-09-18 12:00,76.4
07-09-18 11:00,80.5
07-09-18 10:00,69.2
07-09-18 09:00,63.1
07-09-18 08:00,72.2
07-09-18 07:00,77.7
07-09-18 06:00,76.7
07-09-18 05:00,75.2
07-09-18 04:00,75.7
07-09-18 03:00,73.9
07-09-18 02:00,73.1
07-09-18 01:00,73.1
07-09-18 00:00,65.3
06-09-18 23:00,62.4
06-09-18 22:00,57.7
06-09-18 21:00,58.3
06-09-18 20:00,54.3
06-09-18 19:00,49.4
06-09-18 18:00,36.8
06-09-18 17:00,32.3
06-09-18 16:00,36.4
06-09-18 15:00,39.8
06-09-18 14:00,40.4
06-09-18 13:00,39.8
06-09-18 12:00,42.8
06-09-18 11:00,46.8
06-09-18 10:00,52.6
06-09-18 09:00,60.0
06-09-18 08:00,78.7
06-09-18 07:00,88.5
06-09-18 06:00,93.1
06-09-18 05:00,91.6
06-09-18 04:00,91.2
06-09-18 03:00,90.0
06-09-18 02:00,90.4
06-09-18 01:00,89.1
06-09-18 00:00,86.3
05-09-18 23:00,82.6
05-09-18 22:00,69.8
05-09-18 21:00,62.6
05-09-18 20:00,65.8
05-09-18 19:00,56.2
05-09-18 18:00,40.6
05-09-18 17:00,42.7
05-09-18 16:00,46.1
05-09-18 15:00,41.2
05-09-18 14:00,43.1
05-09-18 13:00,39.5
05-09-18 12:00,42.1
05-09-18 11:00,47.0
05-09-18 10:00,55.7
05-09-18 09:00,63.1
05-09-18 08:00,82.6
05-09-18 07:00,90.6
05-09-18 06:00,93.4
05-09-18 05:00,93.4
05-09-18 04:00,92.5
05-09-18 03:00,91.9
05-09-18 02:00,90.1
05-09-18 01:00,88.8
05-09-18 00:00,87.6
04-09-18 23:00,85.5
04-09-18 22:00,82.8
04-09-18 21:00,80.2
04-09-18 20:00,73.5
04-09-18 19:00,62.1
04-09-18 18:00,48.7
04-09-18 17:00,41.5
04-09-18 16:00,45.5
04-09-18 15:00,49.2
04-09-18 14:00,53.6
04-09-18 13:00,54.0
04-09-18 12:00,52.2
04-09-18 11:00,56.2
04-09-18 10:00,60.9
04-09-18 09:00,72.5
04-09-18 08:00,
04-09-18 07:00,92.6
04-09-18 06:00,93.3
04-09-18 05:00,93.2
04-09-18 04:00,89.3
04-09-18 03:00,91.2
04-09-18 02:00,89.0
04-09-18 01:00,84.7
04-09-18 00:00,80.5
03-09-18 23:00,72.5
03-09-18 22:00,69.6
03-09-18 21:00,67.1
03-09-18 20:00,69.3
03-09-18 19:00,72.9
03-09-18 18:00,60.4
03-09-18 17:00,56.5
03-09-18 16:00,54.7
03-09-18 15:00,55.4
03-09-18 14:00,49.9
03-09-18 13:00,46.4
03-09-18 12:00,48.4
03-09-18 11:00,52.6
03-09-18 10:00,62.6
03-09-18 09:00,73.0
03-09-18 08:00,79.9
03-09-18 07:00,82.9
03-09-18 06:00,84.3
03-09-18 05:00,84.9
03-09-18 04:00,88.7
03-09-18 03:00,91.3
03-09-18 02:00,96.3
03-09-18 01:00,95.7
03-09-18 00:00,94.7
02-09-18 23:00,93.6
02-09-18 22:00,94.0
02-09-18 21:00,92.9
02-09-18 20:00,89.6
02-09-18 19:00,83.0
02-09-18 18:00,69.2
02-09-18 17:00,67.6
02-09-18 16:00,72.6
02-09-18 15:00,76.0
02-09-18 14:00,79.7
02-09-18 13:00,81.9
02-09-18 12:00,85.3
02-09-18 11:00,90.2
02-09-18 10:00,91.3
02-09-18 09:00,92.1
02-09-18 08:00,93.8
02-09-18 07:00,93.4
02-09-18 06:00,94.3
02-09-18 05:00,94.9
02-09-18 04:00,93.9
02-09-18 03:00,94.7
02-09-18 02:00,92.8
02-09-18 01:00,92.5
02-09-18 00:00,91.9
01-09-18 23:00,93.2
01-09-18 22:00,94.9
01-09-18 21:00,95.8
01-09-18 20:00,96.6
01-09-18 19:00,94.8
01-09-18 18:00,89.6
01-09-18 17:00,85.9
01-09-18 16:00,85.2
01-09-18 15:00,82.6
01-09-18 14:00,80.4
01-09-18 13:00,81.7
01-09-18 12:00,84.3
01-09-18 11:00,84.3
01-09-18 10:00,82.7
01-09-18 09:00,85.1
01-09-18 08:00,80.7
01-09-18 07:00,78.6
01-09-18 06:00,78.5
01-09-18 05:00,77.5
01-09-18 04:00,76.1
01-09-18 03:00,71.9
01-09-18 02:00,68.2
01-09-18 01:00,66.4

