Datum Zeit,Freiberg WINDRI
25-09-18 06:00,301
25-09-18 05:00,301
25-09-18 04:00,299
25-09-18 03:00,311
25-09-18 02:00,312
25-09-18 01:00,310
25-09-18 00:00,309
24-09-18 23:00,311
24-09-18 22:00,309
24-09-18 21:00,305
24-09-18 20:00,298
24-09-18 19:00,304
24-09-18 18:00,306
24-09-18 17:00,306
24-09-18 16:00,307
24-09-18 15:00,315
24-09-18 14:00,313
24-09-18 13:00,313
24-09-18 12:00,310
24-09-18 11:00,311
24-09-18 10:00,311
24-09-18 09:00,310
24-09-18 08:00,309
24-09-18 07:00,309
24-09-18 06:00,307
24-09-18 05:00,309
24-09-18 04:00,309
24-09-18 03:00,306
24-09-18 02:00,306
24-09-18 01:00,316
24-09-18 00:00,321
23-09-18 23:00,328
23-09-18 22:00,332
23-09-18 21:00,331
23-09-18 20:00,323
23-09-18 19:00,162
23-09-18 18:00,337
23-09-18 17:00,156
23-09-18 16:00,157
23-09-18 15:00,150
23-09-18 14:00,145
23-09-18 13:00,139
23-09-18 12:00,140
23-09-18 11:00,149
23-09-18 10:00,151
23-09-18 09:00,158
23-09-18 08:00,177
23-09-18 07:00,198
23-09-18 06:00,195
23-09-18 05:00,199
23-09-18 04:00,191
23-09-18 03:00,198
23-09-18 02:00,207
23-09-18 01:00,280
23-09-18 00:00,295
22-09-18 23:00,215
22-09-18 22:00,211
22-09-18 21:00,202
22-09-18 20:00,195
22-09-18 19:00,201
22-09-18 18:00,211
22-09-18 17:00,242
22-09-18 16:00,248
22-09-18 15:00,292
22-09-18 14:00,285
22-09-18 13:00,293
22-09-18 12:00,300
22-09-18 11:00,294
22-09-18 10:00,289
22-09-18 09:00,256
22-09-18 08:00,226
22-09-18 07:00,210
22-09-18 06:00,209
22-09-18 05:00,208
22-09-18 04:00,203
22-09-18 03:00,201
22-09-18 02:00,200
22-09-18 01:00,215
22-09-18 00:00,247
21-09-18 23:00,263
21-09-18 22:00,215
21-09-18 21:00,208
21-09-18 20:00,269
21-09-18 19:00,304
21-09-18 18:00,297
21-09-18 17:00,182
21-09-18 16:00,196
21-09-18 15:00,192
21-09-18 14:00,205
21-09-18 13:00,207
21-09-18 12:00,189
21-09-18 11:00,180
21-09-18 10:00,164
21-09-18 09:00,164
21-09-18 08:00,163
21-09-18 07:00,150
21-09-18 06:00,148
21-09-18 05:00,145
21-09-18 04:00,147
21-09-18 03:00,144
21-09-18 02:00,148
21-09-18 01:00,149
21-09-18 00:00,150
20-09-18 23:00,150
20-09-18 22:00,144
20-09-18 21:00,142
20-09-18 20:00,143
20-09-18 19:00,155
20-09-18 18:00,200
20-09-18 17:00,207
20-09-18 16:00,202
20-09-18 15:00,186
20-09-18 14:00,223
20-09-18 13:00,248
20-09-18 12:00,201
20-09-18 11:00,184
20-09-18 10:00,161
20-09-18 09:00,197
20-09-18 08:00,140
20-09-18 07:00,145
20-09-18 06:00,139
20-09-18 05:00,165
20-09-18 04:00,177
20-09-18 03:00,180
20-09-18 02:00,164
20-09-18 01:00,163
20-09-18 00:00,186
19-09-18 23:00,180
19-09-18 22:00,173
19-09-18 21:00,137
19-09-18 20:00,140
19-09-18 19:00,146
19-09-18 18:00,153
19-09-18 17:00,204
19-09-18 16:00,262
19-09-18 15:00,310
19-09-18 14:00,262
19-09-18 13:00,338
19-09-18 12:00,320
19-09-18 11:00,326
19-09-18 10:00,312
19-09-18 09:00,301
19-09-18 08:00,199
19-09-18 07:00,132
19-09-18 06:00,141
19-09-18 05:00,128
19-09-18 04:00,127
19-09-18 03:00,155
19-09-18 02:00,145
19-09-18 01:00,141
19-09-18 00:00,146
18-09-18 23:00,135
18-09-18 22:00,137
18-09-18 21:00,142
18-09-18 20:00,142
18-09-18 19:00,152
18-09-18 18:00,194
18-09-18 17:00,197
18-09-18 16:00,171
18-09-18 15:00,196
18-09-18 14:00,251
18-09-18 13:00,206
18-09-18 12:00,199
18-09-18 11:00,194
18-09-18 10:00,163
18-09-18 09:00,140
18-09-18 08:00,138
18-09-18 07:00,145
18-09-18 06:00,155
18-09-18 05:00,148
18-09-18 04:00,142
18-09-18 03:00,149
18-09-18 02:00,150
18-09-18 01:00,156
18-09-18 00:00,147
17-09-18 23:00,143
17-09-18 22:00,145
17-09-18 21:00,156
17-09-18 20:00,154
17-09-18 19:00,116
17-09-18 18:00,355
17-09-18 17:00,324
17-09-18 16:00,134
17-09-18 15:00,292
17-09-18 14:00,329
17-09-18 13:00,256
17-09-18 12:00,310
17-09-18 11:00,247
17-09-18 10:00,223
17-09-18 09:00,137
17-09-18 08:00,139
17-09-18 07:00,143
17-09-18 06:00,150
17-09-18 05:00,152
17-09-18 04:00,155
17-09-18 03:00,150
17-09-18 02:00,145
17-09-18 01:00,138
17-09-18 00:00,143
16-09-18 23:00,144
16-09-18 22:00,145
16-09-18 21:00,153
16-09-18 20:00,149
16-09-18 19:00,142
16-09-18 18:00,144
16-09-18 17:00,144
16-09-18 16:00,144
16-09-18 15:00,150
16-09-18 14:00,141
16-09-18 13:00,161
16-09-18 12:00,143
16-09-18 11:00,153
16-09-18 10:00,133
16-09-18 09:00,126
16-09-18 08:00,137
16-09-18 07:00,146
16-09-18 06:00,147
16-09-18 05:00,146
16-09-18 04:00,145
16-09-18 03:00,148
16-09-18 02:00,152
16-09-18 01:00,148
16-09-18 00:00,150
15-09-18 23:00,151
15-09-18 22:00,142
15-09-18 21:00,140
15-09-18 20:00,161
15-09-18 19:00,201
15-09-18 18:00,292
15-09-18 17:00,292
15-09-18 16:00,311
15-09-18 15:00,310
15-09-18 14:00,296
15-09-18 13:00,311
15-09-18 12:00,309
15-09-18 11:00,308
15-09-18 10:00,310
15-09-18 09:00,301
15-09-18 08:00,242
15-09-18 07:00,238
15-09-18 06:00,249
15-09-18 05:00,221
15-09-18 04:00,276
15-09-18 03:00,199
15-09-18 02:00,179
15-09-18 01:00,141
15-09-18 00:00,138
14-09-18 23:00,147
14-09-18 22:00,145
14-09-18 21:00,145
14-09-18 20:00,128
14-09-18 19:00,112
14-09-18 18:00,108
14-09-18 17:00,347
14-09-18 16:00,335
14-09-18 15:00,334
14-09-18 14:00,323
14-09-18 13:00,330
14-09-18 12:00,266
14-09-18 11:00,331
14-09-18 10:00,337
14-09-18 09:00,348
14-09-18 08:00,343
14-09-18 07:00,345
14-09-18 06:00,345
14-09-18 05:00,343
14-09-18 04:00,344
14-09-18 03:00,343
14-09-18 02:00,332
14-09-18 01:00,338
14-09-18 00:00,326
13-09-18 23:00,341
13-09-18 22:00,342
13-09-18 21:00,343
13-09-18 20:00,344
13-09-18 19:00,348
13-09-18 18:00,356
13-09-18 17:00,12
13-09-18 16:00,15
13-09-18 15:00,108
13-09-18 14:00,61
13-09-18 13:00,358
13-09-18 12:00,29
13-09-18 11:00,33
13-09-18 10:00,77
13-09-18 09:00,116
13-09-18 08:00,108
13-09-18 07:00,100
13-09-18 06:00,348
13-09-18 05:00,344
13-09-18 04:00,347
13-09-18 03:00,351
13-09-18 02:00,344
13-09-18 01:00,340
13-09-18 00:00,337
12-09-18 23:00,343
12-09-18 22:00,346
12-09-18 21:00,348
12-09-18 20:00,146
12-09-18 19:00,167
12-09-18 18:00,322
12-09-18 17:00,313
12-09-18 16:00,316
12-09-18 15:00,292
12-09-18 14:00,284
12-09-18 13:00,286
12-09-18 12:00,294
12-09-18 11:00,265
12-09-18 10:00,220
12-09-18 09:00,207
12-09-18 08:00,196
12-09-18 07:00,141
12-09-18 06:00,138
12-09-18 05:00,142
12-09-18 04:00,159
12-09-18 03:00,179
12-09-18 02:00,193
12-09-18 01:00,173
12-09-18 00:00,194
11-09-18 23:00,181
11-09-18 22:00,176
11-09-18 21:00,146
11-09-18 20:00,145
11-09-18 19:00,196
11-09-18 18:00,290
11-09-18 17:00,255
11-09-18 16:00,284
11-09-18 15:00,264
11-09-18 14:00,261
11-09-18 13:00,211
11-09-18 12:00,230
11-09-18 11:00,217
11-09-18 10:00,219
11-09-18 09:00,212
11-09-18 08:00,203
11-09-18 07:00,200
11-09-18 06:00,197
11-09-18 05:00,182
11-09-18 04:00,201
11-09-18 03:00,329
11-09-18 02:00,212
11-09-18 01:00,218
11-09-18 00:00,268
10-09-18 23:00,316
10-09-18 22:00,170
10-09-18 21:00,167
10-09-18 20:00,141
10-09-18 19:00,143
10-09-18 18:00,279
10-09-18 17:00,309
10-09-18 16:00,312
10-09-18 15:00,313
10-09-18 14:00,293
10-09-18 13:00,222
10-09-18 12:00,219
10-09-18 11:00,260
10-09-18 10:00,246
10-09-18 09:00,208
10-09-18 08:00,130
10-09-18 07:00,141
10-09-18 06:00,149
10-09-18 05:00,145
10-09-18 04:00,148
10-09-18 03:00,144
10-09-18 02:00,147
10-09-18 01:00,145
10-09-18 00:00,145
09-09-18 23:00,143
09-09-18 22:00,140
09-09-18 21:00,144
09-09-18 20:00,143
09-09-18 19:00,321
09-09-18 18:00,315
09-09-18 17:00,323
09-09-18 16:00,308
09-09-18 15:00,318
09-09-18 14:00,314
09-09-18 13:00,283
09-09-18 12:00,301
09-09-18 11:00,242
09-09-18 10:00,217
09-09-18 09:00,209
09-09-18 08:00,140
09-09-18 07:00,148
09-09-18 06:00,146
09-09-18 05:00,142
09-09-18 04:00,144
09-09-18 03:00,145
09-09-18 02:00,144
09-09-18 01:00,142
09-09-18 00:00,145
08-09-18 23:00,145
08-09-18 22:00,142
08-09-18 21:00,144
08-09-18 20:00,137
08-09-18 19:00,43
08-09-18 18:00,345
08-09-18 17:00,334
08-09-18 16:00,323
08-09-18 15:00,303
08-09-18 14:00,286
08-09-18 13:00,306
08-09-18 12:00,224
08-09-18 11:00,297
08-09-18 10:00,234
08-09-18 09:00,235
08-09-18 08:00,228
08-09-18 07:00,209
08-09-18 06:00,212
08-09-18 05:00,210
08-09-18 04:00,253
08-09-18 03:00,228
08-09-18 02:00,219
08-09-18 01:00,191
08-09-18 00:00,202
07-09-18 23:00,201
07-09-18 22:00,198
07-09-18 21:00,235
07-09-18 20:00,277
07-09-18 19:00,187
07-09-18 18:00,313
07-09-18 17:00,316
07-09-18 16:00,279
07-09-18 15:00,300
07-09-18 14:00,274
07-09-18 13:00,275
07-09-18 12:00,242
07-09-18 11:00,207
07-09-18 10:00,230
07-09-18 09:00,233
07-09-18 08:00,206
07-09-18 07:00,215
07-09-18 06:00,167
07-09-18 05:00,168
07-09-18 04:00,195
07-09-18 03:00,191
07-09-18 02:00,185
07-09-18 01:00,155
07-09-18 00:00,155
06-09-18 23:00,145
06-09-18 22:00,144
06-09-18 21:00,145
06-09-18 20:00,143
06-09-18 19:00,131
06-09-18 18:00,133
06-09-18 17:00,125
06-09-18 16:00,102
06-09-18 15:00,116
06-09-18 14:00,124
06-09-18 13:00,122
06-09-18 12:00,135
06-09-18 11:00,125
06-09-18 10:00,117
06-09-18 09:00,133
06-09-18 08:00,141
06-09-18 07:00,151
06-09-18 06:00,152
06-09-18 05:00,151
06-09-18 04:00,148
06-09-18 03:00,142
06-09-18 02:00,147
06-09-18 01:00,146
06-09-18 00:00,142
05-09-18 23:00,157
05-09-18 22:00,148
05-09-18 21:00,137
05-09-18 20:00,31
05-09-18 19:00,40
05-09-18 18:00,357
05-09-18 17:00,12
05-09-18 16:00,20
05-09-18 15:00,334
05-09-18 14:00,351
05-09-18 13:00,0
05-09-18 12:00,352
05-09-18 11:00,6
05-09-18 10:00,4
05-09-18 09:00,20
05-09-18 08:00,93
05-09-18 07:00,128
05-09-18 06:00,144
05-09-18 05:00,146
05-09-18 04:00,146
05-09-18 03:00,147
05-09-18 02:00,145
05-09-18 01:00,146
05-09-18 00:00,148
04-09-18 23:00,152
04-09-18 22:00,145
04-09-18 21:00,151
04-09-18 20:00,184
04-09-18 19:00,340
04-09-18 18:00,348
04-09-18 17:00,356
04-09-18 16:00,52
04-09-18 15:00,9
04-09-18 14:00,3
04-09-18 13:00,353
04-09-18 12:00,0
04-09-18 11:00,340
04-09-18 10:00,328
04-09-18 09:00,338
04-09-18 08:00,296
04-09-18 07:00,126
04-09-18 06:00,137
04-09-18 05:00,136
04-09-18 04:00,143
04-09-18 03:00,146
04-09-18 02:00,143
04-09-18 01:00,142
04-09-18 00:00,143
03-09-18 23:00,136
03-09-18 22:00,136
03-09-18 21:00,140
03-09-18 20:00,137
03-09-18 19:00,71
03-09-18 18:00,33
03-09-18 17:00,59
03-09-18 16:00,111
03-09-18 15:00,112
03-09-18 14:00,117
03-09-18 13:00,104
03-09-18 12:00,43
03-09-18 11:00,139
03-09-18 10:00,106
03-09-18 09:00,109
03-09-18 08:00,97
03-09-18 07:00,116
03-09-18 06:00,103
03-09-18 05:00,101
03-09-18 04:00,355
03-09-18 03:00,101
03-09-18 02:00,140
03-09-18 01:00,107
03-09-18 00:00,155
02-09-18 23:00,44
02-09-18 22:00,124
02-09-18 21:00,10
02-09-18 20:00,31
02-09-18 19:00,129
02-09-18 18:00,38
02-09-18 17:00,72
02-09-18 16:00,46
02-09-18 15:00,26
02-09-18 14:00,53
02-09-18 13:00,69
02-09-18 12:00,50
02-09-18 11:00,57
02-09-18 10:00,30
02-09-18 09:00,23
02-09-18 08:00,9
02-09-18 07:00,7
02-09-18 06:00,1
02-09-18 05:00,15
02-09-18 04:00,9
02-09-18 03:00,7
02-09-18 02:00,20
02-09-18 01:00,16
02-09-18 00:00,8
01-09-18 23:00,15
01-09-18 22:00,2
01-09-18 21:00,9
01-09-18 20:00,34
01-09-18 19:00,47
01-09-18 18:00,27
01-09-18 17:00,44
01-09-18 16:00,16
01-09-18 15:00,23
01-09-18 14:00,12
01-09-18 13:00,29
01-09-18 12:00,35
01-09-18 11:00,359
01-09-18 10:00,360
01-09-18 09:00,357
01-09-18 08:00,349
01-09-18 07:00,344
01-09-18 06:00,132
01-09-18 05:00,124
01-09-18 04:00,104
01-09-18 03:00,126
01-09-18 02:00,333
01-09-18 01:00,328

