Datum Zeit,Zittau-Ost WINDRI
12-09-18 03:00,209
12-09-18 02:00,214
12-09-18 01:00,244
12-09-18 00:00,229
11-09-18 23:00,248
11-09-18 22:00,229
11-09-18 21:00,226
11-09-18 20:00,204
11-09-18 19:00,230
11-09-18 18:00,252
11-09-18 17:00,251
11-09-18 16:00,238
11-09-18 15:00,233
11-09-18 14:00,222
11-09-18 13:00,219
11-09-18 12:00,274
11-09-18 11:00,245
11-09-18 10:00,233
11-09-18 09:00,225
11-09-18 08:00,171
11-09-18 07:00,144
11-09-18 06:00,286
11-09-18 05:00,243
11-09-18 04:00,179
11-09-18 03:00,238
11-09-18 02:00,289
11-09-18 01:00,269
11-09-18 00:00,237
10-09-18 23:00,226
10-09-18 22:00,240
10-09-18 21:00,184
10-09-18 20:00,195
10-09-18 19:00,248
10-09-18 18:00,241
10-09-18 17:00,238
10-09-18 16:00,236
10-09-18 15:00,207
10-09-18 14:00,197
10-09-18 13:00,211
10-09-18 12:00,174
10-09-18 11:00,207
10-09-18 10:00,191
10-09-18 09:00,193
10-09-18 08:00,250
10-09-18 07:00,245
10-09-18 06:00,230
10-09-18 05:00,230
10-09-18 04:00,232
10-09-18 03:00,202
10-09-18 02:00,231
10-09-18 01:00,211
10-09-18 00:00,242
09-09-18 23:00,253
09-09-18 22:00,222
09-09-18 21:00,220
09-09-18 20:00,228
09-09-18 19:00,209
09-09-18 18:00,254
09-09-18 17:00,259
09-09-18 16:00,356
09-09-18 15:00,316
09-09-18 14:00,272
09-09-18 13:00,185
09-09-18 12:00,195
09-09-18 11:00,188
09-09-18 10:00,175
09-09-18 09:00,139
09-09-18 08:00,286
09-09-18 07:00,271
09-09-18 06:00,232
09-09-18 05:00,198
09-09-18 04:00,254
09-09-18 03:00,201
09-09-18 02:00,220
09-09-18 01:00,213
09-09-18 00:00,240
08-09-18 23:00,184
08-09-18 22:00,182
08-09-18 21:00,198
08-09-18 20:00,164
08-09-18 19:00,2
08-09-18 18:00,354
08-09-18 17:00,312
08-09-18 16:00,265
08-09-18 15:00,276
08-09-18 14:00,282
08-09-18 13:00,271
08-09-18 12:00,299
08-09-18 11:00,297
08-09-18 10:00,309
08-09-18 09:00,341
08-09-18 08:00,249
08-09-18 07:00,165
08-09-18 06:00,162
08-09-18 05:00,163
08-09-18 04:00,189
08-09-18 03:00,127
08-09-18 02:00,11
08-09-18 01:00,287
08-09-18 00:00,282
07-09-18 23:00,267
07-09-18 22:00,182
07-09-18 21:00,216
07-09-18 20:00,195
07-09-18 19:00,285
07-09-18 18:00,257
07-09-18 17:00,292
07-09-18 16:00,318
07-09-18 15:00,293
07-09-18 14:00,229
07-09-18 13:00,240
07-09-18 12:00,241
07-09-18 11:00,241
07-09-18 10:00,204
07-09-18 09:00,197
07-09-18 08:00,225
07-09-18 07:00,207
07-09-18 06:00,203
07-09-18 05:00,101
07-09-18 04:00,321
07-09-18 03:00,248
07-09-18 02:00,256
07-09-18 01:00,254
07-09-18 00:00,229
06-09-18 23:00,223
06-09-18 22:00,220
06-09-18 21:00,218
06-09-18 20:00,160
06-09-18 19:00,71
06-09-18 18:00,28
06-09-18 17:00,172
06-09-18 16:00,85
06-09-18 15:00,55
06-09-18 14:00,340
06-09-18 13:00,259
06-09-18 12:00,39
06-09-18 11:00,72
06-09-18 10:00,64
06-09-18 09:00,59
06-09-18 08:00,173
06-09-18 07:00,219
06-09-18 06:00,251
06-09-18 05:00,215
06-09-18 04:00,204
06-09-18 03:00,197
06-09-18 02:00,206
06-09-18 01:00,204
06-09-18 00:00,191
05-09-18 23:00,163
05-09-18 22:00,196
05-09-18 21:00,247
05-09-18 20:00,185
05-09-18 19:00,41
05-09-18 18:00,37
05-09-18 17:00,26
05-09-18 16:00,1
05-09-18 15:00,0
05-09-18 14:00,20
05-09-18 13:00,39
05-09-18 12:00,57
05-09-18 11:00,57
05-09-18 10:00,65
05-09-18 09:00,66
05-09-18 08:00,181
05-09-18 07:00,186
05-09-18 06:00,208
05-09-18 05:00,209
05-09-18 04:00,220
05-09-18 03:00,209
05-09-18 02:00,200
05-09-18 01:00,186
05-09-18 00:00,199
04-09-18 23:00,183
04-09-18 22:00,189
04-09-18 21:00,182
04-09-18 20:00,177
04-09-18 19:00,343
04-09-18 18:00,352
04-09-18 17:00,39
04-09-18 16:00,44
04-09-18 15:00,61
04-09-18 14:00,73
04-09-18 13:00,62
04-09-18 12:00,62
04-09-18 11:00,64
04-09-18 10:00,67
04-09-18 09:00,63
04-09-18 08:00,65
04-09-18 07:00,291
04-09-18 06:00,273
04-09-18 05:00,156
04-09-18 04:00,10
04-09-18 03:00,136
04-09-18 02:00,164
04-09-18 01:00,179
04-09-18 00:00,159
03-09-18 23:00,191
03-09-18 22:00,180
03-09-18 21:00,164
03-09-18 20:00,150
03-09-18 19:00,290
03-09-18 18:00,58
03-09-18 17:00,61
03-09-18 16:00,164
03-09-18 15:00,293
03-09-18 14:00,114
03-09-18 13:00,194
03-09-18 12:00,192
03-09-18 11:00,257
03-09-18 10:00,245
03-09-18 09:00,343
03-09-18 08:00,193
03-09-18 07:00,85
03-09-18 06:00,191
03-09-18 05:00,170
03-09-18 04:00,191
03-09-18 03:00,183
03-09-18 02:00,229
03-09-18 01:00,237
03-09-18 00:00,243
02-09-18 23:00,259
02-09-18 22:00,256
02-09-18 21:00,253
02-09-18 20:00,308
02-09-18 19:00,326
02-09-18 18:00,2
02-09-18 17:00,352
02-09-18 16:00,352
02-09-18 15:00,2
02-09-18 14:00,357
02-09-18 13:00,356
02-09-18 12:00,349
02-09-18 11:00,1
02-09-18 10:00,358
02-09-18 09:00,7
02-09-18 08:00,19
02-09-18 07:00,17
02-09-18 06:00,18
02-09-18 05:00,13
02-09-18 04:00,16
02-09-18 03:00,1
02-09-18 02:00,4
02-09-18 01:00,2
02-09-18 00:00,9
01-09-18 23:00,9
01-09-18 22:00,9
01-09-18 21:00,357
01-09-18 20:00,342
01-09-18 19:00,356
01-09-18 18:00,359
01-09-18 17:00,12
01-09-18 16:00,18
01-09-18 15:00,10
01-09-18 14:00,16
01-09-18 13:00,4
01-09-18 12:00,13
01-09-18 11:00,355
01-09-18 10:00,346
01-09-18 09:00,319
01-09-18 08:00,320
01-09-18 07:00,326
01-09-18 06:00,321
01-09-18 05:00,280
01-09-18 04:00,290
01-09-18 03:00,271
01-09-18 02:00,25
01-09-18 01:00,262

