Datum Zeit,Chemnitz-Hans-Link-Straße WINDRI
,GRAD
01-10-18 00:00,
30-09-18 23:00,
30-09-18 22:00,
30-09-18 21:00,
30-09-18 20:00,
30-09-18 19:00,
30-09-18 18:00,
30-09-18 17:00,
30-09-18 16:00,318
30-09-18 15:00,327
30-09-18 14:00,18
30-09-18 13:00,59
30-09-18 12:00,41
30-09-18 11:00,82
30-09-18 10:00,178
30-09-18 09:00,231
30-09-18 08:00,100
30-09-18 07:00,105
30-09-18 06:00,88
30-09-18 05:00,84
30-09-18 04:00,87
30-09-18 03:00,82
30-09-18 02:00,79
30-09-18 01:00,82
30-09-18 00:00,83
29-09-18 23:00,82
29-09-18 22:00,82
29-09-18 21:00,80
29-09-18 20:00,75
29-09-18 19:00,87
29-09-18 18:00,91
29-09-18 17:00,77
29-09-18 16:00,74
29-09-18 15:00,74
29-09-18 14:00,43
29-09-18 13:00,2
29-09-18 12:00,304
29-09-18 11:00,258
29-09-18 10:00,120
29-09-18 09:00,112
29-09-18 08:00,88
29-09-18 07:00,86
29-09-18 06:00,81
29-09-18 05:00,82
29-09-18 04:00,84
29-09-18 03:00,84
29-09-18 02:00,85
29-09-18 01:00,85
29-09-18 00:00,86
28-09-18 23:00,85
28-09-18 22:00,84
28-09-18 21:00,359
28-09-18 20:00,340
28-09-18 19:00,16
28-09-18 18:00,295
28-09-18 17:00,291
28-09-18 16:00,268
28-09-18 15:00,279
28-09-18 14:00,293
28-09-18 13:00,282
28-09-18 12:00,302
28-09-18 11:00,297
28-09-18 10:00,284
28-09-18 09:00,275
28-09-18 08:00,79
28-09-18 07:00,83
28-09-18 06:00,85
28-09-18 05:00,83
28-09-18 04:00,85
28-09-18 03:00,90
28-09-18 02:00,84
28-09-18 01:00,86
28-09-18 00:00,84
27-09-18 23:00,84
27-09-18 22:00,80
27-09-18 21:00,85
27-09-18 20:00,83
27-09-18 19:00,83
27-09-18 18:00,94
27-09-18 17:00,248
27-09-18 16:00,259
27-09-18 15:00,232
27-09-18 14:00,236
27-09-18 13:00,239
27-09-18 12:00,235
27-09-18 11:00,218
27-09-18 10:00,203
27-09-18 09:00,240
27-09-18 08:00,218
27-09-18 07:00,232
27-09-18 06:00,220
27-09-18 05:00,91
27-09-18 04:00,123
27-09-18 03:00,185
27-09-18 02:00,234
27-09-18 01:00,207
27-09-18 00:00,85
26-09-18 23:00,91
26-09-18 22:00,117
26-09-18 21:00,214
26-09-18 20:00,215
26-09-18 19:00,218
26-09-18 18:00,233
26-09-18 17:00,230
26-09-18 16:00,237
26-09-18 15:00,249
26-09-18 14:00,258
26-09-18 13:00,241
26-09-18 12:00,247
26-09-18 11:00,232
26-09-18 10:00,190
26-09-18 09:00,151
26-09-18 08:00,87
26-09-18 07:00,81
26-09-18 06:00,83
26-09-18 05:00,82
26-09-18 04:00,84
26-09-18 03:00,86
26-09-18 02:00,82
26-09-18 01:00,82
26-09-18 00:00,83
25-09-18 23:00,81
25-09-18 22:00,86
25-09-18 21:00,84
25-09-18 20:00,85
25-09-18 19:00,83
25-09-18 18:00,282
25-09-18 17:00,278
25-09-18 16:00,275
25-09-18 15:00,279
25-09-18 14:00,291
25-09-18 13:00,280
25-09-18 12:00,285
25-09-18 11:00,299
25-09-18 10:00,285
25-09-18 09:00,276
25-09-18 08:00,271
25-09-18 07:00,265
25-09-18 06:00,269
25-09-18 05:00,268
25-09-18 04:00,264
25-09-18 03:00,274
25-09-18 02:00,270
25-09-18 01:00,269
25-09-18 00:00,271
24-09-18 23:00,269
24-09-18 22:00,257
24-09-18 21:00,257
24-09-18 20:00,253
24-09-18 19:00,252
24-09-18 18:00,264
24-09-18 17:00,254
24-09-18 16:00,267
24-09-18 15:00,266
24-09-18 14:00,275
24-09-18 13:00,272
24-09-18 12:00,272
24-09-18 11:00,273
24-09-18 10:00,267
24-09-18 09:00,263
24-09-18 08:00,261
24-09-18 07:00,262
24-09-18 06:00,257
24-09-18 05:00,256
24-09-18 04:00,260
24-09-18 03:00,258
24-09-18 02:00,251
24-09-18 01:00,273
24-09-18 00:00,287
23-09-18 23:00,299
23-09-18 22:00,303
23-09-18 21:00,312
23-09-18 20:00,297
23-09-18 19:00,279
23-09-18 18:00,340
23-09-18 17:00,223
23-09-18 16:00,150
23-09-18 15:00,119
23-09-18 14:00,124
23-09-18 13:00,112
23-09-18 12:00,120
23-09-18 11:00,136
23-09-18 10:00,216
23-09-18 09:00,158
23-09-18 08:00,174
23-09-18 07:00,219
23-09-18 06:00,219
23-09-18 05:00,222
23-09-18 04:00,223
23-09-18 03:00,222
23-09-18 02:00,230
23-09-18 01:00,263
23-09-18 00:00,261
22-09-18 23:00,228
22-09-18 22:00,237
22-09-18 21:00,233
22-09-18 20:00,233
22-09-18 19:00,233
22-09-18 18:00,233
22-09-18 17:00,232
22-09-18 16:00,247
22-09-18 15:00,239
22-09-18 14:00,254
22-09-18 13:00,257
22-09-18 12:00,253
22-09-18 11:00,250
22-09-18 10:00,254
22-09-18 09:00,239
22-09-18 08:00,232
22-09-18 07:00,229
22-09-18 06:00,229
22-09-18 05:00,228
22-09-18 04:00,231
22-09-18 03:00,225
22-09-18 02:00,230
22-09-18 01:00,237
22-09-18 00:00,241
21-09-18 23:00,246
21-09-18 22:00,249
21-09-18 21:00,235
21-09-18 20:00,235
21-09-18 19:00,266
21-09-18 18:00,271
21-09-18 17:00,231
21-09-18 16:00,224
21-09-18 15:00,225
21-09-18 14:00,228
21-09-18 13:00,224
21-09-18 12:00,225
21-09-18 11:00,226
21-09-18 10:00,206
21-09-18 09:00,181
21-09-18 08:00,101
21-09-18 07:00,89
21-09-18 06:00,89
21-09-18 05:00,94
21-09-18 04:00,96
21-09-18 03:00,102
21-09-18 02:00,123
21-09-18 01:00,117
21-09-18 00:00,110
20-09-18 23:00,115
20-09-18 22:00,106
20-09-18 21:00,87
20-09-18 20:00,92
20-09-18 19:00,91
20-09-18 18:00,214
20-09-18 17:00,227
20-09-18 16:00,230
20-09-18 15:00,231
20-09-18 14:00,233
20-09-18 13:00,235
20-09-18 12:00,236
20-09-18 11:00,263
20-09-18 10:00,244
20-09-18 09:00,220
20-09-18 08:00,87
20-09-18 07:00,85
20-09-18 06:00,84
20-09-18 05:00,83
20-09-18 04:00,88
20-09-18 03:00,84
20-09-18 02:00,85
20-09-18 01:00,83
20-09-18 00:00,84
19-09-18 23:00,85
19-09-18 22:00,82
19-09-18 21:00,83
19-09-18 20:00,81
19-09-18 19:00,88
19-09-18 18:00,204
19-09-18 17:00,233
19-09-18 16:00,232
19-09-18 15:00,243
19-09-18 14:00,255
19-09-18 13:00,239
19-09-18 12:00,193
19-09-18 11:00,249
19-09-18 10:00,263
19-09-18 09:00,242
19-09-18 08:00,97
19-09-18 07:00,86
19-09-18 06:00,86
19-09-18 05:00,86
19-09-18 04:00,84
19-09-18 03:00,84
19-09-18 02:00,83
19-09-18 01:00,83
19-09-18 00:00,82
18-09-18 23:00,84
18-09-18 22:00,83
18-09-18 21:00,84
18-09-18 20:00,82
18-09-18 19:00,87
18-09-18 18:00,222
18-09-18 17:00,232
18-09-18 16:00,233
18-09-18 15:00,229
18-09-18 14:00,228
18-09-18 13:00,238
18-09-18 12:00,246
18-09-18 11:00,237
18-09-18 10:00,245
18-09-18 09:00,255
18-09-18 08:00,110
18-09-18 07:00,86
18-09-18 06:00,85
18-09-18 05:00,83
18-09-18 04:00,83
18-09-18 03:00,85
18-09-18 02:00,86
18-09-18 01:00,102
18-09-18 00:00,111
17-09-18 23:00,98
17-09-18 22:00,83
17-09-18 21:00,82
17-09-18 20:00,81
17-09-18 19:00,82
17-09-18 18:00,87
17-09-18 17:00,236
17-09-18 16:00,248
17-09-18 15:00,264
17-09-18 14:00,254
17-09-18 13:00,256
17-09-18 12:00,245
17-09-18 11:00,257
17-09-18 10:00,235
17-09-18 09:00,244
17-09-18 08:00,93
17-09-18 07:00,80
17-09-18 06:00,84
17-09-18 05:00,83
17-09-18 04:00,80
17-09-18 03:00,83
17-09-18 02:00,86
17-09-18 01:00,83
17-09-18 00:00,80
16-09-18 23:00,79
16-09-18 22:00,80
16-09-18 21:00,77
16-09-18 20:00,82
16-09-18 19:00,77
16-09-18 18:00,107
16-09-18 17:00,117
16-09-18 16:00,124
16-09-18 15:00,115
16-09-18 14:00,129
16-09-18 13:00,128
16-09-18 12:00,126
16-09-18 11:00,137
16-09-18 10:00,139
16-09-18 09:00,248
16-09-18 08:00,221
16-09-18 07:00,82
16-09-18 06:00,84
16-09-18 05:00,80
16-09-18 04:00,81
16-09-18 03:00,82
16-09-18 02:00,82
16-09-18 01:00,85
16-09-18 00:00,82
15-09-18 23:00,82
15-09-18 22:00,83
15-09-18 21:00,84
15-09-18 20:00,83
15-09-18 19:00,82
15-09-18 18:00,266
15-09-18 17:00,270
15-09-18 16:00,263
15-09-18 15:00,272
15-09-18 14:00,279
15-09-18 13:00,271
15-09-18 12:00,266
15-09-18 11:00,266
15-09-18 10:00,270
15-09-18 09:00,266
15-09-18 08:00,245
15-09-18 07:00,218
15-09-18 06:00,90
15-09-18 05:00,84
15-09-18 04:00,82
15-09-18 03:00,82
15-09-18 02:00,83
15-09-18 01:00,86
15-09-18 00:00,81
14-09-18 23:00,78
14-09-18 22:00,77
14-09-18 21:00,74
14-09-18 20:00,78
14-09-18 19:00,77
14-09-18 18:00,96
14-09-18 17:00,107
14-09-18 16:00,310
14-09-18 15:00,290
14-09-18 14:00,262
14-09-18 13:00,311
14-09-18 12:00,110
14-09-18 11:00,67
14-09-18 10:00,3
14-09-18 09:00,5
14-09-18 08:00,325
14-09-18 07:00,312
14-09-18 06:00,319
14-09-18 05:00,319
14-09-18 04:00,313
14-09-18 03:00,273
14-09-18 02:00,315
14-09-18 01:00,360
14-09-18 00:00,38
13-09-18 23:00,58
13-09-18 22:00,11
13-09-18 21:00,15
13-09-18 20:00,352
13-09-18 19:00,27
13-09-18 18:00,46
13-09-18 17:00,31
13-09-18 16:00,21
13-09-18 15:00,43
13-09-18 14:00,63
13-09-18 13:00,5
13-09-18 12:00,2
13-09-18 11:00,18
13-09-18 10:00,82
13-09-18 09:00,86
13-09-18 08:00,69
13-09-18 07:00,100
13-09-18 06:00,21
13-09-18 05:00,9
13-09-18 04:00,28
13-09-18 03:00,79
13-09-18 02:00,337
13-09-18 01:00,333
13-09-18 00:00,60
12-09-18 23:00,310
12-09-18 22:00,340
12-09-18 21:00,341
12-09-18 20:00,84
12-09-18 19:00,82
12-09-18 18:00,266
12-09-18 17:00,265
12-09-18 16:00,236
12-09-18 15:00,248
