Datum Zeit,Borna WINDRI
,GRAD
01-10-18 00:00,
30-09-18 23:00,
30-09-18 22:00,
30-09-18 21:00,
30-09-18 20:00,
30-09-18 19:00,
30-09-18 18:00,
30-09-18 17:00,
30-09-18 16:00,225
30-09-18 15:00,45
30-09-18 14:00,234
30-09-18 13:00,143
30-09-18 12:00,194
30-09-18 11:00,206
30-09-18 10:00,204
30-09-18 09:00,203
30-09-18 08:00,160
30-09-18 07:00,158
30-09-18 06:00,157
30-09-18 05:00,154
30-09-18 04:00,155
30-09-18 03:00,173
30-09-18 02:00,152
30-09-18 01:00,151
30-09-18 00:00,178
29-09-18 23:00,200
29-09-18 22:00,199
29-09-18 21:00,162
29-09-18 20:00,70
29-09-18 19:00,334
29-09-18 18:00,126
29-09-18 17:00,138
29-09-18 16:00,202
29-09-18 15:00,164
29-09-18 14:00,66
29-09-18 13:00,346
29-09-18 12:00,185
29-09-18 11:00,209
29-09-18 10:00,218
29-09-18 09:00,252
29-09-18 08:00,196
29-09-18 07:00,139
29-09-18 06:00,134
29-09-18 05:00,336
29-09-18 04:00,257
29-09-18 03:00,270
29-09-18 02:00,29
29-09-18 01:00,16
29-09-18 00:00,243
28-09-18 23:00,136
28-09-18 22:00,318
28-09-18 21:00,244
28-09-18 20:00,338
28-09-18 19:00,345
28-09-18 18:00,335
28-09-18 17:00,319
28-09-18 16:00,334
28-09-18 15:00,313
28-09-18 14:00,246
28-09-18 13:00,328
28-09-18 12:00,0
28-09-18 11:00,348
28-09-18 10:00,329
28-09-18 09:00,288
28-09-18 08:00,119
28-09-18 07:00,177
28-09-18 06:00,155
28-09-18 05:00,195
28-09-18 04:00,130
28-09-18 03:00,86
28-09-18 02:00,160
28-09-18 01:00,211
28-09-18 00:00,216
27-09-18 23:00,225
27-09-18 22:00,227
27-09-18 21:00,179
27-09-18 20:00,179
27-09-18 19:00,170
27-09-18 18:00,154
27-09-18 17:00,207
27-09-18 16:00,226
27-09-18 15:00,223
27-09-18 14:00,216
27-09-18 13:00,209
27-09-18 12:00,222
27-09-18 11:00,219
27-09-18 10:00,213
27-09-18 09:00,213
27-09-18 08:00,210
27-09-18 07:00,199
27-09-18 06:00,170
27-09-18 05:00,163
27-09-18 04:00,209
27-09-18 03:00,205
27-09-18 02:00,212
27-09-18 01:00,213
27-09-18 00:00,213
26-09-18 23:00,213
26-09-18 22:00,213
26-09-18 21:00,214
26-09-18 20:00,215
26-09-18 19:00,226
26-09-18 18:00,220
26-09-18 17:00,231
26-09-18 16:00,234
26-09-18 15:00,235
26-09-18 14:00,226
26-09-18 13:00,228
26-09-18 12:00,224
26-09-18 11:00,217
26-09-18 10:00,214
26-09-18 09:00,217
26-09-18 08:00,207
26-09-18 07:00,168
26-09-18 06:00,145
26-09-18 05:00,157
26-09-18 04:00,159
26-09-18 03:00,153
26-09-18 02:00,166
26-09-18 01:00,156
26-09-18 00:00,151
25-09-18 23:00,152
25-09-18 22:00,154
25-09-18 21:00,148
25-09-18 20:00,321
25-09-18 19:00,207
25-09-18 18:00,311
25-09-18 17:00,355
25-09-18 16:00,307
25-09-18 15:00,335
25-09-18 14:00,343
25-09-18 13:00,321
25-09-18 12:00,329
25-09-18 11:00,314
25-09-18 10:00,287
25-09-18 09:00,263
25-09-18 08:00,256
25-09-18 07:00,258
25-09-18 06:00,253
25-09-18 05:00,255
25-09-18 04:00,256
25-09-18 03:00,254
25-09-18 02:00,261
25-09-18 01:00,261
25-09-18 00:00,264
24-09-18 23:00,263
24-09-18 22:00,264
24-09-18 21:00,261
24-09-18 20:00,259
24-09-18 19:00,255
24-09-18 18:00,259
24-09-18 17:00,263
24-09-18 16:00,264
24-09-18 15:00,261
24-09-18 14:00,300
24-09-18 13:00,270
24-09-18 12:00,272
24-09-18 11:00,266
24-09-18 10:00,271
24-09-18 09:00,261
24-09-18 08:00,257
24-09-18 07:00,258
24-09-18 06:00,258
24-09-18 05:00,254
24-09-18 04:00,255
24-09-18 03:00,254
24-09-18 02:00,256
24-09-18 01:00,258
24-09-18 00:00,276
23-09-18 23:00,317
23-09-18 22:00,341
23-09-18 21:00,352
23-09-18 20:00,351
23-09-18 19:00,354
23-09-18 18:00,11
23-09-18 17:00,33
23-09-18 16:00,24
23-09-18 15:00,71
23-09-18 14:00,90
23-09-18 13:00,101
23-09-18 12:00,143
23-09-18 11:00,179
23-09-18 10:00,176
23-09-18 09:00,160
23-09-18 08:00,215
23-09-18 07:00,215
23-09-18 06:00,213
23-09-18 05:00,213
23-09-18 04:00,215
23-09-18 03:00,227
23-09-18 02:00,227
23-09-18 01:00,230
23-09-18 00:00,250
22-09-18 23:00,256
22-09-18 22:00,249
22-09-18 21:00,234
22-09-18 20:00,234
22-09-18 19:00,229
22-09-18 18:00,237
22-09-18 17:00,250
22-09-18 16:00,253
22-09-18 15:00,256
22-09-18 14:00,255
22-09-18 13:00,254
22-09-18 12:00,251
22-09-18 11:00,245
22-09-18 10:00,247
22-09-18 09:00,232
22-09-18 08:00,219
22-09-18 07:00,217
22-09-18 06:00,212
22-09-18 05:00,213
22-09-18 04:00,215
22-09-18 03:00,219
22-09-18 02:00,224
22-09-18 01:00,228
22-09-18 00:00,244
21-09-18 23:00,250
21-09-18 22:00,248
21-09-18 21:00,239
21-09-18 20:00,243
21-09-18 19:00,264
21-09-18 18:00,278
21-09-18 17:00,268
21-09-18 16:00,235
21-09-18 15:00,219
21-09-18 14:00,224
21-09-18 13:00,226
21-09-18 12:00,227
21-09-18 11:00,214
21-09-18 10:00,212
21-09-18 09:00,203
21-09-18 08:00,189
21-09-18 07:00,158
21-09-18 06:00,144
21-09-18 05:00,146
21-09-18 04:00,169
21-09-18 03:00,165
21-09-18 02:00,204
21-09-18 01:00,176
21-09-18 00:00,162
20-09-18 23:00,140
20-09-18 22:00,142
20-09-18 21:00,144
20-09-18 20:00,126
20-09-18 19:00,143
20-09-18 18:00,237
20-09-18 17:00,234
20-09-18 16:00,233
20-09-18 15:00,224
20-09-18 14:00,233
20-09-18 13:00,226
20-09-18 12:00,220
20-09-18 11:00,217
20-09-18 10:00,202
20-09-18 09:00,211
20-09-18 08:00,214
20-09-18 07:00,192
20-09-18 06:00,196
20-09-18 05:00,204
20-09-18 04:00,211
20-09-18 03:00,216
20-09-18 02:00,211
20-09-18 01:00,209
20-09-18 00:00,219
19-09-18 23:00,211
19-09-18 22:00,197
19-09-18 21:00,221
19-09-18 20:00,208
19-09-18 19:00,215
19-09-18 18:00,235
19-09-18 17:00,229
19-09-18 16:00,231
19-09-18 15:00,233
19-09-18 14:00,228
19-09-18 13:00,217
19-09-18 12:00,205
19-09-18 11:00,141
19-09-18 10:00,178
19-09-18 09:00,133
19-09-18 08:00,147
19-09-18 07:00,133
19-09-18 06:00,113
19-09-18 05:00,162
19-09-18 04:00,146
19-09-18 03:00,148
19-09-18 02:00,120
19-09-18 01:00,116
19-09-18 00:00,138
18-09-18 23:00,164
18-09-18 22:00,167
18-09-18 21:00,151
18-09-18 20:00,144
18-09-18 19:00,177
18-09-18 18:00,239
18-09-18 17:00,236
18-09-18 16:00,224
18-09-18 15:00,220
18-09-18 14:00,222
18-09-18 13:00,226
18-09-18 12:00,216
18-09-18 11:00,221
18-09-18 10:00,211
18-09-18 09:00,193
18-09-18 08:00,159
18-09-18 07:00,155
18-09-18 06:00,152
18-09-18 05:00,145
18-09-18 04:00,148
18-09-18 03:00,141
18-09-18 02:00,143
18-09-18 01:00,138
18-09-18 00:00,136
17-09-18 23:00,152
17-09-18 22:00,149
17-09-18 21:00,155
17-09-18 20:00,141
17-09-18 19:00,6
17-09-18 18:00,39
17-09-18 17:00,351
17-09-18 16:00,16
17-09-18 15:00,253
17-09-18 14:00,238
17-09-18 13:00,233
17-09-18 12:00,230
17-09-18 11:00,206
17-09-18 10:00,208
17-09-18 09:00,212
17-09-18 08:00,156
17-09-18 07:00,154
17-09-18 06:00,115
17-09-18 05:00,133
17-09-18 04:00,140
17-09-18 03:00,106
17-09-18 02:00,138
17-09-18 01:00,144
17-09-18 00:00,151
16-09-18 23:00,154
16-09-18 22:00,148
16-09-18 21:00,231
16-09-18 20:00,24
16-09-18 19:00,212
16-09-18 18:00,346
16-09-18 17:00,230
16-09-18 16:00,186
16-09-18 15:00,204
16-09-18 14:00,190
16-09-18 13:00,140
16-09-18 12:00,144
16-09-18 11:00,168
16-09-18 10:00,146
16-09-18 09:00,112
16-09-18 08:00,181
16-09-18 07:00,151
16-09-18 06:00,156
16-09-18 05:00,157
16-09-18 04:00,154
16-09-18 03:00,151
16-09-18 02:00,152
16-09-18 01:00,156
16-09-18 00:00,147
15-09-18 23:00,140
15-09-18 22:00,136
15-09-18 21:00,130
15-09-18 20:00,354
15-09-18 19:00,263
15-09-18 18:00,263
15-09-18 17:00,253
15-09-18 16:00,251
15-09-18 15:00,246
15-09-18 14:00,238
15-09-18 13:00,253
15-09-18 12:00,259
15-09-18 11:00,254
15-09-18 10:00,260
15-09-18 09:00,268
15-09-18 08:00,274
15-09-18 07:00,124
15-09-18 06:00,149
15-09-18 05:00,3
15-09-18 04:00,15
15-09-18 03:00,173
15-09-18 02:00,173
15-09-18 01:00,284
15-09-18 00:00,164
14-09-18 23:00,147
14-09-18 22:00,129
14-09-18 21:00,145
14-09-18 20:00,134
14-09-18 19:00,109
14-09-18 18:00,83
14-09-18 17:00,112
14-09-18 16:00,86
14-09-18 15:00,212
14-09-18 14:00,312
14-09-18 13:00,334
14-09-18 12:00,9
14-09-18 11:00,340
14-09-18 10:00,23
14-09-18 09:00,8
14-09-18 08:00,23
14-09-18 07:00,1
14-09-18 06:00,8
14-09-18 05:00,7
14-09-18 04:00,5
14-09-18 03:00,3
14-09-18 02:00,7
14-09-18 01:00,7
14-09-18 00:00,8
13-09-18 23:00,7
13-09-18 22:00,10
13-09-18 21:00,8
13-09-18 20:00,0
13-09-18 19:00,8
13-09-18 18:00,8
13-09-18 17:00,14
13-09-18 16:00,17
13-09-18 15:00,15
13-09-18 14:00,38
13-09-18 13:00,49
13-09-18 12:00,45
13-09-18 11:00,55
13-09-18 10:00,49
13-09-18 09:00,59
13-09-18 08:00,58
13-09-18 07:00,66
13-09-18 06:00,55
13-09-18 05:00,4
13-09-18 04:00,10
13-09-18 03:00,4
13-09-18 02:00,5
13-09-18 01:00,355
13-09-18 00:00,329
12-09-18 23:00,356
12-09-18 22:00,355
12-09-18 21:00,0
12-09-18 20:00,351
12-09-18 19:00,347
12-09-18 18:00,285
12-09-18 17:00,252
12-09-18 16:00,260
12-09-18 15:00,238
12-09-18 14:00,237
