Datum Zeit,Leipzig-West FEUCHT
26-09-18 21:00,57.1
26-09-18 20:00,55.5
26-09-18 19:00,52.6
26-09-18 18:00,45.4
26-09-18 17:00,41.6
26-09-18 16:00,39.9
26-09-18 15:00,40.9
26-09-18 14:00,41.2
26-09-18 13:00,42.4
26-09-18 12:00,43.5
26-09-18 11:00,45.7
26-09-18 10:00,57.0
26-09-18 09:00,66.8
26-09-18 08:00,78.8
26-09-18 07:00,86.6
26-09-18 06:00,87.1
26-09-18 05:00,90.6
26-09-18 04:00,87.8
26-09-18 03:00,84.6
26-09-18 02:00,84.7
26-09-18 01:00,83.3
26-09-18 00:00,87.9
25-09-18 23:00,84.6
25-09-18 22:00,77.8
25-09-18 21:00,73.0
25-09-18 20:00,66.0
25-09-18 19:00,55.4
25-09-18 18:00,47.4
25-09-18 17:00,42.7
25-09-18 16:00,43.3
25-09-18 15:00,45.0
25-09-18 14:00,45.6
25-09-18 13:00,47.9
25-09-18 12:00,51.8
25-09-18 11:00,59.1
25-09-18 10:00,69.0
25-09-18 09:00,76.2
25-09-18 08:00,81.1
25-09-18 07:00,84.2
25-09-18 06:00,85.1
25-09-18 05:00,85.8
25-09-18 04:00,85.9
25-09-18 03:00,85.8
25-09-18 02:00,84.3
25-09-18 01:00,82.9
25-09-18 00:00,81.0
24-09-18 23:00,78.7
24-09-18 22:00,76.3
24-09-18 21:00,76.5
24-09-18 20:00,76.3
24-09-18 19:00,75.5
24-09-18 18:00,73.2
24-09-18 17:00,72.6
24-09-18 16:00,75.4
24-09-18 15:00,71.2
24-09-18 14:00,55.6
24-09-18 13:00,55.5
24-09-18 12:00,62.6
24-09-18 11:00,69.3
24-09-18 10:00,70.4
24-09-18 09:00,74.4
24-09-18 08:00,80.0
24-09-18 07:00,83.9
24-09-18 06:00,85.3
24-09-18 05:00,84.5
24-09-18 04:00,87.2
24-09-18 03:00,87.3
24-09-18 02:00,87.4
24-09-18 01:00,87.3
24-09-18 00:00,89.8
23-09-18 23:00,91.0
23-09-18 22:00,91.5
23-09-18 21:00,94.3
23-09-18 20:00,95.0
23-09-18 19:00,95.2
23-09-18 18:00,95.7
23-09-18 17:00,95.3
23-09-18 16:00,94.7
23-09-18 15:00,92.8
23-09-18 14:00,89.9
23-09-18 13:00,87.4
23-09-18 12:00,87.2
23-09-18 11:00,86.2
23-09-18 10:00,87.3
23-09-18 09:00,84.8
23-09-18 08:00,80.6
23-09-18 07:00,78.1
23-09-18 06:00,77.0
23-09-18 05:00,75.4
23-09-18 04:00,74.9
23-09-18 03:00,74.8
23-09-18 02:00,74.9
23-09-18 01:00,73.9
23-09-18 00:00,69.7
22-09-18 23:00,70.3
22-09-18 22:00,60.1
22-09-18 21:00,52.0
22-09-18 20:00,47.1
22-09-18 19:00,43.5
22-09-18 18:00,42.5
22-09-18 17:00,41.8
22-09-18 16:00,42.3
22-09-18 15:00,44.5
22-09-18 14:00,46.9
22-09-18 13:00,48.6
22-09-18 12:00,52.0
22-09-18 11:00,54.8
22-09-18 10:00,57.5
22-09-18 09:00,
22-09-18 08:00,
22-09-18 07:00,71.2
22-09-18 06:00,67.2
22-09-18 05:00,66.4
22-09-18 04:00,64.6
22-09-18 03:00,63.2
22-09-18 02:00,64.3
22-09-18 01:00,67.6
22-09-18 00:00,71.9
21-09-18 23:00,76.5
21-09-18 22:00,80.2
21-09-18 21:00,84.4
21-09-18 20:00,86.8
21-09-18 19:00,84.7
21-09-18 18:00,78.9
21-09-18 17:00,72.0
21-09-18 16:00,35.1
21-09-18 15:00,36.1
21-09-18 14:00,41.7
21-09-18 13:00,38.3
21-09-18 12:00,36.6
21-09-18 11:00,43.0
21-09-18 10:00,47.5
21-09-18 09:00,55.2
21-09-18 08:00,60.2
21-09-18 07:00,65.3
21-09-18 06:00,65.8
21-09-18 05:00,67.5
21-09-18 04:00,70.4
21-09-18 03:00,71.9
21-09-18 02:00,69.7
21-09-18 01:00,69.0
21-09-18 00:00,67.0
20-09-18 23:00,64.0
20-09-18 22:00,59.3
20-09-18 21:00,56.0
20-09-18 20:00,49.5
20-09-18 19:00,44.0
20-09-18 18:00,36.5
20-09-18 17:00,34.2
20-09-18 16:00,33.6
20-09-18 15:00,37.2
20-09-18 14:00,40.5
20-09-18 13:00,41.4
20-09-18 12:00,44.4
20-09-18 11:00,48.3
20-09-18 10:00,54.2
20-09-18 09:00,61.8
20-09-18 08:00,71.2
20-09-18 07:00,75.1
20-09-18 06:00,74.1
20-09-18 05:00,74.1
20-09-18 04:00,70.7
20-09-18 03:00,64.7
20-09-18 02:00,62.3
20-09-18 01:00,61.5
20-09-18 00:00,63.8
19-09-18 23:00,59.9
19-09-18 22:00,57.6
19-09-18 21:00,53.0
19-09-18 20:00,47.3
19-09-18 19:00,40.9
19-09-18 18:00,36.1
19-09-18 17:00,33.3
19-09-18 16:00,33.7
19-09-18 15:00,34.0
19-09-18 14:00,36.3
19-09-18 13:00,41.9
19-09-18 12:00,45.5
19-09-18 11:00,51.7
19-09-18 10:00,57.3
19-09-18 09:00,72.3
19-09-18 08:00,65.5
19-09-18 07:00,69.7
19-09-18 06:00,68.4
19-09-18 05:00,67.0
19-09-18 04:00,68.8
19-09-18 03:00,64.2
19-09-18 02:00,62.6
19-09-18 01:00,60.6
19-09-18 00:00,59.3
18-09-18 23:00,58.6
18-09-18 22:00,57.0
18-09-18 21:00,54.9
18-09-18 20:00,49.2
18-09-18 19:00,40.5
18-09-18 18:00,32.4
18-09-18 17:00,30.5
18-09-18 16:00,28.5
18-09-18 15:00,25.8
18-09-18 14:00,27.3
18-09-18 13:00,30.8
18-09-18 12:00,39.6
18-09-18 11:00,47.1
18-09-18 10:00,55.0
18-09-18 09:00,63.2
18-09-18 08:00,73.3
18-09-18 07:00,78.1
18-09-18 06:00,79.0
18-09-18 05:00,77.9
18-09-18 04:00,77.7
18-09-18 03:00,76.9
18-09-18 02:00,73.2
18-09-18 01:00,73.4
18-09-18 00:00,68.1
17-09-18 23:00,61.8
17-09-18 22:00,58.7
17-09-18 21:00,57.0
17-09-18 20:00,53.2
17-09-18 19:00,45.8
17-09-18 18:00,38.1
17-09-18 17:00,34.6
17-09-18 16:00,33.3
17-09-18 15:00,32.6
17-09-18 14:00,32.4
17-09-18 13:00,32.5
17-09-18 12:00,35.7
17-09-18 11:00,38.8
17-09-18 10:00,49.4
17-09-18 09:00,60.4
17-09-18 08:00,73.0
17-09-18 07:00,85.4
17-09-18 06:00,84.8
17-09-18 05:00,82.5
17-09-18 04:00,83.2
17-09-18 03:00,82.2
17-09-18 02:00,82.6
17-09-18 01:00,78.0
17-09-18 00:00,72.0
16-09-18 23:00,66.4
16-09-18 22:00,61.3
16-09-18 21:00,57.6
16-09-18 20:00,52.5
16-09-18 19:00,45.0
16-09-18 18:00,38.1
16-09-18 17:00,34.4
16-09-18 16:00,33.0
16-09-18 15:00,33.8
16-09-18 14:00,36.1
16-09-18 13:00,38.6
16-09-18 12:00,45.6
16-09-18 11:00,51.7
16-09-18 10:00,60.2
16-09-18 09:00,70.6
16-09-18 08:00,83.3
16-09-18 07:00,89.8
16-09-18 06:00,88.5
16-09-18 05:00,85.9
16-09-18 04:00,82.5
16-09-18 03:00,77.4
16-09-18 02:00,71.3
16-09-18 01:00,70.9
16-09-18 00:00,73.3
15-09-18 23:00,71.9
15-09-18 22:00,67.1
15-09-18 21:00,60.4
15-09-18 20:00,52.9
15-09-18 19:00,46.5
15-09-18 18:00,45.9
15-09-18 17:00,44.7
15-09-18 16:00,46.1
15-09-18 15:00,42.8
15-09-18 14:00,40.6
15-09-18 13:00,42.2
15-09-18 12:00,47.5
15-09-18 11:00,51.3
15-09-18 10:00,57.6
15-09-18 09:00,64.8
15-09-18 08:00,72.5
15-09-18 07:00,77.5
15-09-18 06:00,83.2
15-09-18 05:00,86.4
15-09-18 04:00,89.9
15-09-18 03:00,91.7
15-09-18 02:00,88.5
15-09-18 01:00,83.3
15-09-18 00:00,82.1
14-09-18 23:00,82.4
14-09-18 22:00,79.1
14-09-18 21:00,75.1
14-09-18 20:00,70.6
14-09-18 19:00,66.4
14-09-18 18:00,61.9
14-09-18 17:00,59.1
14-09-18 16:00,60.3
14-09-18 15:00,61.7
14-09-18 14:00,65.1
14-09-18 13:00,68.3
14-09-18 12:00,71.5
14-09-18 11:00,73.7
14-09-18 10:00,75.9
14-09-18 09:00,83.5
14-09-18 08:00,85.4
14-09-18 07:00,88.2
14-09-18 06:00,89.2
14-09-18 05:00,87.4
14-09-18 04:00,85.9
14-09-18 03:00,81.0
14-09-18 02:00,78.5
14-09-18 01:00,78.2
14-09-18 00:00,80.6
13-09-18 23:00,82.1
13-09-18 22:00,83.7
13-09-18 21:00,80.8
13-09-18 20:00,79.7
13-09-18 19:00,78.9
13-09-18 18:00,77.8
13-09-18 17:00,76.6
13-09-18 16:00,75.1
13-09-18 15:00,70.9
13-09-18 14:00,66.1
13-09-18 13:00,64.7
13-09-18 12:00,67.1
13-09-18 11:00,68.3
13-09-18 10:00,69.4
13-09-18 09:00,72.2
13-09-18 08:00,73.8
13-09-18 07:00,75.4
13-09-18 06:00,77.9
13-09-18 05:00,79.8
13-09-18 04:00,80.4
13-09-18 03:00,80.2
13-09-18 02:00,80.5
13-09-18 01:00,82.1
13-09-18 00:00,80.3
12-09-18 23:00,77.1
12-09-18 22:00,74.9
12-09-18 21:00,71.4
12-09-18 20:00,67.2
12-09-18 19:00,48.9
12-09-18 18:00,32.5
12-09-18 17:00,29.1
12-09-18 16:00,29.2
12-09-18 15:00,30.1
12-09-18 14:00,32.3
12-09-18 13:00,34.2
12-09-18 12:00,38.0
12-09-18 11:00,41.0
12-09-18 10:00,44.0
12-09-18 09:00,50.7
12-09-18 08:00,61.0
12-09-18 07:00,66.0
12-09-18 06:00,64.9
12-09-18 05:00,62.2
12-09-18 04:00,64.4
12-09-18 03:00,63.4
12-09-18 02:00,58.3
12-09-18 01:00,57.6
12-09-18 00:00,56.0
11-09-18 23:00,50.9
11-09-18 22:00,49.2
11-09-18 21:00,49.2
11-09-18 20:00,47.0
11-09-18 19:00,39.8
11-09-18 18:00,36.1
11-09-18 17:00,32.2
11-09-18 16:00,31.5
11-09-18 15:00,31.7
11-09-18 14:00,33.7
11-09-18 13:00,36.4
11-09-18 12:00,41.3
11-09-18 11:00,47.9
11-09-18 10:00,53.9
11-09-18 09:00,57.2
11-09-18 08:00,67.4
11-09-18 07:00,72.8
11-09-18 06:00,71.9
11-09-18 05:00,71.9
11-09-18 04:00,69.2
11-09-18 03:00,66.7
11-09-18 02:00,64.1
11-09-18 01:00,62.2
11-09-18 00:00,59.3
10-09-18 23:00,58.1
10-09-18 22:00,56.2
10-09-18 21:00,53.2
10-09-18 20:00,48.8
10-09-18 19:00,40.7
10-09-18 18:00,36.9
10-09-18 17:00,36.3
10-09-18 16:00,35.2
10-09-18 15:00,35.6
10-09-18 14:00,33.9
10-09-18 13:00,36.2
10-09-18 12:00,38.6
10-09-18 11:00,47.7
10-09-18 10:00,54.9
10-09-18 09:00,64.7
10-09-18 08:00,79.9
10-09-18 07:00,84.3
10-09-18 06:00,88.1
10-09-18 05:00,86.2
10-09-18 04:00,85.6
10-09-18 03:00,82.4
10-09-18 02:00,79.3
10-09-18 01:00,77.2
10-09-18 00:00,73.3
09-09-18 23:00,69.5
09-09-18 22:00,63.2
09-09-18 21:00,54.5
09-09-18 20:00,49.3
09-09-18 19:00,43.6
09-09-18 18:00,40.1
09-09-18 17:00,38.3
09-09-18 16:00,37.2
09-09-18 15:00,37.2
09-09-18 14:00,38.1
09-09-18 13:00,38.7
09-09-18 12:00,43.5
09-09-18 11:00,49.5
09-09-18 10:00,57.7
09-09-18 09:00,66.8
09-09-18 08:00,72.7
09-09-18 07:00,78.6
09-09-18 06:00,82.4
09-09-18 05:00,81.1
09-09-18 04:00,77.2
09-09-18 03:00,71.8
09-09-18 02:00,67.7
09-09-18 01:00,65.7
09-09-18 00:00,63.7
08-09-18 23:00,57.9
08-09-18 22:00,55.4
08-09-18 21:00,53.3
08-09-18 20:00,47.5
08-09-18 19:00,43.3
08-09-18 18:00,36.1
08-09-18 17:00,32.4
08-09-18 16:00,32.2
08-09-18 15:00,34.3
08-09-18 14:00,35.9
08-09-18 13:00,38.0
08-09-18 12:00,43.2
08-09-18 11:00,46.9
08-09-18 10:00,56.2
08-09-18 09:00,71.5
08-09-18 08:00,78.3
08-09-18 07:00,83.8
08-09-18 06:00,85.1
08-09-18 05:00,84.9
08-09-18 04:00,79.6
08-09-18 03:00,77.2
08-09-18 02:00,77.5
08-09-18 01:00,81.2
08-09-18 00:00,79.3
07-09-18 23:00,69.2
07-09-18 22:00,67.6
07-09-18 21:00,67.0
07-09-18 20:00,63.4
07-09-18 19:00,56.6
07-09-18 18:00,49.8
07-09-18 17:00,48.5
07-09-18 16:00,47.9
07-09-18 15:00,50.4
07-09-18 14:00,55.0
07-09-18 13:00,58.6
07-09-18 12:00,71.2
07-09-18 11:00,83.4
07-09-18 10:00,84.7
07-09-18 09:00,92.0
07-09-18 08:00,93.9
07-09-18 07:00,94.1
07-09-18 06:00,93.2
07-09-18 05:00,91.3
07-09-18 04:00,87.5
07-09-18 03:00,82.4
07-09-18 02:00,75.4
07-09-18 01:00,71.9
07-09-18 00:00,57.9
06-09-18 23:00,55.5
06-09-18 22:00,49.3
06-09-18 21:00,47.6
06-09-18 20:00,50.4
06-09-18 19:00,47.3
06-09-18 18:00,42.7
06-09-18 17:00,37.7
06-09-18 16:00,39.1
06-09-18 15:00,39.3
06-09-18 14:00,40.1
06-09-18 13:00,41.8
06-09-18 12:00,45.5
06-09-18 11:00,51.5
06-09-18 10:00,58.4
06-09-18 09:00,67.6
06-09-18 08:00,76.9
06-09-18 07:00,83.4
06-09-18 06:00,84.9
06-09-18 05:00,86.0
06-09-18 04:00,86.1
06-09-18 03:00,84.5
06-09-18 02:00,81.3
06-09-18 01:00,77.5
06-09-18 00:00,75.9
05-09-18 23:00,73.0
05-09-18 22:00,67.9
05-09-18 21:00,62.2
05-09-18 20:00,57.4
05-09-18 19:00,50.5
05-09-18 18:00,44.2
05-09-18 17:00,42.0
05-09-18 16:00,42.0
05-09-18 15:00,45.5
05-09-18 14:00,47.2
05-09-18 13:00,46.7
05-09-18 12:00,51.9
05-09-18 11:00,59.7
05-09-18 10:00,67.1
05-09-18 09:00,74.8
05-09-18 08:00,84.8
05-09-18 07:00,89.3
05-09-18 06:00,89.0
05-09-18 05:00,86.5
05-09-18 04:00,83.4
05-09-18 03:00,79.3
05-09-18 02:00,73.9
05-09-18 01:00,71.3
05-09-18 00:00,67.3
04-09-18 23:00,65.3
04-09-18 22:00,63.6
04-09-18 21:00,58.0
04-09-18 20:00,53.2
04-09-18 19:00,45.2
04-09-18 18:00,39.5
04-09-18 17:00,37.0
04-09-18 16:00,38.0
04-09-18 15:00,42.9
04-09-18 14:00,46.6
04-09-18 13:00,49.4
04-09-18 12:00,57.4
04-09-18 11:00,64.4
04-09-18 10:00,67.6
04-09-18 09:00,74.9
04-09-18 08:00,86.0
04-09-18 07:00,89.6
04-09-18 06:00,88.9
04-09-18 05:00,89.9
04-09-18 04:00,91.1
04-09-18 03:00,90.4
04-09-18 02:00,87.3
04-09-18 01:00,83.9
04-09-18 00:00,85.0
03-09-18 23:00,84.6
03-09-18 22:00,85.0
03-09-18 21:00,81.9
03-09-18 20:00,75.5
03-09-18 19:00,68.1
03-09-18 18:00,64.6
03-09-18 17:00,66.4
03-09-18 16:00,64.3
03-09-18 15:00,66.9
03-09-18 14:00,66.6
03-09-18 13:00,70.5
03-09-18 12:00,75.5
03-09-18 11:00,81.7
03-09-18 10:00,89.5
03-09-18 09:00,91.7
03-09-18 08:00,93.5
03-09-18 07:00,94.7
03-09-18 06:00,94.6
03-09-18 05:00,94.3
03-09-18 04:00,94.2
03-09-18 03:00,93.1
03-09-18 02:00,91.8
03-09-18 01:00,90.8
03-09-18 00:00,91.3
02-09-18 23:00,92.3
02-09-18 22:00,92.3
02-09-18 21:00,91.9
02-09-18 20:00,90.3
02-09-18 19:00,89.1
02-09-18 18:00,89.2
02-09-18 17:00,90.6
02-09-18 16:00,91.1
02-09-18 15:00,92.0
02-09-18 14:00,92.7
02-09-18 13:00,93.6
02-09-18 12:00,94.1
02-09-18 11:00,94.4
02-09-18 10:00,93.5
02-09-18 09:00,92.0
02-09-18 08:00,87.8
02-09-18 07:00,77.9
02-09-18 06:00,70.9
02-09-18 05:00,73.7
02-09-18 04:00,71.4
02-09-18 03:00,70.4
02-09-18 02:00,71.6
02-09-18 01:00,72.9
02-09-18 00:00,70.1
01-09-18 23:00,65.2
01-09-18 22:00,61.4
01-09-18 21:00,57.8
01-09-18 20:00,55.1
01-09-18 19:00,53.2
01-09-18 18:00,48.8
01-09-18 17:00,46.0
01-09-18 16:00,43.7
01-09-18 15:00,41.6
01-09-18 14:00,41.1
01-09-18 13:00,43.1
01-09-18 12:00,50.2
01-09-18 11:00,58.5
01-09-18 10:00,64.0
01-09-18 09:00,73.7
01-09-18 08:00,80.6
01-09-18 07:00,85.4
01-09-18 06:00,86.5
01-09-18 05:00,85.1
01-09-18 04:00,83.5
01-09-18 03:00,80.3
01-09-18 02:00,77.9
01-09-18 01:00,74.0

