Datum Zeit,Schwartenberg WINDRI
,GRAD
01-10-18 00:00,
30-09-18 23:00,
30-09-18 22:00,
30-09-18 21:00,
30-09-18 20:00,
30-09-18 19:00,
30-09-18 18:00,
30-09-18 17:00,
30-09-18 16:00,150
30-09-18 15:00,154
30-09-18 14:00,142
30-09-18 13:00,138
30-09-18 12:00,149
30-09-18 11:00,153
30-09-18 10:00,155
30-09-18 09:00,154
30-09-18 08:00,155
30-09-18 07:00,151
30-09-18 06:00,152
30-09-18 05:00,151
30-09-18 04:00,144
30-09-18 03:00,145
30-09-18 02:00,142
30-09-18 01:00,139
30-09-18 00:00,139
29-09-18 23:00,135
29-09-18 22:00,134
29-09-18 21:00,132
29-09-18 20:00,130
29-09-18 19:00,132
29-09-18 18:00,131
29-09-18 17:00,32
29-09-18 16:00,355
29-09-18 15:00,350
29-09-18 14:00,337
29-09-18 13:00,338
29-09-18 12:00,348
29-09-18 11:00,322
29-09-18 10:00,297
29-09-18 09:00,319
29-09-18 08:00,300
29-09-18 07:00,293
29-09-18 06:00,294
29-09-18 05:00,300
29-09-18 04:00,300
29-09-18 03:00,321
29-09-18 02:00,342
29-09-18 01:00,344
29-09-18 00:00,343
28-09-18 23:00,337
28-09-18 22:00,335
28-09-18 21:00,335
28-09-18 20:00,321
28-09-18 19:00,314
28-09-18 18:00,312
28-09-18 17:00,312
28-09-18 16:00,317
28-09-18 15:00,316
28-09-18 14:00,316
28-09-18 13:00,315
28-09-18 12:00,304
28-09-18 11:00,300
28-09-18 10:00,297
28-09-18 09:00,301
28-09-18 08:00,308
28-09-18 07:00,311
28-09-18 06:00,292
28-09-18 05:00,268
28-09-18 04:00,252
28-09-18 03:00,244
28-09-18 02:00,225
28-09-18 01:00,207
28-09-18 00:00,179
27-09-18 23:00,163
27-09-18 22:00,159
27-09-18 21:00,177
27-09-18 20:00,153
27-09-18 19:00,141
27-09-18 18:00,152
27-09-18 17:00,154
27-09-18 16:00,152
27-09-18 15:00,262
27-09-18 14:00,268
27-09-18 13:00,257
27-09-18 12:00,265
27-09-18 11:00,222
27-09-18 10:00,238
27-09-18 09:00,278
27-09-18 08:00,284
27-09-18 07:00,278
27-09-18 06:00,279
27-09-18 05:00,280
27-09-18 04:00,278
27-09-18 03:00,278
27-09-18 02:00,275
27-09-18 01:00,286
27-09-18 00:00,279
26-09-18 23:00,268
26-09-18 22:00,274
26-09-18 21:00,271
26-09-18 20:00,256
26-09-18 19:00,224
26-09-18 18:00,184
26-09-18 17:00,184
26-09-18 16:00,182
26-09-18 15:00,165
26-09-18 14:00,174
26-09-18 13:00,173
26-09-18 12:00,169
26-09-18 11:00,165
26-09-18 10:00,165
26-09-18 09:00,172
26-09-18 08:00,168
26-09-18 07:00,165
26-09-18 06:00,167
26-09-18 05:00,163
26-09-18 04:00,160
26-09-18 03:00,157
26-09-18 02:00,155
26-09-18 01:00,165
26-09-18 00:00,228
25-09-18 23:00,223
25-09-18 22:00,215
25-09-18 21:00,269
25-09-18 20:00,284
25-09-18 19:00,298
25-09-18 18:00,313
25-09-18 17:00,306
25-09-18 16:00,314
25-09-18 15:00,303
25-09-18 14:00,313
25-09-18 13:00,297
25-09-18 12:00,311
25-09-18 11:00,309
25-09-18 10:00,313
25-09-18 09:00,313
25-09-18 08:00,310
25-09-18 07:00,305
25-09-18 06:00,305
25-09-18 05:00,305
25-09-18 04:00,310
25-09-18 03:00,308
25-09-18 02:00,309
25-09-18 01:00,305
25-09-18 00:00,305
24-09-18 23:00,303
24-09-18 22:00,299
24-09-18 21:00,292
24-09-18 20:00,292
24-09-18 19:00,292
24-09-18 18:00,291
24-09-18 17:00,285
24-09-18 16:00,289
24-09-18 15:00,303
24-09-18 14:00,306
24-09-18 13:00,305
24-09-18 12:00,301
24-09-18 11:00,298
24-09-18 10:00,300
24-09-18 09:00,301
24-09-18 08:00,300
24-09-18 07:00,302
24-09-18 06:00,302
24-09-18 05:00,300
24-09-18 04:00,298
24-09-18 03:00,301
24-09-18 02:00,304
24-09-18 01:00,311
24-09-18 00:00,318
23-09-18 23:00,322
23-09-18 22:00,319
23-09-18 21:00,316
23-09-18 20:00,290
23-09-18 19:00,270
23-09-18 18:00,217
23-09-18 17:00,178
23-09-18 16:00,154
23-09-18 15:00,144
23-09-18 14:00,149
23-09-18 13:00,150
23-09-18 12:00,153
23-09-18 11:00,157
23-09-18 10:00,165
23-09-18 09:00,179
23-09-18 08:00,188
23-09-18 07:00,203
23-09-18 06:00,223
23-09-18 05:00,246
23-09-18 04:00,226
23-09-18 03:00,239
23-09-18 02:00,282
23-09-18 01:00,256
23-09-18 00:00,231
22-09-18 23:00,245
22-09-18 22:00,241
22-09-18 21:00,238
22-09-18 20:00,224
22-09-18 19:00,220
22-09-18 18:00,254
22-09-18 17:00,252
22-09-18 16:00,259
22-09-18 15:00,270
22-09-18 14:00,269
22-09-18 13:00,265
22-09-18 12:00,270
22-09-18 11:00,263
22-09-18 10:00,267
22-09-18 09:00,270
22-09-18 08:00,256
22-09-18 07:00,246
22-09-18 06:00,247
22-09-18 05:00,242
22-09-18 04:00,242
22-09-18 03:00,259
22-09-18 02:00,269
22-09-18 01:00,275
22-09-18 00:00,281
21-09-18 23:00,287
21-09-18 22:00,300
21-09-18 21:00,297
21-09-18 20:00,293
21-09-18 19:00,297
21-09-18 18:00,249
21-09-18 17:00,227
21-09-18 16:00,200
21-09-18 15:00,186
21-09-18 14:00,186
21-09-18 13:00,182
21-09-18 12:00,148
21-09-18 11:00,155
21-09-18 10:00,167
21-09-18 09:00,166
21-09-18 08:00,169
21-09-18 07:00,163
21-09-18 06:00,164
21-09-18 05:00,163
21-09-18 04:00,158
21-09-18 03:00,161
21-09-18 02:00,172
21-09-18 01:00,177
21-09-18 00:00,176
20-09-18 23:00,180
20-09-18 22:00,184
20-09-18 21:00,184
20-09-18 20:00,192
20-09-18 19:00,202
20-09-18 18:00,210
20-09-18 17:00,213
20-09-18 16:00,211
20-09-18 15:00,231
20-09-18 14:00,213
20-09-18 13:00,188
20-09-18 12:00,178
20-09-18 11:00,152
20-09-18 10:00,176
20-09-18 09:00,199
20-09-18 08:00,210
20-09-18 07:00,220
20-09-18 06:00,215
20-09-18 05:00,209
20-09-18 04:00,221
20-09-18 03:00,222
20-09-18 02:00,216
20-09-18 01:00,215
20-09-18 00:00,212
19-09-18 23:00,213
19-09-18 22:00,208
19-09-18 21:00,191
19-09-18 20:00,181
19-09-18 19:00,179
19-09-18 18:00,157
19-09-18 17:00,129
19-09-18 16:00,188
19-09-18 15:00,318
19-09-18 14:00,309
19-09-18 13:00,301
19-09-18 12:00,289
19-09-18 11:00,298
19-09-18 10:00,291
19-09-18 09:00,276
19-09-18 08:00,264
19-09-18 07:00,267
19-09-18 06:00,266
19-09-18 05:00,258
19-09-18 04:00,235
19-09-18 03:00,216
19-09-18 02:00,192
19-09-18 01:00,200
19-09-18 00:00,194
18-09-18 23:00,193
18-09-18 22:00,181
18-09-18 21:00,153
18-09-18 20:00,146
18-09-18 19:00,140
18-09-18 18:00,147
18-09-18 17:00,176
18-09-18 16:00,174
18-09-18 15:00,149
18-09-18 14:00,151
18-09-18 13:00,147
18-09-18 12:00,143
18-09-18 11:00,160
18-09-18 10:00,153
18-09-18 09:00,145
18-09-18 08:00,137
18-09-18 07:00,140
18-09-18 06:00,147
18-09-18 05:00,153
18-09-18 04:00,151
18-09-18 03:00,146
18-09-18 02:00,135
18-09-18 01:00,133
18-09-18 00:00,135
17-09-18 23:00,138
17-09-18 22:00,133
17-09-18 21:00,135
17-09-18 20:00,134
17-09-18 19:00,134
17-09-18 18:00,132
17-09-18 17:00,136
17-09-18 16:00,134
17-09-18 15:00,145
17-09-18 14:00,149
17-09-18 13:00,150
17-09-18 12:00,132
17-09-18 11:00,152
17-09-18 10:00,215
17-09-18 09:00,180
17-09-18 08:00,157
17-09-18 07:00,155
17-09-18 06:00,160
17-09-18 05:00,168
17-09-18 04:00,159
17-09-18 03:00,157
17-09-18 02:00,149
17-09-18 01:00,144
17-09-18 00:00,145
16-09-18 23:00,142
16-09-18 22:00,139
16-09-18 21:00,136
16-09-18 20:00,134
16-09-18 19:00,139
16-09-18 18:00,153
16-09-18 17:00,156
16-09-18 16:00,155
16-09-18 15:00,147
16-09-18 14:00,152
16-09-18 13:00,159
16-09-18 12:00,148
16-09-18 11:00,147
16-09-18 10:00,139
16-09-18 09:00,142
16-09-18 08:00,134
16-09-18 07:00,143
16-09-18 06:00,144
16-09-18 05:00,102
16-09-18 04:00,23
16-09-18 03:00,306
16-09-18 02:00,294
16-09-18 01:00,302
16-09-18 00:00,294
15-09-18 23:00,263
15-09-18 22:00,278
15-09-18 21:00,272
15-09-18 20:00,287
15-09-18 19:00,303
15-09-18 18:00,307
15-09-18 17:00,313
15-09-18 16:00,303
15-09-18 15:00,296
15-09-18 14:00,297
15-09-18 13:00,292
15-09-18 12:00,291
15-09-18 11:00,302
15-09-18 10:00,309
15-09-18 09:00,308
15-09-18 08:00,292
15-09-18 07:00,298
15-09-18 06:00,300
15-09-18 05:00,283
15-09-18 04:00,270
15-09-18 03:00,252
15-09-18 02:00,193
15-09-18 01:00,152
15-09-18 00:00,146
14-09-18 23:00,147
14-09-18 22:00,146
14-09-18 21:00,154
14-09-18 20:00,163
14-09-18 19:00,142
14-09-18 18:00,29
14-09-18 17:00,358
14-09-18 16:00,7
14-09-18 15:00,315
14-09-18 14:00,305
14-09-18 13:00,307
14-09-18 12:00,314
14-09-18 11:00,298
14-09-18 10:00,324
14-09-18 09:00,334
14-09-18 08:00,333
14-09-18 07:00,332
14-09-18 06:00,328
14-09-18 05:00,332
14-09-18 04:00,333
14-09-18 03:00,326
14-09-18 02:00,328
14-09-18 01:00,329
14-09-18 00:00,337
13-09-18 23:00,341
13-09-18 22:00,333
13-09-18 21:00,326
13-09-18 20:00,315
13-09-18 19:00,332
13-09-18 18:00,333
13-09-18 17:00,332
13-09-18 16:00,330
13-09-18 15:00,7
13-09-18 14:00,311
13-09-18 13:00,309
13-09-18 12:00,16
13-09-18 11:00,116
13-09-18 10:00,159
13-09-18 09:00,45
13-09-18 08:00,346
13-09-18 07:00,308
13-09-18 06:00,346
13-09-18 05:00,8
13-09-18 04:00,17
13-09-18 03:00,11
13-09-18 02:00,1
13-09-18 01:00,0
13-09-18 00:00,349
12-09-18 23:00,17
12-09-18 22:00,6
12-09-18 21:00,313
12-09-18 20:00,284
12-09-18 19:00,273
12-09-18 18:00,285
12-09-18 17:00,295
12-09-18 16:00,288
12-09-18 15:00,269
