Datum Zeit,Leipzig-Thekla WINDRI
,GRAD
01-10-18 00:00,
30-09-18 23:00,
30-09-18 22:00,
30-09-18 21:00,
30-09-18 20:00,
30-09-18 19:00,
30-09-18 18:00,
30-09-18 17:00,
30-09-18 16:00,
30-09-18 15:00,
30-09-18 14:00,
30-09-18 13:00,
30-09-18 12:00,
30-09-18 11:00,
30-09-18 10:00,235
30-09-18 09:00,235
30-09-18 08:00,159
30-09-18 07:00,129
30-09-18 06:00,137
30-09-18 05:00,21
30-09-18 04:00,19
30-09-18 03:00,20
30-09-18 02:00,136
30-09-18 01:00,105
30-09-18 00:00,173
29-09-18 23:00,174
29-09-18 22:00,187
29-09-18 21:00,172
29-09-18 20:00,165
29-09-18 19:00,184
29-09-18 18:00,86
29-09-18 17:00,156
29-09-18 16:00,178
29-09-18 15:00,221
29-09-18 14:00,246
29-09-18 13:00,25
29-09-18 12:00,319
29-09-18 11:00,253
29-09-18 10:00,334
29-09-18 09:00,291
29-09-18 08:00,319
29-09-18 07:00,31
29-09-18 06:00,17
29-09-18 05:00,352
29-09-18 04:00,184
29-09-18 03:00,160
29-09-18 02:00,155
29-09-18 01:00,12
29-09-18 00:00,328
28-09-18 23:00,300
28-09-18 22:00,1
28-09-18 21:00,355
28-09-18 20:00,334
28-09-18 19:00,341
28-09-18 18:00,342
28-09-18 17:00,340
28-09-18 16:00,336
28-09-18 15:00,336
28-09-18 14:00,331
28-09-18 13:00,318
28-09-18 12:00,334
28-09-18 11:00,337
28-09-18 10:00,338
28-09-18 09:00,37
28-09-18 08:00,267
28-09-18 07:00,329
28-09-18 06:00,314
28-09-18 05:00,6
28-09-18 04:00,357
28-09-18 03:00,348
28-09-18 02:00,2
28-09-18 01:00,40
28-09-18 00:00,19
27-09-18 23:00,278
27-09-18 22:00,357
27-09-18 21:00,255
27-09-18 20:00,1
27-09-18 19:00,268
27-09-18 18:00,336
27-09-18 17:00,217
27-09-18 16:00,220
27-09-18 15:00,239
27-09-18 14:00,239
27-09-18 13:00,242
27-09-18 12:00,234
27-09-18 11:00,242
27-09-18 10:00,241
27-09-18 09:00,237
27-09-18 08:00,258
27-09-18 07:00,261
27-09-18 06:00,270
27-09-18 05:00,337
27-09-18 04:00,344
27-09-18 03:00,238
27-09-18 02:00,236
27-09-18 01:00,247
27-09-18 00:00,230
26-09-18 23:00,245
26-09-18 22:00,263
26-09-18 21:00,248
26-09-18 20:00,266
26-09-18 19:00,241
26-09-18 18:00,236
26-09-18 17:00,240
26-09-18 16:00,233
26-09-18 15:00,229
26-09-18 14:00,243
26-09-18 13:00,236
26-09-18 12:00,240
26-09-18 11:00,238
26-09-18 10:00,234
26-09-18 09:00,238
26-09-18 08:00,228
26-09-18 07:00,55
26-09-18 06:00,134
26-09-18 05:00,92
26-09-18 04:00,30
26-09-18 03:00,97
26-09-18 02:00,62
26-09-18 01:00,67
26-09-18 00:00,122
25-09-18 23:00,96
25-09-18 22:00,190
25-09-18 21:00,4
25-09-18 20:00,357
25-09-18 19:00,36
25-09-18 18:00,358
25-09-18 17:00,336
25-09-18 16:00,337
25-09-18 15:00,327
25-09-18 14:00,314
25-09-18 13:00,336
25-09-18 12:00,330
25-09-18 11:00,332
25-09-18 10:00,315
25-09-18 09:00,294
25-09-18 08:00,243
25-09-18 07:00,258
25-09-18 06:00,328
25-09-18 05:00,247
25-09-18 04:00,242
25-09-18 03:00,251
25-09-18 02:00,245
25-09-18 01:00,252
25-09-18 00:00,253
24-09-18 23:00,256
24-09-18 22:00,261
24-09-18 21:00,262
24-09-18 20:00,260
24-09-18 19:00,257
24-09-18 18:00,255
24-09-18 17:00,262
24-09-18 16:00,263
24-09-18 15:00,267
24-09-18 14:00,288
24-09-18 13:00,284
24-09-18 12:00,284
24-09-18 11:00,289
24-09-18 10:00,266
24-09-18 09:00,271
24-09-18 08:00,265
24-09-18 07:00,254
24-09-18 06:00,257
24-09-18 05:00,249
24-09-18 04:00,245
24-09-18 03:00,250
24-09-18 02:00,257
24-09-18 01:00,262
24-09-18 00:00,260
23-09-18 23:00,303
23-09-18 22:00,334
23-09-18 21:00,338
23-09-18 20:00,338
23-09-18 19:00,344
23-09-18 18:00,354
23-09-18 17:00,357
23-09-18 16:00,11
23-09-18 15:00,360
23-09-18 14:00,94
23-09-18 13:00,116
23-09-18 12:00,135
23-09-18 11:00,143
23-09-18 10:00,171
23-09-18 09:00,233
23-09-18 08:00,237
23-09-18 07:00,230
23-09-18 06:00,260
23-09-18 05:00,247
23-09-18 04:00,240
23-09-18 03:00,240
23-09-18 02:00,240
23-09-18 01:00,246
23-09-18 00:00,251
22-09-18 23:00,245
22-09-18 22:00,246
22-09-18 21:00,248
22-09-18 20:00,249
22-09-18 19:00,265
22-09-18 18:00,241
22-09-18 17:00,246
22-09-18 16:00,251
22-09-18 15:00,253
22-09-18 14:00,254
22-09-18 13:00,250
22-09-18 12:00,247
22-09-18 11:00,252
22-09-18 10:00,247
22-09-18 09:00,247
22-09-18 08:00,240
22-09-18 07:00,232
22-09-18 06:00,227
22-09-18 05:00,230
22-09-18 04:00,242
22-09-18 03:00,246
22-09-18 02:00,241
22-09-18 01:00,241
22-09-18 00:00,239
21-09-18 23:00,246
21-09-18 22:00,245
21-09-18 21:00,245
21-09-18 20:00,241
21-09-18 19:00,250
21-09-18 18:00,298
21-09-18 17:00,323
21-09-18 16:00,246
21-09-18 15:00,238
21-09-18 14:00,233
21-09-18 13:00,234
21-09-18 12:00,228
21-09-18 11:00,218
21-09-18 10:00,195
21-09-18 09:00,214
21-09-18 08:00,220
21-09-18 07:00,215
21-09-18 06:00,226
21-09-18 05:00,219
21-09-18 04:00,227
21-09-18 03:00,180
21-09-18 02:00,151
21-09-18 01:00,158
21-09-18 00:00,64
20-09-18 23:00,5
20-09-18 22:00,191
20-09-18 21:00,335
20-09-18 20:00,254
20-09-18 19:00,284
20-09-18 18:00,220
20-09-18 17:00,236
20-09-18 16:00,237
20-09-18 15:00,236
20-09-18 14:00,235
20-09-18 13:00,227
20-09-18 12:00,230
20-09-18 11:00,234
20-09-18 10:00,217
20-09-18 09:00,253
20-09-18 08:00,186
20-09-18 07:00,205
20-09-18 06:00,115
20-09-18 05:00,286
20-09-18 04:00,343
20-09-18 03:00,315
20-09-18 02:00,278
20-09-18 01:00,331
20-09-18 00:00,0
19-09-18 23:00,294
19-09-18 22:00,287
19-09-18 21:00,278
19-09-18 20:00,288
19-09-18 19:00,293
19-09-18 18:00,209
19-09-18 17:00,231
19-09-18 16:00,222
19-09-18 15:00,222
19-09-18 14:00,220
19-09-18 13:00,236
19-09-18 12:00,201
19-09-18 11:00,170
19-09-18 10:00,174
19-09-18 09:00,33
19-09-18 08:00,34
19-09-18 07:00,4
19-09-18 06:00,29
19-09-18 05:00,6
19-09-18 04:00,290
19-09-18 03:00,230
19-09-18 02:00,211
19-09-18 01:00,261
19-09-18 00:00,280
18-09-18 23:00,272
18-09-18 22:00,277
18-09-18 21:00,267
18-09-18 20:00,271
18-09-18 19:00,274
18-09-18 18:00,207
18-09-18 17:00,212
18-09-18 16:00,223
18-09-18 15:00,217
18-09-18 14:00,223
18-09-18 13:00,224
18-09-18 12:00,229
18-09-18 11:00,238
18-09-18 10:00,228
18-09-18 09:00,230
18-09-18 08:00,185
18-09-18 07:00,199
18-09-18 06:00,235
18-09-18 05:00,272
18-09-18 04:00,234
18-09-18 03:00,249
18-09-18 02:00,227
18-09-18 01:00,234
18-09-18 00:00,210
17-09-18 23:00,217
17-09-18 22:00,193
17-09-18 21:00,198
17-09-18 20:00,188
17-09-18 19:00,195
17-09-18 18:00,162
17-09-18 17:00,105
17-09-18 16:00,269
17-09-18 15:00,222
17-09-18 14:00,241
17-09-18 13:00,237
17-09-18 12:00,212
17-09-18 11:00,239
17-09-18 10:00,238
17-09-18 09:00,244
17-09-18 08:00,278
17-09-18 07:00,324
17-09-18 06:00,16
17-09-18 05:00,334
17-09-18 04:00,347
17-09-18 03:00,325
17-09-18 02:00,193
17-09-18 01:00,177
17-09-18 00:00,84
16-09-18 23:00,163
16-09-18 22:00,212
16-09-18 21:00,181
16-09-18 20:00,186
16-09-18 19:00,211
16-09-18 18:00,196
16-09-18 17:00,226
16-09-18 16:00,226
16-09-18 15:00,217
16-09-18 14:00,213
16-09-18 13:00,194
16-09-18 12:00,207
16-09-18 11:00,124
16-09-18 10:00,175
16-09-18 09:00,95
16-09-18 08:00,193
16-09-18 07:00,134
16-09-18 06:00,150
16-09-18 05:00,146
16-09-18 04:00,292
16-09-18 03:00,176
16-09-18 02:00,66
16-09-18 01:00,346
16-09-18 00:00,12
15-09-18 23:00,349
15-09-18 22:00,343
15-09-18 21:00,18
15-09-18 20:00,193
15-09-18 19:00,265
15-09-18 18:00,253
15-09-18 17:00,276
15-09-18 16:00,281
15-09-18 15:00,284
15-09-18 14:00,253
15-09-18 13:00,248
15-09-18 12:00,264
15-09-18 11:00,251
15-09-18 10:00,246
15-09-18 09:00,249
15-09-18 08:00,249
15-09-18 07:00,312
15-09-18 06:00,357
15-09-18 05:00,336
15-09-18 04:00,24
15-09-18 03:00,101
15-09-18 02:00,150
15-09-18 01:00,225
15-09-18 00:00,117
14-09-18 23:00,135
14-09-18 22:00,109
14-09-18 21:00,93
14-09-18 20:00,103
14-09-18 19:00,104
14-09-18 18:00,166
14-09-18 17:00,99
14-09-18 16:00,140
14-09-18 15:00,154
14-09-18 14:00,243
14-09-18 13:00,247
14-09-18 12:00,32
14-09-18 11:00,113
14-09-18 10:00,132
14-09-18 09:00,319
14-09-18 08:00,344
14-09-18 07:00,338
14-09-18 06:00,339
14-09-18 05:00,336
14-09-18 04:00,337
14-09-18 03:00,336
14-09-18 02:00,344
14-09-18 01:00,346
14-09-18 00:00,344
13-09-18 23:00,324
13-09-18 22:00,174
13-09-18 21:00,159
13-09-18 20:00,345
13-09-18 19:00,341
13-09-18 18:00,350
13-09-18 17:00,351
13-09-18 16:00,348
13-09-18 15:00,348
13-09-18 14:00,341
13-09-18 13:00,23
13-09-18 12:00,29
13-09-18 11:00,358
13-09-18 10:00,15
13-09-18 09:00,56
13-09-18 08:00,60
13-09-18 07:00,75
13-09-18 06:00,191
13-09-18 05:00,336
13-09-18 04:00,346
13-09-18 03:00,316
13-09-18 02:00,181
13-09-18 01:00,177
13-09-18 00:00,161
12-09-18 23:00,332
12-09-18 22:00,338
12-09-18 21:00,339
12-09-18 20:00,338
12-09-18 19:00,337
12-09-18 18:00,288
12-09-18 17:00,264
12-09-18 16:00,268
12-09-18 15:00,255
12-09-18 14:00,254
