Datum Zeit,Glauchau WINDRI
12-09-18 13:00,262
12-09-18 12:00,261
12-09-18 11:00,245
12-09-18 10:00,212
12-09-18 09:00,213
12-09-18 08:00,189
12-09-18 07:00,210
12-09-18 06:00,354
12-09-18 05:00,351
12-09-18 04:00,215
12-09-18 03:00,199
12-09-18 02:00,194
12-09-18 01:00,212
12-09-18 00:00,188
11-09-18 23:00,183
11-09-18 22:00,186
11-09-18 21:00,204
11-09-18 20:00,182
11-09-18 19:00,204
11-09-18 18:00,254
11-09-18 17:00,262
11-09-18 16:00,267
11-09-18 15:00,253
11-09-18 14:00,257
11-09-18 13:00,251
11-09-18 12:00,236
11-09-18 11:00,256
11-09-18 10:00,250
11-09-18 09:00,216
11-09-18 08:00,199
11-09-18 07:00,65
11-09-18 06:00,98
11-09-18 05:00,124
11-09-18 04:00,159
11-09-18 03:00,159
11-09-18 02:00,265
11-09-18 01:00,182
11-09-18 00:00,147
10-09-18 23:00,193
10-09-18 22:00,335
10-09-18 21:00,195
10-09-18 20:00,189
10-09-18 19:00,185
10-09-18 18:00,254
10-09-18 17:00,254
10-09-18 16:00,278
10-09-18 15:00,243
10-09-18 14:00,271
10-09-18 13:00,259
10-09-18 12:00,249
10-09-18 11:00,200
10-09-18 10:00,200
10-09-18 09:00,205
10-09-18 08:00,151
10-09-18 07:00,226
10-09-18 06:00,196
10-09-18 05:00,126
10-09-18 04:00,195
10-09-18 03:00,131
10-09-18 02:00,148
10-09-18 01:00,204
10-09-18 00:00,189
09-09-18 23:00,165
09-09-18 22:00,205
09-09-18 21:00,186
09-09-18 20:00,176
09-09-18 19:00,137
09-09-18 18:00,311
09-09-18 17:00,304
09-09-18 16:00,287
09-09-18 15:00,286
09-09-18 14:00,283
09-09-18 13:00,276
09-09-18 12:00,288
09-09-18 11:00,276
09-09-18 10:00,196
09-09-18 09:00,228
09-09-18 08:00,203
09-09-18 07:00,205
09-09-18 06:00,155
09-09-18 05:00,174
09-09-18 04:00,170
09-09-18 03:00,154
09-09-18 02:00,156
09-09-18 01:00,174
09-09-18 00:00,157
08-09-18 23:00,219
08-09-18 22:00,156
08-09-18 21:00,97
08-09-18 20:00,24
08-09-18 19:00,76
08-09-18 18:00,330
08-09-18 17:00,299
08-09-18 16:00,309
08-09-18 15:00,353
08-09-18 14:00,278
08-09-18 13:00,157
08-09-18 12:00,261
08-09-18 11:00,252
08-09-18 10:00,252
08-09-18 09:00,273
08-09-18 08:00,209
08-09-18 07:00,174
08-09-18 06:00,212
08-09-18 05:00,248
08-09-18 04:00,208
08-09-18 03:00,191
08-09-18 02:00,187
08-09-18 01:00,188
08-09-18 00:00,210
07-09-18 23:00,177
07-09-18 22:00,102
07-09-18 21:00,149
07-09-18 20:00,204
07-09-18 19:00,121
07-09-18 18:00,245
07-09-18 17:00,178
07-09-18 16:00,187
07-09-18 15:00,287
07-09-18 14:00,289
07-09-18 13:00,292
07-09-18 12:00,284
07-09-18 11:00,275
07-09-18 10:00,280
07-09-18 09:00,239
07-09-18 08:00,240
07-09-18 07:00,201
07-09-18 06:00,204
07-09-18 05:00,196
07-09-18 04:00,214
07-09-18 03:00,184
07-09-18 02:00,269
07-09-18 01:00,192
07-09-18 00:00,195
06-09-18 23:00,202
06-09-18 22:00,175
06-09-18 21:00,185
06-09-18 20:00,108
06-09-18 19:00,95
06-09-18 18:00,69
06-09-18 17:00,79
06-09-18 16:00,53
06-09-18 15:00,20
06-09-18 14:00,55
06-09-18 13:00,6
06-09-18 12:00,74
06-09-18 11:00,154
06-09-18 10:00,205
06-09-18 09:00,220
06-09-18 08:00,206
06-09-18 07:00,186
06-09-18 06:00,199
06-09-18 05:00,176
06-09-18 04:00,250
06-09-18 03:00,254
06-09-18 02:00,265
06-09-18 01:00,168
06-09-18 00:00,175
05-09-18 23:00,175
05-09-18 22:00,98
05-09-18 21:00,146
05-09-18 20:00,92
05-09-18 19:00,23
05-09-18 18:00,7
05-09-18 17:00,9
05-09-18 16:00,344
05-09-18 15:00,11
05-09-18 14:00,358
05-09-18 13:00,18
05-09-18 12:00,13
05-09-18 11:00,7
05-09-18 10:00,294
05-09-18 09:00,236
05-09-18 08:00,258
05-09-18 07:00,325
05-09-18 06:00,114
05-09-18 05:00,194
05-09-18 04:00,188
05-09-18 03:00,171
05-09-18 02:00,155
05-09-18 01:00,155
05-09-18 00:00,345
04-09-18 23:00,255
04-09-18 22:00,152
04-09-18 21:00,180
04-09-18 20:00,164
04-09-18 19:00,210
04-09-18 18:00,323
04-09-18 17:00,336
04-09-18 16:00,36
04-09-18 15:00,1
04-09-18 14:00,13
04-09-18 13:00,1
04-09-18 12:00,347
04-09-18 11:00,325
04-09-18 10:00,279
04-09-18 09:00,285
04-09-18 08:00,238
04-09-18 07:00,220
04-09-18 06:00,271
04-09-18 05:00,240
04-09-18 04:00,194
04-09-18 03:00,197
04-09-18 02:00,219
04-09-18 01:00,234
04-09-18 00:00,228
03-09-18 23:00,221
03-09-18 22:00,222
03-09-18 21:00,310
03-09-18 20:00,165
03-09-18 19:00,30
03-09-18 18:00,42
03-09-18 17:00,28
03-09-18 16:00,13
03-09-18 15:00,13
03-09-18 14:00,13
03-09-18 13:00,34
03-09-18 12:00,53
03-09-18 11:00,11
03-09-18 10:00,12
03-09-18 09:00,17
03-09-18 08:00,13
03-09-18 07:00,25
03-09-18 06:00,27
03-09-18 05:00,56
03-09-18 04:00,7
03-09-18 03:00,188
03-09-18 02:00,84
03-09-18 01:00,23
03-09-18 00:00,28
02-09-18 23:00,18
02-09-18 22:00,18
02-09-18 21:00,3
02-09-18 20:00,24
02-09-18 19:00,42
02-09-18 18:00,45
02-09-18 17:00,25
02-09-18 16:00,45
02-09-18 15:00,36
02-09-18 14:00,23
02-09-18 13:00,28
02-09-18 12:00,29
02-09-18 11:00,17
02-09-18 10:00,16
02-09-18 09:00,13
02-09-18 08:00,6
02-09-18 07:00,5
02-09-18 06:00,17
02-09-18 05:00,30
02-09-18 04:00,35
02-09-18 03:00,14
02-09-18 02:00,23
02-09-18 01:00,24
02-09-18 00:00,36
01-09-18 23:00,49
01-09-18 22:00,56
01-09-18 21:00,67
01-09-18 20:00,67
01-09-18 19:00,65
01-09-18 18:00,70
01-09-18 17:00,65
01-09-18 16:00,43
01-09-18 15:00,65
01-09-18 14:00,15
01-09-18 13:00,12
01-09-18 12:00,20
01-09-18 11:00,20
01-09-18 10:00,353
01-09-18 09:00,341
01-09-18 08:00,335
01-09-18 07:00,311
01-09-18 06:00,145
01-09-18 05:00,57
01-09-18 04:00,109
01-09-18 03:00,349
01-09-18 02:00,43
01-09-18 01:00,54

