Datum Zeit,Niesky WINDRI
,GRAD
01-10-18 00:00,
30-09-18 23:00,
30-09-18 22:00,
30-09-18 21:00,
30-09-18 20:00,
30-09-18 19:00,
30-09-18 18:00,
30-09-18 17:00,
30-09-18 16:00,
30-09-18 15:00,
30-09-18 14:00,
30-09-18 13:00,
30-09-18 12:00,
30-09-18 11:00,
30-09-18 10:00,
30-09-18 09:00,
30-09-18 08:00,
30-09-18 07:00,
30-09-18 06:00,
30-09-18 05:00,
30-09-18 04:00,
30-09-18 03:00,
30-09-18 02:00,
30-09-18 01:00,
30-09-18 00:00,
29-09-18 23:00,
29-09-18 22:00,
29-09-18 21:00,
29-09-18 20:00,
29-09-18 19:00,
29-09-18 18:00,
29-09-18 17:00,
29-09-18 16:00,
29-09-18 15:00,
29-09-18 14:00,
29-09-18 13:00,
29-09-18 12:00,
29-09-18 11:00,
29-09-18 10:00,297
29-09-18 09:00,289
29-09-18 08:00,277
29-09-18 07:00,307
29-09-18 06:00,344
29-09-18 05:00,327
29-09-18 04:00,0
29-09-18 03:00,354
29-09-18 02:00,44
29-09-18 01:00,303
29-09-18 00:00,299
28-09-18 23:00,296
28-09-18 22:00,292
28-09-18 21:00,298
28-09-18 20:00,333
28-09-18 19:00,309
28-09-18 18:00,305
28-09-18 17:00,307
28-09-18 16:00,263
28-09-18 15:00,263
28-09-18 14:00,264
28-09-18 13:00,324
28-09-18 12:00,334
28-09-18 11:00,280
28-09-18 10:00,284
28-09-18 09:00,278
28-09-18 08:00,282
28-09-18 07:00,292
28-09-18 06:00,276
28-09-18 05:00,131
28-09-18 04:00,203
28-09-18 03:00,203
28-09-18 02:00,201
28-09-18 01:00,198
28-09-18 00:00,199
27-09-18 23:00,199
27-09-18 22:00,196
27-09-18 21:00,187
27-09-18 20:00,182
27-09-18 19:00,177
27-09-18 18:00,198
27-09-18 17:00,211
27-09-18 16:00,246
27-09-18 15:00,240
27-09-18 14:00,210
27-09-18 13:00,239
27-09-18 12:00,247
27-09-18 11:00,240
27-09-18 10:00,257
27-09-18 09:00,258
27-09-18 08:00,263
27-09-18 07:00,261
27-09-18 06:00,258
27-09-18 05:00,260
27-09-18 04:00,265
27-09-18 03:00,266
27-09-18 02:00,259
27-09-18 01:00,258
27-09-18 00:00,253
26-09-18 23:00,229
26-09-18 22:00,173
26-09-18 21:00,200
26-09-18 20:00,203
26-09-18 19:00,201
26-09-18 18:00,209
26-09-18 17:00,212
26-09-18 16:00,214
26-09-18 15:00,208
26-09-18 14:00,207
26-09-18 13:00,203
26-09-18 12:00,209
26-09-18 11:00,205
26-09-18 10:00,206
26-09-18 09:00,198
26-09-18 08:00,200
26-09-18 07:00,196
26-09-18 06:00,195
26-09-18 05:00,168
26-09-18 04:00,143
26-09-18 03:00,139
26-09-18 02:00,134
26-09-18 01:00,138
26-09-18 00:00,142
25-09-18 23:00,132
25-09-18 22:00,147
25-09-18 21:00,166
25-09-18 20:00,294
25-09-18 19:00,281
25-09-18 18:00,270
25-09-18 17:00,277
25-09-18 16:00,281
25-09-18 15:00,290
25-09-18 14:00,288
25-09-18 13:00,299
25-09-18 12:00,306
25-09-18 11:00,274
25-09-18 10:00,293
25-09-18 09:00,280
25-09-18 08:00,272
25-09-18 07:00,270
25-09-18 06:00,272
25-09-18 05:00,266
25-09-18 04:00,266
25-09-18 03:00,265
25-09-18 02:00,270
25-09-18 01:00,272
25-09-18 00:00,270
24-09-18 23:00,273
24-09-18 22:00,267
24-09-18 21:00,269
24-09-18 20:00,267
24-09-18 19:00,261
24-09-18 18:00,226
24-09-18 17:00,334
24-09-18 16:00,284
24-09-18 15:00,287
24-09-18 14:00,278
24-09-18 13:00,284
24-09-18 12:00,278
24-09-18 11:00,275
24-09-18 10:00,273
24-09-18 09:00,270
24-09-18 08:00,271
24-09-18 07:00,268
24-09-18 06:00,269
24-09-18 05:00,268
24-09-18 04:00,267
24-09-18 03:00,270
24-09-18 02:00,271
24-09-18 01:00,282
24-09-18 00:00,324
23-09-18 23:00,330
23-09-18 22:00,340
23-09-18 21:00,339
23-09-18 20:00,102
23-09-18 19:00,89
23-09-18 18:00,70
23-09-18 17:00,74
23-09-18 16:00,122
23-09-18 15:00,136
23-09-18 14:00,163
23-09-18 13:00,168
23-09-18 12:00,203
23-09-18 11:00,240
23-09-18 10:00,253
23-09-18 09:00,252
23-09-18 08:00,249
23-09-18 07:00,260
23-09-18 06:00,258
23-09-18 05:00,251
23-09-18 04:00,242
23-09-18 03:00,257
23-09-18 02:00,261
23-09-18 01:00,247
23-09-18 00:00,235
22-09-18 23:00,221
22-09-18 22:00,210
22-09-18 21:00,209
22-09-18 20:00,211
22-09-18 19:00,214
22-09-18 18:00,239
22-09-18 17:00,256
22-09-18 16:00,252
22-09-18 15:00,257
22-09-18 14:00,265
22-09-18 13:00,258
22-09-18 12:00,263
22-09-18 11:00,262
22-09-18 10:00,261
22-09-18 09:00,257
22-09-18 08:00,236
22-09-18 07:00,233
22-09-18 06:00,228
22-09-18 05:00,231
22-09-18 04:00,240
22-09-18 03:00,251
22-09-18 02:00,254
22-09-18 01:00,266
22-09-18 00:00,250
21-09-18 23:00,258
21-09-18 22:00,257
21-09-18 21:00,265
21-09-18 20:00,276
21-09-18 19:00,274
21-09-18 18:00,248
21-09-18 17:00,214
21-09-18 16:00,213
21-09-18 15:00,210
21-09-18 14:00,197
21-09-18 13:00,189
21-09-18 12:00,190
21-09-18 11:00,187
21-09-18 10:00,187
21-09-18 09:00,176
21-09-18 08:00,184
21-09-18 07:00,164
21-09-18 06:00,195
21-09-18 05:00,191
21-09-18 04:00,187
21-09-18 03:00,170
21-09-18 02:00,178
21-09-18 01:00,176
21-09-18 00:00,163
20-09-18 23:00,190
20-09-18 22:00,200
20-09-18 21:00,201
20-09-18 20:00,203
20-09-18 19:00,203
20-09-18 18:00,203
20-09-18 17:00,212
20-09-18 16:00,211
20-09-18 15:00,216
20-09-18 14:00,223
20-09-18 13:00,210
20-09-18 12:00,140
20-09-18 11:00,143
20-09-18 10:00,261
20-09-18 09:00,132
20-09-18 08:00,142
20-09-18 07:00,141
20-09-18 06:00,145
20-09-18 05:00,146
20-09-18 04:00,132
20-09-18 03:00,143
20-09-18 02:00,138
20-09-18 01:00,198
20-09-18 00:00,199
19-09-18 23:00,147
19-09-18 22:00,137
19-09-18 21:00,138
19-09-18 20:00,152
19-09-18 19:00,144
19-09-18 18:00,142
19-09-18 17:00,246
19-09-18 16:00,262
19-09-18 15:00,101
19-09-18 14:00,119
19-09-18 13:00,149
19-09-18 12:00,273
19-09-18 11:00,263
19-09-18 10:00,266
19-09-18 09:00,264
19-09-18 08:00,208
19-09-18 07:00,210
19-09-18 06:00,202
19-09-18 05:00,190
19-09-18 04:00,192
19-09-18 03:00,198
19-09-18 02:00,198
19-09-18 01:00,193
19-09-18 00:00,195
18-09-18 23:00,202
18-09-18 22:00,204
18-09-18 21:00,136
18-09-18 20:00,138
18-09-18 19:00,184
18-09-18 18:00,202
18-09-18 17:00,199
18-09-18 16:00,194
18-09-18 15:00,186
18-09-18 14:00,180
18-09-18 13:00,172
18-09-18 12:00,163
18-09-18 11:00,156
18-09-18 10:00,193
18-09-18 09:00,124
18-09-18 08:00,139
18-09-18 07:00,134
18-09-18 06:00,132
18-09-18 05:00,126
18-09-18 04:00,136
18-09-18 03:00,152
18-09-18 02:00,138
18-09-18 01:00,128
18-09-18 00:00,122
17-09-18 23:00,135
17-09-18 22:00,129
17-09-18 21:00,146
17-09-18 20:00,151
17-09-18 19:00,153
17-09-18 18:00,135
17-09-18 17:00,150
17-09-18 16:00,138
17-09-18 15:00,181
17-09-18 14:00,150
17-09-18 13:00,242
17-09-18 12:00,235
17-09-18 11:00,156
17-09-18 10:00,147
17-09-18 09:00,145
17-09-18 08:00,168
17-09-18 07:00,155
17-09-18 06:00,179
17-09-18 05:00,175
17-09-18 04:00,182
17-09-18 03:00,180
17-09-18 02:00,148
17-09-18 01:00,135
17-09-18 00:00,130
16-09-18 23:00,133
16-09-18 22:00,134
16-09-18 21:00,134
16-09-18 20:00,160
16-09-18 19:00,147
16-09-18 18:00,155
16-09-18 17:00,179
16-09-18 16:00,160
16-09-18 15:00,116
16-09-18 14:00,111
16-09-18 13:00,106
16-09-18 12:00,89
16-09-18 11:00,99
16-09-18 10:00,108
16-09-18 09:00,103
16-09-18 08:00,126
16-09-18 07:00,136
16-09-18 06:00,193
16-09-18 05:00,212
16-09-18 04:00,190
16-09-18 03:00,14
16-09-18 02:00,134
16-09-18 01:00,56
16-09-18 00:00,118
15-09-18 23:00,57
15-09-18 22:00,130
15-09-18 21:00,78
15-09-18 20:00,335
15-09-18 19:00,220
15-09-18 18:00,255
15-09-18 17:00,273
15-09-18 16:00,276
15-09-18 15:00,272
15-09-18 14:00,268
15-09-18 13:00,282
15-09-18 12:00,274
15-09-18 11:00,288
15-09-18 10:00,267
15-09-18 09:00,272
15-09-18 08:00,275
15-09-18 07:00,279
15-09-18 06:00,333
15-09-18 05:00,247
15-09-18 04:00,135
15-09-18 03:00,156
15-09-18 02:00,166
15-09-18 01:00,142
15-09-18 00:00,144
14-09-18 23:00,141
14-09-18 22:00,275
14-09-18 21:00,132
14-09-18 20:00,133
14-09-18 19:00,128
14-09-18 18:00,81
14-09-18 17:00,54
14-09-18 16:00,334
14-09-18 15:00,307
14-09-18 14:00,296
14-09-18 13:00,334
14-09-18 12:00,332
14-09-18 11:00,330
14-09-18 10:00,345
14-09-18 09:00,346
14-09-18 08:00,349
14-09-18 07:00,349
14-09-18 06:00,339
14-09-18 05:00,345
14-09-18 04:00,334
14-09-18 03:00,332
14-09-18 02:00,344
14-09-18 01:00,346
14-09-18 00:00,340
13-09-18 23:00,342
13-09-18 22:00,350
13-09-18 21:00,22
13-09-18 20:00,37
13-09-18 19:00,7
13-09-18 18:00,337
13-09-18 17:00,80
13-09-18 16:00,128
13-09-18 15:00,82
13-09-18 14:00,89
13-09-18 13:00,97
13-09-18 12:00,86
13-09-18 11:00,78
13-09-18 10:00,71
13-09-18 09:00,86
13-09-18 08:00,90
13-09-18 07:00,17
13-09-18 06:00,288
13-09-18 05:00,293
13-09-18 04:00,314
13-09-18 03:00,302
13-09-18 02:00,332
13-09-18 01:00,331
13-09-18 00:00,331
12-09-18 23:00,342
12-09-18 22:00,20
12-09-18 21:00,29
12-09-18 20:00,141
12-09-18 19:00,301
12-09-18 18:00,289
12-09-18 17:00,281
12-09-18 16:00,272
12-09-18 15:00,269
12-09-18 14:00,267
12-09-18 13:00,258
12-09-18 12:00,259
