Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-07-07,16
30-07-07,12
29-07-07,18
28-07-07,17
27-07-07,23
26-07-07,26
25-07-07,19
24-07-07,14
23-07-07,25
22-07-07,10
21-07-07,20
20-07-07,33
19-07-07,27
18-07-07,27
17-07-07,33
16-07-07,34
15-07-07,22
14-07-07,22
13-07-07,19
12-07-07,19
11-07-07,23
10-07-07,25
09-07-07,27
08-07-07,18
07-07-07,15
06-07-07,16
05-07-07,14
04-07-07,12
03-07-07,18
02-07-07,28
01-07-07,16

