Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-05-05,5.30
30-05-05,
29-05-05,18.03
28-05-05,
27-05-05,14.38
26-05-05,
25-05-05,10.59
24-05-05,
23-05-05,7.21
22-05-05,
21-05-05,12.57
20-05-05,
19-05-05,10.27
18-05-05,
17-05-05,6.41
16-05-05,
15-05-05,8.46
14-05-05,
13-05-05,7.33
12-05-05,
11-05-05,5.01
10-05-05,
09-05-05,3.85
08-05-05,
07-05-05,3.76
06-05-05,
05-05-05,6.57
04-05-05,
03-05-05,14.88
02-05-05,
01-05-05,12.20

