Datum Zeit,Borna BEN
,µg/m³
01-06-05 00:00,0.3
31-05-05 23:00,0.9
31-05-05 22:00,0.8
31-05-05 21:00,0.5
31-05-05 20:00,0.3
31-05-05 19:00,1.6
31-05-05 18:00,2.3
31-05-05 17:00,
31-05-05 16:00,
31-05-05 15:00,
31-05-05 14:00,
31-05-05 13:00,
31-05-05 12:00,1.2
31-05-05 11:00,1.6
31-05-05 10:00,1.2
31-05-05 09:00,1.5
31-05-05 08:00,1.0
31-05-05 07:00,1.2
31-05-05 06:00,0.4
31-05-05 05:00,0.5
31-05-05 04:00,0.1
31-05-05 03:00,0.1
31-05-05 02:00,0.3
31-05-05 01:00,0.3
31-05-05 00:00,0.1
30-05-05 23:00,0.2
30-05-05 22:00,0.3
30-05-05 21:00,0.5
30-05-05 20:00,0.7
30-05-05 19:00,0.7
30-05-05 18:00,1.0
30-05-05 17:00,0.9
30-05-05 16:00,1.2
30-05-05 15:00,1.2
30-05-05 14:00,1.8
30-05-05 13:00,2.5
30-05-05 12:00,2.7
30-05-05 11:00,2.7
30-05-05 10:00,1.5
30-05-05 09:00,0.7
30-05-05 08:00,0.7
30-05-05 07:00,1.7
30-05-05 06:00,1.9
30-05-05 05:00,0.7
30-05-05 04:00,0.6
30-05-05 03:00,0.6
30-05-05 02:00,0.7
30-05-05 01:00,0.7
30-05-05 00:00,0.8
29-05-05 23:00,1.4
29-05-05 22:00,1.0
29-05-05 21:00,0.9
29-05-05 20:00,0.8
29-05-05 19:00,0.8
29-05-05 18:00,0.8
29-05-05 17:00,0.7
29-05-05 16:00,0.7
29-05-05 15:00,0.7
29-05-05 14:00,0.8
29-05-05 13:00,0.6
29-05-05 12:00,0.7
29-05-05 11:00,0.7
29-05-05 10:00,0.6
29-05-05 09:00,0.7
29-05-05 08:00,0.7
29-05-05 07:00,1.0
29-05-05 06:00,0.8
29-05-05 05:00,1.0
29-05-05 04:00,0.9
29-05-05 03:00,1.2
29-05-05 02:00,1.3
29-05-05 01:00,1.9
29-05-05 00:00,2.0
28-05-05 23:00,2.0
28-05-05 22:00,2.7
28-05-05 21:00,3.7
28-05-05 20:00,2.5
28-05-05 19:00,1.6
28-05-05 18:00,1.7
28-05-05 17:00,1.2
28-05-05 16:00,1.0
28-05-05 15:00,1.8
28-05-05 14:00,1.1
28-05-05 13:00,1.6
28-05-05 12:00,1.8
28-05-05 11:00,2.8
28-05-05 10:00,2.9
28-05-05 09:00,3.3
28-05-05 08:00,2.0
28-05-05 07:00,1.6
28-05-05 06:00,2.1
28-05-05 05:00,1.3
28-05-05 04:00,1.1
28-05-05 03:00,1.0
28-05-05 02:00,1.3
28-05-05 01:00,1.4
28-05-05 00:00,2.4
27-05-05 23:00,5.7
27-05-05 22:00,6.1
27-05-05 21:00,
27-05-05 20:00,
27-05-05 19:00,
27-05-05 18:00,
27-05-05 17:00,
27-05-05 16:00,1.1
27-05-05 15:00,
27-05-05 14:00,
27-05-05 13:00,
27-05-05 12:00,
27-05-05 11:00,
