Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-05-05,28
30-05-05,36
29-05-05,31
28-05-05,34
27-05-05,37
26-05-05,36
25-05-05,34
24-05-05,
23-05-05,30
22-05-05,17
21-05-05,26
20-05-05,30
19-05-05,28
18-05-05,34
17-05-05,27
16-05-05,21
15-05-05,22
14-05-05,25
13-05-05,25
12-05-05,34
11-05-05,23
10-05-05,22
09-05-05,19
08-05-05,11
07-05-05,15
06-05-05,17
05-05-05,30
04-05-05,37
03-05-05,41
02-05-05,44
01-05-05,50

