Datum Zeit,Freiberg O3
,µg/m³
01-06-05 00:00,68
31-05-05 23:00,69
31-05-05 22:00,70
31-05-05 21:00,75
31-05-05 20:00,79
31-05-05 19:00,91
31-05-05 18:00,96
31-05-05 17:00,97
31-05-05 16:00,97
31-05-05 15:00,97
31-05-05 14:00,94
31-05-05 13:00,88
31-05-05 12:00,85
31-05-05 11:00,76
31-05-05 10:00,67
31-05-05 09:00,59
31-05-05 08:00,54
31-05-05 07:00,48
31-05-05 06:00,50
31-05-05 05:00,49
31-05-05 04:00,51
31-05-05 03:00,49
31-05-05 02:00,51
31-05-05 01:00,48
31-05-05 00:00,42
30-05-05 23:00,43
30-05-05 22:00,42
30-05-05 21:00,37
30-05-05 20:00,51
30-05-05 19:00,66
30-05-05 18:00,75
30-05-05 17:00,94
30-05-05 16:00,103
30-05-05 15:00,116
30-05-05 14:00,126
30-05-05 13:00,123
30-05-05 12:00,114
30-05-05 11:00,91
30-05-05 10:00,75
30-05-05 09:00,65
30-05-05 08:00,42
30-05-05 07:00,22
30-05-05 06:00,34
30-05-05 05:00,72
30-05-05 04:00,79
30-05-05 03:00,65
30-05-05 02:00,61
30-05-05 01:00,54
30-05-05 00:00,78
29-05-05 23:00,81
29-05-05 22:00,84
29-05-05 21:00,91
29-05-05 20:00,101
29-05-05 19:00,123
29-05-05 18:00,123
29-05-05 17:00,128
29-05-05 16:00,131
29-05-05 15:00,133
29-05-05 14:00,128
29-05-05 13:00,125
29-05-05 12:00,123
29-05-05 11:00,118
29-05-05 10:00,117
29-05-05 09:00,118
29-05-05 08:00,105
29-05-05 07:00,101
29-05-05 06:00,88
29-05-05 05:00,83
29-05-05 04:00,111
29-05-05 03:00,89
29-05-05 02:00,79
29-05-05 01:00,93
29-05-05 00:00,104
28-05-05 23:00,110
28-05-05 22:00,101
28-05-05 21:00,105
28-05-05 20:00,109
28-05-05 19:00,128
28-05-05 18:00,162
28-05-05 17:00,175
28-05-05 16:00,165
28-05-05 15:00,165
28-05-05 14:00,157
28-05-05 13:00,152
28-05-05 12:00,148
28-05-05 11:00,143
28-05-05 10:00,124
28-05-05 09:00,106
28-05-05 08:00,104
28-05-05 07:00,107
28-05-05 06:00,98
28-05-05 05:00,87
28-05-05 04:00,88
28-05-05 03:00,86
28-05-05 02:00,95
28-05-05 01:00,95
28-05-05 00:00,92
27-05-05 23:00,90
27-05-05 22:00,83
27-05-05 21:00,83
27-05-05 20:00,114
27-05-05 19:00,124
27-05-05 18:00,133
27-05-05 17:00,127
27-05-05 16:00,130
27-05-05 15:00,135
27-05-05 14:00,138
27-05-05 13:00,135
27-05-05 12:00,128
27-05-05 11:00,120
27-05-05 10:00,108
27-05-05 09:00,91
27-05-05 08:00,67
27-05-05 07:00,31
27-05-05 06:00,52
27-05-05 05:00,65
27-05-05 04:00,94
27-05-05 03:00,104
27-05-05 02:00,103
27-05-05 01:00,103
27-05-05 00:00,91
26-05-05 23:00,108
26-05-05 22:00,104
26-05-05 21:00,107
26-05-05 20:00,114
26-05-05 19:00,119
26-05-05 18:00,116
26-05-05 17:00,114
26-05-05 16:00,114
26-05-05 15:00,115
26-05-05 14:00,109
26-05-05 13:00,101
26-05-05 12:00,108
26-05-05 11:00,101
26-05-05 10:00,87
26-05-05 09:00,67
26-05-05 08:00,42
26-05-05 07:00,18
26-05-05 06:00,28
26-05-05 05:00,31
26-05-05 04:00,38
26-05-05 03:00,36
