Datum Zeit,Zinnwald SO2
,µg/m³
01-06-05 00:00,2.2
31-05-05 23:00,1.0
31-05-05 22:00,1.0
31-05-05 21:00,1.0
31-05-05 20:00,1.0
31-05-05 19:00,1.0
31-05-05 18:00,1.0
31-05-05 17:00,1.0
31-05-05 16:00,1.0
31-05-05 15:00,1.0
31-05-05 14:00,1.0
31-05-05 13:00,1.0
31-05-05 12:00,1.0
31-05-05 11:00,1.0
31-05-05 10:00,1.0
31-05-05 09:00,1.0
31-05-05 08:00,1.0
31-05-05 07:00,1.0
31-05-05 06:00,1.0
31-05-05 05:00,1.0
31-05-05 04:00,1.0
31-05-05 03:00,1.0
31-05-05 02:00,1.0
31-05-05 01:00,1.0
31-05-05 00:00,1.0
30-05-05 23:00,1.0
30-05-05 22:00,1.0
30-05-05 21:00,1.0
30-05-05 20:00,1.0
30-05-05 19:00,1.9
30-05-05 18:00,3.4
30-05-05 17:00,4.3
30-05-05 16:00,1.0
30-05-05 15:00,1.0
30-05-05 14:00,1.0
30-05-05 13:00,1.0
30-05-05 12:00,2.0
30-05-05 11:00,2.4
30-05-05 10:00,4.3
30-05-05 09:00,13.2
30-05-05 08:00,5.8
30-05-05 07:00,34.3
30-05-05 06:00,49.6
30-05-05 05:00,9.5
30-05-05 04:00,9.2
30-05-05 03:00,12.2
30-05-05 02:00,6.6
30-05-05 01:00,5.6
30-05-05 00:00,3.9
29-05-05 23:00,3.2
29-05-05 22:00,2.4
29-05-05 21:00,2.1
29-05-05 20:00,2.3
29-05-05 19:00,2.2
29-05-05 18:00,2.8
29-05-05 17:00,2.5
29-05-05 16:00,2.8
29-05-05 15:00,2.4
29-05-05 14:00,2.8
29-05-05 13:00,2.3
29-05-05 12:00,3.1
29-05-05 11:00,3.4
29-05-05 10:00,4.1
29-05-05 09:00,3.9
29-05-05 08:00,4.4
29-05-05 07:00,5.4
29-05-05 06:00,4.1
29-05-05 05:00,5.6
29-05-05 04:00,10.1
29-05-05 03:00,11.7
29-05-05 02:00,8.9
29-05-05 01:00,23.7
29-05-05 00:00,9.5
28-05-05 23:00,20.6
28-05-05 22:00,18.3
28-05-05 21:00,7.0
28-05-05 20:00,4.6
28-05-05 19:00,5.6
28-05-05 18:00,10.5
28-05-05 17:00,8.5
28-05-05 16:00,12.6
28-05-05 15:00,20.8
28-05-05 14:00,33.4
28-05-05 13:00,18.6
28-05-05 12:00,19.7
28-05-05 11:00,13.7
28-05-05 10:00,11.4
28-05-05 09:00,7.9
28-05-05 08:00,4.4
28-05-05 07:00,12.5
28-05-05 06:00,36.7
28-05-05 05:00,26.8
28-05-05 04:00,17.2
28-05-05 03:00,37.4
28-05-05 02:00,17.7
28-05-05 01:00,11.5
28-05-05 00:00,6.5
27-05-05 23:00,7.1
27-05-05 22:00,8.5
27-05-05 21:00,6.8
27-05-05 20:00,6.0
27-05-05 19:00,11.0
27-05-05 18:00,11.3
27-05-05 17:00,13.2
27-05-05 16:00,20.1
27-05-05 15:00,21.6
27-05-05 14:00,11.5
27-05-05 13:00,20.7
27-05-05 12:00,46.6
27-05-05 11:00,33.0
27-05-05 10:00,26.7
27-05-05 09:00,35.0
27-05-05 08:00,26.5
27-05-05 07:00,39.0
27-05-05 06:00,26.3
27-05-05 05:00,61.0
27-05-05 04:00,84.8
27-05-05 03:00,30.2
27-05-05 02:00,13.0
27-05-05 01:00,13.3
27-05-05 00:00,18.4
26-05-05 23:00,77.9
26-05-05 22:00,31.3
26-05-05 21:00,21.3
26-05-05 20:00,10.8
26-05-05 19:00,8.3
26-05-05 18:00,9.1
26-05-05 17:00,9.5
26-05-05 16:00,13.7
26-05-05 15:00,14.0
26-05-05 14:00,9.6
26-05-05 13:00,24.6
26-05-05 12:00,17.9
26-05-05 11:00,55.6
26-05-05 10:00,48.0
26-05-05 09:00,15.1
26-05-05 08:00,5.8
26-05-05 07:00,7.9
26-05-05 06:00,27.8
26-05-05 05:00,37.5
26-05-05 04:00,13.5
26-05-05 03:00,8.5
26-05-05 02:00,6.6
26-05-05 01:00,8.8
26-05-05 00:00,5.0
25-05-05 23:00,7.9
25-05-05 22:00,4.5
25-05-05 21:00,4.5
25-05-05 20:00,5.5
25-05-05 19:00,6.1
25-05-05 18:00,6.9
25-05-05 17:00,10.4
25-05-05 16:00,11.0
25-05-05 15:00,18.1
25-05-05 14:00,17.5
25-05-05 13:00,25.7
25-05-05 12:00,28.4
25-05-05 11:00,29.8
25-05-05 10:00,38.7
25-05-05 09:00,56.5
25-05-05 08:00,39.6
25-05-05 07:00,28.7
25-05-05 06:00,15.0
25-05-05 05:00,31.4
25-05-05 04:00,27.4
25-05-05 03:00,61.5
25-05-05 02:00,3.5
25-05-05 01:00,2.7
25-05-05 00:00,7.5
24-05-05 23:00,18.0
24-05-05 22:00,27.1
24-05-05 21:00,18.2
24-05-05 20:00,19.0
24-05-05 19:00,13.5
24-05-05 18:00,9.0
24-05-05 17:00,7.9
24-05-05 16:00,5.8
24-05-05 15:00,3.3
24-05-05 14:00,2.2
24-05-05 13:00,2.7
24-05-05 12:00,1.8
24-05-05 11:00,1.4
24-05-05 10:00,2.2
24-05-05 09:00,1.9
24-05-05 08:00,1.9
24-05-05 07:00,2.6
24-05-05 06:00,2.3
24-05-05 05:00,2.0
24-05-05 04:00,1.8
24-05-05 03:00,1.9
24-05-05 02:00,2.5
24-05-05 01:00,2.5
24-05-05 00:00,1.2
23-05-05 23:00,1.0
23-05-05 22:00,1.0
23-05-05 21:00,1.0
23-05-05 20:00,1.0
23-05-05 19:00,1.0
23-05-05 18:00,1.0
23-05-05 17:00,1.0
23-05-05 16:00,1.0
23-05-05 15:00,1.0
23-05-05 14:00,1.0
23-05-05 13:00,1.8
23-05-05 12:00,1.0
23-05-05 11:00,1.0
23-05-05 10:00,1.0
23-05-05 09:00,1.0
23-05-05 08:00,4.1
23-05-05 07:00,5.0
23-05-05 06:00,3.2
23-05-05 05:00,11.8
23-05-05 04:00,1.0
23-05-05 03:00,2.6
23-05-05 02:00,2.3
23-05-05 01:00,6.3
23-05-05 00:00,18.5
22-05-05 23:00,12.8
22-05-05 22:00,34.4
22-05-05 21:00,47.8
22-05-05 20:00,10.1
22-05-05 19:00,6.0
22-05-05 18:00,23.2
22-05-05 17:00,32.9
22-05-05 16:00,35.9
22-05-05 15:00,14.0
22-05-05 14:00,10.9
22-05-05 13:00,15.3
22-05-05 12:00,39.6
22-05-05 11:00,15.8
22-05-05 10:00,7.2
22-05-05 09:00,5.1
22-05-05 08:00,2.8
22-05-05 07:00,1.7
22-05-05 06:00,3.7
22-05-05 05:00,11.7
