Datum Zeit,Zinnwald NO2
,µg/m³
01-06-05 00:00,8
31-05-05 23:00,9
31-05-05 22:00,9
31-05-05 21:00,6
31-05-05 20:00,6
31-05-05 19:00,6
31-05-05 18:00,6
31-05-05 17:00,5
31-05-05 16:00,5
31-05-05 15:00,5
31-05-05 14:00,5
31-05-05 13:00,5
31-05-05 12:00,5
31-05-05 11:00,6
31-05-05 10:00,6
31-05-05 09:00,7
31-05-05 08:00,7
31-05-05 07:00,7
31-05-05 06:00,6
31-05-05 05:00,7
31-05-05 04:00,7
31-05-05 03:00,7
31-05-05 02:00,8
31-05-05 01:00,10
31-05-05 00:00,11
30-05-05 23:00,12
30-05-05 22:00,9
30-05-05 21:00,6
30-05-05 20:00,7
30-05-05 19:00,9
30-05-05 18:00,10
30-05-05 17:00,10
30-05-05 16:00,7
30-05-05 15:00,5
30-05-05 14:00,6
30-05-05 13:00,4
30-05-05 12:00,6
30-05-05 11:00,8
30-05-05 10:00,11
30-05-05 09:00,17
30-05-05 08:00,7
30-05-05 07:00,17
30-05-05 06:00,29
30-05-05 05:00,12
30-05-05 04:00,8
30-05-05 03:00,9
30-05-05 02:00,19
30-05-05 01:00,17
30-05-05 00:00,20
29-05-05 23:00,14
29-05-05 22:00,12
29-05-05 21:00,8
29-05-05 20:00,8
29-05-05 19:00,7
29-05-05 18:00,7
29-05-05 17:00,7
29-05-05 16:00,6
29-05-05 15:00,7
29-05-05 14:00,7
29-05-05 13:00,6
29-05-05 12:00,7
29-05-05 11:00,8
29-05-05 10:00,8
29-05-05 09:00,9
29-05-05 08:00,10
29-05-05 07:00,8
29-05-05 06:00,7
29-05-05 05:00,7
29-05-05 04:00,10
29-05-05 03:00,16
29-05-05 02:00,16
29-05-05 01:00,24
29-05-05 00:00,10
28-05-05 23:00,32
28-05-05 22:00,14
28-05-05 21:00,10
28-05-05 20:00,16
28-05-05 19:00,13
28-05-05 18:00,11
28-05-05 17:00,9
28-05-05 16:00,13
28-05-05 15:00,12
28-05-05 14:00,17
28-05-05 13:00,13
28-05-05 12:00,18
28-05-05 11:00,14
28-05-05 10:00,12
28-05-05 09:00,11
28-05-05 08:00,8
28-05-05 07:00,19
28-05-05 06:00,70
28-05-05 05:00,28
28-05-05 04:00,10
28-05-05 03:00,23
28-05-05 02:00,27
28-05-05 01:00,18
28-05-05 00:00,12
27-05-05 23:00,11
27-05-05 22:00,14
27-05-05 21:00,14
27-05-05 20:00,12
27-05-05 19:00,20
27-05-05 18:00,16
27-05-05 17:00,16
27-05-05 16:00,15
27-05-05 15:00,19
27-05-05 14:00,15
27-05-05 13:00,12
27-05-05 12:00,20
27-05-05 11:00,20
27-05-05 10:00,26
27-05-05 09:00,28
27-05-05 08:00,23
27-05-05 07:00,38
27-05-05 06:00,17
27-05-05 05:00,30
27-05-05 04:00,53
27-05-05 03:00,17
27-05-05 02:00,9
27-05-05 01:00,10
27-05-05 00:00,16
26-05-05 23:00,41
26-05-05 22:00,33
26-05-05 21:00,24
26-05-05 20:00,29
26-05-05 19:00,29
26-05-05 18:00,11
26-05-05 17:00,13
26-05-05 16:00,12
26-05-05 15:00,9
26-05-05 14:00,9
26-05-05 13:00,17
26-05-05 12:00,13
26-05-05 11:00,29
26-05-05 10:00,27
26-05-05 09:00,18
26-05-05 08:00,16
26-05-05 07:00,27
26-05-05 06:00,26
26-05-05 05:00,26
26-05-05 04:00,14
26-05-05 03:00,15
26-05-05 02:00,21
26-05-05 01:00,16
26-05-05 00:00,13
25-05-05 23:00,9
25-05-05 22:00,10
25-05-05 21:00,10
25-05-05 20:00,11
25-05-05 19:00,12
25-05-05 18:00,12
25-05-05 17:00,12
25-05-05 16:00,13
25-05-05 15:00,12
25-05-05 14:00,13
25-05-05 13:00,16
25-05-05 12:00,21
25-05-05 11:00,18
25-05-05 10:00,22
25-05-05 09:00,31
25-05-05 08:00,26
25-05-05 07:00,18
25-05-05 06:00,13
25-05-05 05:00,33
25-05-05 04:00,47
25-05-05 03:00,36
25-05-05 02:00,8
25-05-05 01:00,6
25-05-05 00:00,9
24-05-05 23:00,19
24-05-05 22:00,20
24-05-05 21:00,16
24-05-05 20:00,18
24-05-05 19:00,13
24-05-05 18:00,15
24-05-05 17:00,12
24-05-05 16:00,13
24-05-05 15:00,12
24-05-05 14:00,6
24-05-05 13:00,6
24-05-05 12:00,6
24-05-05 11:00,7
24-05-05 10:00,7
24-05-05 09:00,8
24-05-05 08:00,8
24-05-05 07:00,9
24-05-05 06:00,8
24-05-05 05:00,8
24-05-05 04:00,8
24-05-05 03:00,8
24-05-05 02:00,7
24-05-05 01:00,7
24-05-05 00:00,6
23-05-05 23:00,6
23-05-05 22:00,7
23-05-05 21:00,7
23-05-05 20:00,6
23-05-05 19:00,6
23-05-05 18:00,6
23-05-05 17:00,8
23-05-05 16:00,7
23-05-05 15:00,7
23-05-05 14:00,8
23-05-05 13:00,9
23-05-05 12:00,10
23-05-05 11:00,8
23-05-05 10:00,15
23-05-05 09:00,12
23-05-05 08:00,12
23-05-05 07:00,12
23-05-05 06:00,8
23-05-05 05:00,18
23-05-05 04:00,17
23-05-05 03:00,28
23-05-05 02:00,16
23-05-05 01:00,11
23-05-05 00:00,21
22-05-05 23:00,19
22-05-05 22:00,18
22-05-05 21:00,23
22-05-05 20:00,15
22-05-05 19:00,11
22-05-05 18:00,21
22-05-05 17:00,21
22-05-05 16:00,24
22-05-05 15:00,19
22-05-05 14:00,14
22-05-05 13:00,13
22-05-05 12:00,31
22-05-05 11:00,23
22-05-05 10:00,15
22-05-05 09:00,12
22-05-05 08:00,6
22-05-05 07:00,5
22-05-05 06:00,8
22-05-05 05:00,15
22-05-05 04:00,18
22-05-05 03:00,9
22-05-05 02:00,14
22-05-05 01:00,42
22-05-05 00:00,7
21-05-05 23:00,4
21-05-05 22:00,9
21-05-05 21:00,11
21-05-05 20:00,10
21-05-05 19:00,12
21-05-05 18:00,18
21-05-05 17:00,16
21-05-05 16:00,20
21-05-05 15:00,19
21-05-05 14:00,19
21-05-05 13:00,28
21-05-05 12:00,39
21-05-05 11:00,45
21-05-05 10:00,31
21-05-05 09:00,21
21-05-05 08:00,14
21-05-05 07:00,23
21-05-05 06:00,34
21-05-05 05:00,25
21-05-05 04:00,24
21-05-05 03:00,15
21-05-05 02:00,13
21-05-05 01:00,18
21-05-05 00:00,16
20-05-05 23:00,14
20-05-05 22:00,13
20-05-05 21:00,13
20-05-05 20:00,14
20-05-05 19:00,16
20-05-05 18:00,15
20-05-05 17:00,13
20-05-05 16:00,11
20-05-05 15:00,12
20-05-05 14:00,14
20-05-05 13:00,10
20-05-05 12:00,11
20-05-05 11:00,11
20-05-05 10:00,17
20-05-05 09:00,16
20-05-05 08:00,19
20-05-05 07:00,24
20-05-05 06:00,16
20-05-05 05:00,12
20-05-05 04:00,14
20-05-05 03:00,12
20-05-05 02:00,14
20-05-05 01:00,29
20-05-05 00:00,6
19-05-05 23:00,6
19-05-05 22:00,6
19-05-05 21:00,8
19-05-05 20:00,11
19-05-05 19:00,21
19-05-05 18:00,16
19-05-05 17:00,12
19-05-05 16:00,8
19-05-05 15:00,7
19-05-05 14:00,6
19-05-05 13:00,7
19-05-05 12:00,6
19-05-05 11:00,7
19-05-05 10:00,7
19-05-05 09:00,8
19-05-05 08:00,8
19-05-05 07:00,13
19-05-05 06:00,11
19-05-05 05:00,8
19-05-05 04:00,9
19-05-05 03:00,8
19-05-05 02:00,7
19-05-05 01:00,8
19-05-05 00:00,9
18-05-05 23:00,11
18-05-05 22:00,12
18-05-05 21:00,13
18-05-05 20:00,15
18-05-05 19:00,12
18-05-05 18:00,10
18-05-05 17:00,10
18-05-05 16:00,11
18-05-05 15:00,11
18-05-05 14:00,13
18-05-05 13:00,16
18-05-05 12:00,21
18-05-05 11:00,23
18-05-05 10:00,17
18-05-05 09:00,11
18-05-05 08:00,19
18-05-05 07:00,15
18-05-05 06:00,16
18-05-05 05:00,10
18-05-05 04:00,7
18-05-05 03:00,7
18-05-05 02:00,10
18-05-05 01:00,10
18-05-05 00:00,9
17-05-05 23:00,11
17-05-05 22:00,11
17-05-05 21:00,15
17-05-05 20:00,19
17-05-05 19:00,21
17-05-05 18:00,16
17-05-05 17:00,15
17-05-05 16:00,10
17-05-05 15:00,10
17-05-05 14:00,9
17-05-05 13:00,10
17-05-05 12:00,11
17-05-05 11:00,14
17-05-05 10:00,13
17-05-05 09:00,11
17-05-05 08:00,8
17-05-05 07:00,9
17-05-05 06:00,10
17-05-05 05:00,9
17-05-05 04:00,6
17-05-05 03:00,8
17-05-05 02:00,31
17-05-05 01:00,16
17-05-05 00:00,74
16-05-05 23:00,52
16-05-05 22:00,28
16-05-05 21:00,20
16-05-05 20:00,21
16-05-05 19:00,14
16-05-05 18:00,17
16-05-05 17:00,14
16-05-05 16:00,12
16-05-05 15:00,10
16-05-05 14:00,10
16-05-05 13:00,12
16-05-05 12:00,18
16-05-05 11:00,18
16-05-05 10:00,18
16-05-05 09:00,8
16-05-05 08:00,5
16-05-05 07:00,6
16-05-05 06:00,6
16-05-05 05:00,5
16-05-05 04:00,5
16-05-05 03:00,6
16-05-05 02:00,6
16-05-05 01:00,6
16-05-05 00:00,6
15-05-05 23:00,5
15-05-05 22:00,5
15-05-05 21:00,5
15-05-05 20:00,5
15-05-05 19:00,4
15-05-05 18:00,5
15-05-05 17:00,6
15-05-05 16:00,6
15-05-05 15:00,10
15-05-05 14:00,6
15-05-05 13:00,6
15-05-05 12:00,5
15-05-05 11:00,5
15-05-05 10:00,5
15-05-05 09:00,4
