Datum Zeit,Glauchau O3
,µg/m³
01-06-05 00:00,67
31-05-05 23:00,64
31-05-05 22:00,65
31-05-05 21:00,67
31-05-05 20:00,76
31-05-05 19:00,84
31-05-05 18:00,84
31-05-05 17:00,91
31-05-05 16:00,89
31-05-05 15:00,90
31-05-05 14:00,88
31-05-05 13:00,85
31-05-05 12:00,81
31-05-05 11:00,72
31-05-05 10:00,68
31-05-05 09:00,65
31-05-05 08:00,62
31-05-05 07:00,
31-05-05 06:00,35
31-05-05 05:00,38
31-05-05 04:00,41
31-05-05 03:00,47
31-05-05 02:00,52
31-05-05 01:00,55
31-05-05 00:00,40
30-05-05 23:00,29
30-05-05 22:00,32
30-05-05 21:00,28
30-05-05 20:00,19
30-05-05 19:00,39
30-05-05 18:00,52
30-05-05 17:00,67
30-05-05 16:00,77
30-05-05 15:00,76
30-05-05 14:00,99
30-05-05 13:00,
30-05-05 12:00,
30-05-05 11:00,
30-05-05 10:00,
30-05-05 09:00,58
30-05-05 08:00,52
30-05-05 07:00,33
30-05-05 06:00,22
30-05-05 05:00,32
30-05-05 04:00,27
30-05-05 03:00,26
30-05-05 02:00,38
30-05-05 01:00,39
30-05-05 00:00,43
29-05-05 23:00,53
29-05-05 22:00,65
29-05-05 21:00,84
29-05-05 20:00,95
29-05-05 19:00,112
29-05-05 18:00,116
29-05-05 17:00,118
29-05-05 16:00,114
29-05-05 15:00,114
29-05-05 14:00,117
29-05-05 13:00,112
29-05-05 12:00,108
29-05-05 11:00,106
29-05-05 10:00,105
29-05-05 09:00,104
29-05-05 08:00,96
29-05-05 07:00,91
29-05-05 06:00,79
29-05-05 05:00,67
29-05-05 04:00,66
29-05-05 03:00,59
29-05-05 02:00,42
29-05-05 01:00,43
29-05-05 00:00,45
28-05-05 23:00,54
28-05-05 22:00,68
28-05-05 21:00,111
28-05-05 20:00,137
28-05-05 19:00,133
28-05-05 18:00,142
28-05-05 17:00,142
28-05-05 16:00,139
28-05-05 15:00,132
28-05-05 14:00,133
28-05-05 13:00,136
28-05-05 12:00,141
28-05-05 11:00,128
28-05-05 10:00,106
28-05-05 09:00,90
28-05-05 08:00,56
28-05-05 07:00,44
28-05-05 06:00,43
28-05-05 05:00,35
28-05-05 04:00,40
28-05-05 03:00,42
28-05-05 02:00,41
28-05-05 01:00,38
28-05-05 00:00,47
27-05-05 23:00,47
27-05-05 22:00,92
27-05-05 21:00,81
27-05-05 20:00,60
27-05-05 19:00,108
27-05-05 18:00,115
27-05-05 17:00,122
27-05-05 16:00,124
27-05-05 15:00,124
27-05-05 14:00,118
27-05-05 13:00,121
27-05-05 12:00,118
27-05-05 11:00,102
27-05-05 10:00,88
27-05-05 09:00,51
27-05-05 08:00,28
27-05-05 07:00,22
27-05-05 06:00,19
27-05-05 05:00,27
27-05-05 04:00,13
27-05-05 03:00,22
27-05-05 02:00,33
27-05-05 01:00,54
27-05-05 00:00,65
26-05-05 23:00,52
26-05-05 22:00,45
26-05-05 21:00,67
26-05-05 20:00,88
26-05-05 19:00,132
26-05-05 18:00,145
26-05-05 17:00,142
26-05-05 16:00,136
26-05-05 15:00,134
26-05-05 14:00,131
26-05-05 13:00,123
26-05-05 12:00,114
26-05-05 11:00,112
26-05-05 10:00,68
26-05-05 09:00,37
26-05-05 08:00,23
26-05-05 07:00,14
26-05-05 06:00,12
26-05-05 05:00,9
26-05-05 04:00,9
26-05-05 03:00,1
26-05-05 02:00,12
26-05-05 01:00,14
26-05-05 00:00,20
25-05-05 23:00,18
25-05-05 22:00,32
25-05-05 21:00,52
25-05-05 20:00,77
25-05-05 19:00,87
25-05-05 18:00,100
25-05-05 17:00,95
25-05-05 16:00,91
25-05-05 15:00,96
25-05-05 14:00,92
25-05-05 13:00,93
25-05-05 12:00,93
25-05-05 11:00,94
25-05-05 10:00,81
25-05-05 09:00,60
25-05-05 08:00,32
25-05-05 07:00,12
25-05-05 06:00,15
25-05-05 05:00,11
25-05-05 04:00,10
25-05-05 03:00,11
25-05-05 02:00,13
25-05-05 01:00,18
25-05-05 00:00,18
24-05-05 23:00,21
24-05-05 22:00,14
24-05-05 21:00,41
