Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2002-05-01,,,,,,,19,,,
2002-05-01,01:00,,0.3,1,14,99,,,,6.3
2002-05-01,02:00,,0.3,1,15,93,,,,10.1
2002-05-01,03:00,,0.3,1,16,89,,,,11.7
2002-05-01,04:00,,0.4,1,18,84,,,,11.1
2002-05-01,05:00,,0.4,1,19,80,,,,12.7
2002-05-01,06:00,,0.5,1,21,74,,,,11.1
2002-05-01,07:00,,0.5,1,18,79,,,,13.6
2002-05-01,08:00,,0.4,1,16,85,,,,12.2
2002-05-01,09:00,,0.4,1,13,93,,,,7.5
2002-05-01,10:00,,0.4,1,14,100,,,,7.7
2002-05-01,11:00,,0.3,1,11,105,,,,6.7
2002-05-01,12:00,,0.3,1,8,115,,,,2.6
2002-05-01,13:00,,0.3,1,8,122,,,,2.0
2002-05-01,14:00,,0.3,1,8,121,,,,3.2
2002-05-01,15:00,,0.3,1,10,110,,,,3.7
2002-05-01,16:00,,0.3,1,9,109,,,,3.6
2002-05-01,17:00,,0.3,1,10,122,,,,3.0
2002-05-01,18:00,,0.3,1,9,111,,,,1.5
2002-05-01,19:00,,0.3,1,10,102,,,,1.1
2002-05-01,20:00,,0.2,1,8,96,,,,1.8
2002-05-01,21:00,,0.2,1,9,85,,,,2.9
2002-05-01,22:00,,0.2,1,9,79,,,,2.4
2002-05-01,23:00,,0.2,1,9,74,,,,1.4
2002-05-02,,,,,,,15,,,
2002-05-02,00:00,,0.2,1,8,76,,,,1.5
2002-05-02,01:00,,0.2,1,9,71,,,,1.3
2002-05-02,02:00,,0.2,1,9,63,,,,1.0
2002-05-02,03:00,,0.2,1,9,53,,,,1.0
2002-05-02,04:00,,0.2,1,9,53,,,,1.0
2002-05-02,05:00,,0.2,1,15,46,,,,1.0
2002-05-02,06:00,,0.2,1,19,59,,,,1.0
2002-05-02,07:00,,0.2,1,22,59,,,,1.2
2002-05-02,08:00,,0.2,2,17,71,,,,3.9
2002-05-02,09:00,,0.2,4,21,72,,,,11.5
2002-05-02,10:00,,0.2,3,18,78,,,,8.2
2002-05-02,11:00,,0.2,2,15,83,,,,8.1
2002-05-02,12:00,,0.2,1,10,98,,,,5.3
2002-05-02,13:00,,0.2,1,9,110,,,,4.4
2002-05-02,14:00,,0.2,1,9,116,,,,5.2
2002-05-02,15:00,,0.3,1,9,118,,,,5.6
2002-05-02,16:00,,0.2,1,8,118,,,,5.6
2002-05-02,17:00,,0.2,1,8,119,,,,5.2
2002-05-02,18:00,,0.2,1,8,98,,,,4.2
2002-05-02,19:00,,0.2,1,10,84,,,,2.8
2002-05-02,20:00,,0.2,1,10,70,,,,2.0
