Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-05-08,45
30-05-08,42
29-05-08,39
28-05-08,35
27-05-08,36
26-05-08,36
25-05-08,19
24-05-08,27
23-05-08,32
22-05-08,27
21-05-08,24
20-05-08,20
19-05-08,17
18-05-08,17
17-05-08,21
16-05-08,28
15-05-08,38
14-05-08,34
13-05-08,34
12-05-08,25
11-05-08,22
10-05-08,21
09-05-08,26
08-05-08,31
07-05-08,26
06-05-08,28
05-05-08,28
04-05-08,16
03-05-08,25
02-05-08,19
01-05-08,20

