Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-05-08,23.00
30-05-08,
29-05-08,16.64
28-05-08,
27-05-08,15.53
26-05-08,
25-05-08,11.90
24-05-08,
23-05-08,10.92
22-05-08,
21-05-08,11.21
20-05-08,
19-05-08,4.71
18-05-08,
17-05-08,8.40
16-05-08,
15-05-08,14.17
14-05-08,
13-05-08,19.66
12-05-08,
11-05-08,9.44
10-05-08,
09-05-08,8.70
08-05-08,
07-05-08,9.84
06-05-08,
05-05-08,12.06
04-05-08,
03-05-08,6.64
02-05-08,
01-05-08,6.89

