Datum Zeit,Collmberg PM10
,µg/m³
31-05-08,38
30-05-08,29
29-05-08,26
28-05-08,27
27-05-08,21
26-05-08,19
25-05-08,17
24-05-08,16
23-05-08,14
22-05-08,14
21-05-08,12
20-05-08,12
19-05-08,10
18-05-08,10
17-05-08,15
16-05-08,14
15-05-08,20
14-05-08,24
13-05-08,24
12-05-08,15
11-05-08,14
10-05-08,16
09-05-08,14
08-05-08,18
07-05-08,13
06-05-08,14
05-05-08,14
04-05-08,11
03-05-08,14
02-05-08,9
01-05-08,8

