Datum Zeit,Plauen-Sued PM10
,µg/m³
31-05-08,33
30-05-08,34
29-05-08,40
28-05-08,39
27-05-08,40
26-05-08,26
25-05-08,19
24-05-08,23
23-05-08,27
22-05-08,26
21-05-08,21
20-05-08,22
19-05-08,23
18-05-08,17
17-05-08,13
16-05-08,22
15-05-08,21
14-05-08,28
13-05-08,32
12-05-08,20
11-05-08,17
10-05-08,21
09-05-08,27
08-05-08,28
07-05-08,21
06-05-08,25
05-05-08,30
04-05-08,15
03-05-08,18
02-05-08,15
01-05-08,13

