Datum Zeit,Annaberg-Buchholz NO2
,µg/m³
01-02-10 00:00,45
31-01-10 23:00,57
31-01-10 22:00,29
31-01-10 21:00,18
31-01-10 20:00,18
31-01-10 19:00,20
31-01-10 18:00,20
31-01-10 17:00,18
31-01-10 16:00,15
31-01-10 15:00,14
31-01-10 14:00,12
31-01-10 13:00,11
31-01-10 12:00,10
31-01-10 11:00,12
31-01-10 10:00,35
31-01-10 09:00,43
31-01-10 08:00,41
31-01-10 07:00,38
31-01-10 06:00,26
31-01-10 05:00,20
31-01-10 04:00,15
31-01-10 03:00,15
31-01-10 02:00,18
31-01-10 01:00,20
31-01-10 00:00,17
30-01-10 23:00,39
30-01-10 22:00,33
30-01-10 21:00,31
30-01-10 20:00,37
30-01-10 19:00,22
30-01-10 18:00,23
30-01-10 17:00,26
30-01-10 16:00,21
30-01-10 15:00,15
30-01-10 14:00,13
30-01-10 13:00,13
30-01-10 12:00,15
30-01-10 11:00,13
30-01-10 10:00,14
30-01-10 09:00,13
30-01-10 08:00,11
30-01-10 07:00,10
30-01-10 06:00,6
30-01-10 05:00,6
30-01-10 04:00,10
30-01-10 03:00,18
30-01-10 02:00,13
30-01-10 01:00,19
30-01-10 00:00,18
29-01-10 23:00,19
29-01-10 22:00,22
29-01-10 21:00,24
29-01-10 20:00,28
29-01-10 19:00,37
29-01-10 18:00,42
29-01-10 17:00,39
29-01-10 16:00,36
29-01-10 15:00,31
29-01-10 14:00,26
29-01-10 13:00,23
29-01-10 12:00,26
29-01-10 11:00,28
29-01-10 10:00,29
29-01-10 09:00,28
29-01-10 08:00,32
29-01-10 07:00,26
29-01-10 06:00,15
29-01-10 05:00,8
29-01-10 04:00,8
29-01-10 03:00,6
29-01-10 02:00,7
29-01-10 01:00,7
29-01-10 00:00,8
28-01-10 23:00,10
28-01-10 22:00,11
28-01-10 21:00,11
28-01-10 20:00,14
28-01-10 19:00,16
28-01-10 18:00,17
28-01-10 17:00,22
28-01-10 16:00,24
28-01-10 15:00,24
28-01-10 14:00,22
28-01-10 13:00,22
28-01-10 12:00,24
28-01-10 11:00,23
28-01-10 10:00,25
28-01-10 09:00,26
28-01-10 08:00,25
28-01-10 07:00,22
28-01-10 06:00,24
28-01-10 05:00,23
28-01-10 04:00,23
28-01-10 03:00,22
28-01-10 02:00,18
28-01-10 01:00,12
28-01-10 00:00,11
27-01-10 23:00,10
27-01-10 22:00,13
27-01-10 21:00,15
27-01-10 20:00,29
27-01-10 19:00,23
27-01-10 18:00,39
27-01-10 17:00,39
27-01-10 16:00,43
27-01-10 15:00,35
27-01-10 14:00,26
27-01-10 13:00,22
27-01-10 12:00,26
27-01-10 11:00,59
27-01-10 10:00,66
27-01-10 09:00,72
27-01-10 08:00,81
27-01-10 07:00,73
27-01-10 06:00,48
27-01-10 05:00,39
27-01-10 04:00,35
27-01-10 03:00,36
27-01-10 02:00,45
27-01-10 01:00,53
27-01-10 00:00,64
26-01-10 23:00,73
26-01-10 22:00,86
26-01-10 21:00,93
26-01-10 20:00,98
26-01-10 19:00,103
26-01-10 18:00,87
26-01-10 17:00,66
26-01-10 16:00,53
26-01-10 15:00,29
26-01-10 14:00,29
26-01-10 13:00,25
26-01-10 12:00,34
26-01-10 11:00,43
26-01-10 10:00,43
26-01-10 09:00,46
26-01-10 08:00,48
26-01-10 07:00,45
26-01-10 06:00,36
26-01-10 05:00,32
26-01-10 04:00,24
26-01-10 03:00,23
26-01-10 02:00,27
26-01-10 01:00,22
26-01-10 00:00,23
25-01-10 23:00,32
25-01-10 22:00,28
25-01-10 21:00,32
25-01-10 20:00,39
25-01-10 19:00,43
25-01-10 18:00,53
25-01-10 17:00,54
25-01-10 16:00,52
25-01-10 15:00,43
25-01-10 14:00,47
25-01-10 13:00,46
25-01-10 12:00,51
25-01-10 11:00,49
25-01-10 10:00,48
25-01-10 09:00,44
25-01-10 08:00,43
25-01-10 07:00,36
25-01-10 06:00,27
25-01-10 05:00,24
25-01-10 04:00,19
25-01-10 03:00,15
25-01-10 02:00,15
25-01-10 01:00,18
25-01-10 00:00,17
24-01-10 23:00,20
24-01-10 22:00,22
24-01-10 21:00,24
24-01-10 20:00,36
24-01-10 19:00,34
24-01-10 18:00,34
24-01-10 17:00,32
24-01-10 16:00,29
24-01-10 15:00,27
24-01-10 14:00,27
24-01-10 13:00,31
24-01-10 12:00,29
24-01-10 11:00,31
24-01-10 10:00,34
24-01-10 09:00,39
24-01-10 08:00,47
24-01-10 07:00,38
24-01-10 06:00,37
24-01-10 05:00,32
24-01-10 04:00,30
24-01-10 03:00,58
24-01-10 02:00,57
24-01-10 01:00,55
24-01-10 00:00,53
23-01-10 23:00,36
23-01-10 22:00,27
23-01-10 21:00,48
23-01-10 20:00,39
23-01-10 19:00,34
23-01-10 18:00,30
23-01-10 17:00,34
23-01-10 16:00,30
23-01-10 15:00,27
23-01-10 14:00,24
23-01-10 13:00,23
23-01-10 12:00,23
23-01-10 11:00,28
23-01-10 10:00,38
23-01-10 09:00,31
23-01-10 08:00,25
23-01-10 07:00,23
23-01-10 06:00,18
23-01-10 05:00,15
23-01-10 04:00,15
23-01-10 03:00,13
23-01-10 02:00,24
23-01-10 01:00,27
23-01-10 00:00,31
22-01-10 23:00,29
22-01-10 22:00,23
22-01-10 21:00,59
22-01-10 20:00,56
22-01-10 19:00,38
22-01-10 18:00,45
22-01-10 17:00,54
22-01-10 16:00,62
22-01-10 15:00,34
22-01-10 14:00,27
22-01-10 13:00,35
22-01-10 12:00,33
22-01-10 11:00,31
22-01-10 10:00,32
22-01-10 09:00,47
22-01-10 08:00,55
22-01-10 07:00,46
22-01-10 06:00,36
22-01-10 05:00,27
22-01-10 04:00,25
22-01-10 03:00,22
22-01-10 02:00,22
22-01-10 01:00,22
22-01-10 00:00,22
21-01-10 23:00,25
21-01-10 22:00,31
21-01-10 21:00,35
21-01-10 20:00,36
21-01-10 19:00,41
21-01-10 18:00,40
21-01-10 17:00,50
21-01-10 16:00,43
21-01-10 15:00,39
21-01-10 14:00,35
21-01-10 13:00,35
21-01-10 12:00,35
21-01-10 11:00,33
21-01-10 10:00,36
21-01-10 09:00,38
21-01-10 08:00,37
21-01-10 07:00,36
21-01-10 06:00,27
21-01-10 05:00,19
21-01-10 04:00,23
21-01-10 03:00,25
21-01-10 02:00,24
21-01-10 01:00,32
21-01-10 00:00,34
20-01-10 23:00,33
20-01-10 22:00,33
20-01-10 21:00,36
20-01-10 20:00,36
20-01-10 19:00,46
20-01-10 18:00,52
20-01-10 17:00,47
20-01-10 16:00,57
20-01-10 15:00,59
20-01-10 14:00,45
20-01-10 13:00,45
20-01-10 12:00,47
20-01-10 11:00,46
20-01-10 10:00,44
20-01-10 09:00,45
