Datum Zeit,Plauen-Sued PM10
,µg/m³
31-01-10,21
30-01-10,13
29-01-10,10
28-01-10,20
27-01-10,113
26-01-10,142
25-01-10,56
24-01-10,57
23-01-10,43
22-01-10,54
21-01-10,45
20-01-10,35
19-01-10,29
18-01-10,24
17-01-10,21
16-01-10,29
15-01-10,38
14-01-10,27
13-01-10,61
12-01-10,57
11-01-10,34
10-01-10,22
09-01-10,41
08-01-10,50
07-01-10,39
06-01-10,35
05-01-10,33
04-01-10,31
03-01-10,29
02-01-10,13
01-01-10,33

