Datum Zeit,Schwartenberg PM10
,µg/m³
31-01-10,12
30-01-10,5
29-01-10,5
28-01-10,8
27-01-10,35
26-01-10,59
25-01-10,47
24-01-10,52
23-01-10,46
22-01-10,66
21-01-10,39
20-01-10,15
19-01-10,4
18-01-10,3
17-01-10,31
16-01-10,24
15-01-10,27
14-01-10,12
13-01-10,20
12-01-10,43
11-01-10,24
10-01-10,13
09-01-10,30
08-01-10,21
07-01-10,17
06-01-10,44
05-01-10,25
04-01-10,20
03-01-10,14
02-01-10,7
01-01-10,18

